,Termo,Frequência Absoluta,Frequência Relativa (%)
13,comprovada,4,0.18
959,physicians,4,0.18
328,ivermectina,4,0.18
960,surgeons,4,0.18
779,direito,4,0.18
1744,parte,4,0.18
2036,25c3,4,0.18
1313,aula,4,0.18
771,dosagem,4,0.18
211,primeiro,4,0.18
767,prevenir,4,0.18
934,alguém,4,0.18
545,preventivo,4,0.18
177,pegar,4,0.18
885,renais,4,0.18
419,fase,4,0.18
420,inicial,4,0.18
1084,acha,4,0.18
896,vitaminas,4,0.18
410,sus,4,0.18
1531,acredita,4,0.18
427,medicar,4,0.18
405,cara,4,0.18
160,amiga,4,0.18
159,mata,4,0.18
121,milhões,4,0.18
400,recomenda,4,0.18
1364,divulga,4,0.18
114,ir,4,0.18
445,medicações,4,0.18
367,jamais,4,0.18
391,burro,4,0.18
387,forma,4,0.18
1548,países,4,0.18
111,morre,4,0.18
461,vi,4,0.18
1123,casa,4,0.18
190,parece,4,0.18
865,some,4,0.18
379,formação,4,0.18
864,mídia,4,0.18
189,filha,4,0.18
1851,unicamp,4,0.18
928,alguns,4,0.18
163,norte,4,0.18
138,ok,4,0.18
417,🤷🏻‍♀️,4,0.18
240,trabalho,4,0.18
1034,brasileiro,4,0.18
1972,kkkk,4,0.18
1288,fda,4,0.18
594,😄,4,0.18
692,ajuda,4,0.18
1592,imunologia,4,0.18
1232,descobre,4,0.18
1591,brasileira,4,0.18
152,contrário,4,0.18
239,existe,4,0.18
243,conta,4,0.18
1791,capaz,4,0.18
1100,ataque,4,0.18
601,pandemônio,4,0.18
172,vezes,4,0.18
1590,sociedade,4,0.18
1439,querem,4,0.18
250,morrendo,4,0.18
232,tipo,4,0.18
683,dor,4,0.18
221,tomaram,4,0.18
23,merda,4,0.18
1272,science,4,0.18
65,acreditar,4,0.18
89,colateral,4,0.18
1598,morra,4,0.18
663,circulação,4,0.18
271,viu,4,0.18
1012,entender,4,0.18
1089,cientistas,4,0.18
658,boldo,4,0.18
713,york,4,0.18
1157,tome,3,0.13
853,história,3,0.13
1061,humanos,3,0.13
1352,desmentido,3,0.13
481,morreu,3,0.13
188,medico,3,0.13
1221,morte,3,0.13
478,cidade,3,0.13
1063,preliminares,3,0.13
838,doses,3,0.13
848,pesquisas,3,0.13
480,ninguém,3,0.13
634,study,3,0.13
62,razão,3,0.13
79,eficiência,3,0.13
463,alta,3,0.13
677,doenças,3,0.13
423,sentido,3,0.13
664,sanguínea,3,0.13
425,deveriam,3,0.13
1255,pior,3,0.13
426,auto,3,0.13
428,profissionais,3,0.13
1537,matar,3,0.13
1969,velho,3,0.13
1258,exemplo,3,0.13
889,preventiva,3,0.13
439,própria,3,0.13
1235,fórum,3,0.13
2207,adjunctive,3,0.13
5,18.05.2020,3,0.13
1543,grande,3,0.13
881,saber,3,0.13
4,dw,3,0.13
498,vendas,3,0.13
1231,ny,3,0.13
640,nejm,3,0.13
2074,tratamiento,3,0.13
735,seguindo,3,0.13
499,lógica,3,0.13
751,antiviral,3,0.13
1207,😘,3,0.13
777,cabeça,3,0.13
97,além,3,0.13
595,🐂,3,0.13
776,mesma,3,0.13
775,iria,3,0.13
1195,escrevi,3,0.13
1658,despertar,3,0.13
1290,cautions,3,0.13
1291,hydroxychloroquine/chloroquine,3,0.13
748,óbvio,3,0.13
749,antibiótico,3,0.13
1311,microbiologia,3,0.13
1248,graves,3,0.13
1310,doutorado,3,0.13
179,leia,3,0.13
583,semana,3,0.13
1309,bióloga,3,0.13
1307,natália,3,0.13
570,espero,3,0.13
761,cloraquina,3,0.13
572,sugeriu,3,0.13
760,floriano,3,0.13
574,combate,3,0.13
581,daqui,3,0.13
1302,defender,3,0.13
7,revela,3,0.13
2227,desmascarado,3,0.13
758,esvaziado,3,0.13
606,debata,3,0.13
1328,farmacêutica,3,0.13
1597,zinc,3,0.13
1747,vcs,3,0.13
1596,adding,3,0.13
739,curar,3,0.13
1179,comum,3,0.13
2054,like,3,0.13
740,enquanto,3,0.13
524,afinal,3,0.13
525,fica,3,0.13
2053,drug,3,0.13
2052,take,3,0.13
2051,viewers,3,0.13
1320,ouvi,3,0.13
2050,urges,3,0.13
604,wuhan,3,0.13
603,criado,3,0.13
2049,cavuto,3,0.13
600,pandemia,3,0.13
599,vive,3,0.13
1669,cardíacos,3,0.13
10,evitar,3,0.13
796,comentários,3,0.13
2048,s,3,0.13
2047,fox,3,0.13
1886,nota,3,0.13
884,problemas,3,0.13
1959,si,3,0.13
116,comprar,3,0.13
1387,afetar,3,0.13
1414,cnn,3,0.13
1416,existem,3,0.13
1517,medo,3,0.13
937,farmácias,3,0.13
935,veio,3,0.13
205,achar,3,0.13
2210,respiratory,3,0.13
931,meses,3,0.13
1418,certa,3,0.13
130,seguinte,3,0.13
930,dois,3,0.13
2131,causada,3,0.13
372,relação,3,0.13
2217,results,3,0.13
1010,by,3,0.13
129,detergente,3,0.13
927,droga,3,0.13
949,exatamente,3,0.13
2209,severe,3,0.13
2214,infection,3,0.13
330,comprimidos,3,0.13
2183,hazardous,3,0.13
946,acima,3,0.13
272,pé,3,0.13
1434,falam,3,0.13
951,has,3,0.13
952,about,3,0.13
2179,or,3,0.13
2180,why,3,0.13
2181,might,3,0.13
149,pronto,3,0.13
46,diariamente,3,0.13
1515,faço,3,0.13
1513,acabar,3,0.13
2216,safety,3,0.13
2211,syndrome,3,0.13
263,grupo,3,0.13
1111,estado,3,0.13
2182,be,3,0.13
2215,preliminary,3,0.13
335,várias,3,0.13
380,acadêmica,3,0.13
198,favor,3,0.13
305,próprio,3,0.13
2219,double-blinded,3,0.13
142,fácil,3,0.13
40,cientista,3,0.13
1452,fato,3,0.13
156,passou,3,0.13
291,pau,3,0.13
300,tomei,3,0.13
1130,exército,3,0.13
2203,diphosphate,3,0.13
394,maiores,3,0.13
2204,two,3,0.13
1729,dou,3,0.13
2212,context,3,0.13
911,interesse,3,0.13
2213,sars-cov-2,3,0.13
2205,different,3,0.13
223,termo,3,0.13
2164,avisa,3,0.13
2208,therapy,3,0.13
1386,evita,3,0.13
414,tanta,3,0.13
1022,sério,3,0.13
2206,dosages,3,0.13
385,comentário,3,0.13
413,dúvida,3,0.13
1533,usam,3,0.13
141,😒,3,0.13
315,blá,3,0.13
901,ui,3,0.13
902,comprei,3,0.13
217,mãe,3,0.13
2218,randomized,3,0.13
985,antibiotic,2,0.09
986,azithromycin,2,0.09
987,algeria,2,0.09
1912,livrar,2,0.09
1652,desconto,2,0.09
1000,been,2,0.09
990,france,2,0.09
991,korea,2,0.09
993,"2,137",2,0.09
747,precaução,2,0.09
994,deaths,2,0.09
996,administration,2,0.09
1650,facebook,2,0.09
1654,neste,2,0.09
997,where,2,0.09
992,ofthese,2,0.09
754,lida,2,0.09
1904,jogada,2,0.09
998,severely,2,0.09
989,clinically,2,0.09
999,have,2,0.09
1206,💋,2,0.09
1200,procure,2,0.09
1002,hinder,2,0.09
1919,ações,2,0.09
1003,replication,2,0.09
1625,negócio,2,0.09
1099,segue,2,0.09
1065,rivotril,2,0.09
1229,senti,2,0.09
1937,letal,2,0.09
1943,precisaria,2,0.09
694,nervos,2,0.09
1944,estudar,2,0.09
1092,serve,2,0.09
1753,aliás,2,0.09
1032,presidencial,2,0.09
1931,seguir,2,0.09
1241,faça,2,0.09
1035,sorte,2,0.09
684,atua,2,0.09
1090,dizem,2,0.09
1953,en,2,0.09
1244,mortalidade,2,0.09
1039,raiva,2,0.09
1758,maioria,2,0.09
1621,garoto,2,0.09
1226,perguntar,2,0.09
1015,ajudar,2,0.09
1004,properties,2,0.09
1007,cells,2,0.09
1056,receitado,2,0.09
1005,particularly,2,0.09
738,dengue,2,0.09
1006,into,2,0.09
733,eita,2,0.09
1212,loucura,2,0.09
731,coisas,2,0.09
729,lógico,2,0.09
728,nesse,2,0.09
1055,começa,2,0.09
1014,tirar,2,0.09
1008,inhibit,2,0.09
1009,overreaction,2,0.09
1218,mínimo,2,0.09
716,gasolina,2,0.09
715,quirolina,2,0.09
711,fonte,2,0.09
1011,reactions,2,0.09
710,hidro,2,0.09
1103,respirador,2,0.09
984,used,2,0.09
1192,buscar,2,0.09
764,querer,2,0.09
53,científicos,2,0.09
870,escrever,2,0.09
1842,enorme,2,0.09
1048,volta,2,0.09
1124,cuida,2,0.09
1698,🤦‍♀️,2,0.09
1049,consulta,2,0.09
51,contar,2,0.09
1044,falta,2,0.09
1120,postagem,2,0.09
926,desta,2,0.09
1846,público,2,0.09
982,without,2,0.09
856,rede,2,0.09
855,abs,2,0.09
1155,amo,2,0.09
850,comprovaram,2,0.09
849,testes,2,0.09
847,reumatóide,2,0.09
1080,drogas,2,0.09
1156,portanto,2,0.09
844,científica,2,0.09
1052,cp,2,0.09
874,entende,2,0.09
30,familiares,2,0.09
1126,lupus,2,0.09
878,upa,2,0.09
897,desculpe,2,0.09
1710,organismo,2,0.09
900,10.000,2,0.09
895,continuar,2,0.09
1709,lica,2,0.09
1831,hospitais,2,0.09
1708,enfim,2,0.09
891,alto,2,0.09
905,hj,2,0.09
906,sigo,2,0.09
888,usado,2,0.09
1826,esquerdalha,2,0.09
1706,triste,2,0.09
886,diferença,2,0.09
1715,preta,2,0.09
1129,recomendada,2,0.09
916,farmácia,2,0.09
1705,kk,2,0.09
1704,depressivos,2,0.09
1127,reumatoide,2,0.09
880,testado,2,0.09
938,voltarem,2,0.09
837,sabia,2,0.09
1115,decidir,2,0.09
964,globe,2,0.09
1187,histórico,2,0.09
788,segunda-feira,2,0.09
787,nesta,2,0.09
786,afirmou,2,0.09
967,gov,2,0.09
1798,gado,2,0.09
969,arizona,2,0.09
1896,confirmado,2,0.09
970,presents,2,0.09
971,table,2,0.09
972,studies,2,0.09
44,irmã,2,0.09
975,malaria,2,0.09
1743,azul,2,0.09
976,drugs,2,0.09
768,quero,2,0.09
1730,filho,2,0.09
979,number,2,0.09
980,reported,2,0.09
981,treated,2,0.09
1901,devia,2,0.09
965,newswire,2,0.09
963,tuscon,2,0.09
1114,livre,2,0.09
1884,china,2,0.09
1803,„da,2,0.09
835,2016,2,0.09
833,grávidas,2,0.09
831,jeito,2,0.09
829,irão,2,0.09
826,idoso,2,0.09
823,cardíaca,2,0.09
822,disposição,2,0.09
1463,ano,2,0.09
1726,benefício,2,0.09
1869,prejudicial,2,0.09
1677,sistema,2,0.09
809,cadê,2,0.09
1875,governo,2,0.09
804,morreram,2,0.09
802,tônica,2,0.09
948,baixa,2,0.09
950,infectologista,2,0.09
955,helping,2,0.09
956,states,2,0.09
962,globenewswire,2,0.09
1775,errado,2,0.09
1464,motivos,2,0.09
535,salvar,2,0.09
486,simples,2,0.09
1429,totalmente,2,0.09
1493,pesquisar,2,0.09
2061,vindo,2,0.09
1423,postam,2,0.09
301,uns,2,0.09
302,morri,2,0.09
1496,criticar,2,0.09
308,ngm,2,0.09
309,obrigado,2,0.09
136,devidos,2,0.09
312,dando,2,0.09
135,recomendado,2,0.09
2068,indústria,2,0.09
1498,globo,2,0.09
318,passando,2,0.09
1334,kkkkkkk,2,0.09
319,giga,2,0.09
321,farma,2,0.09
1499,lixo,2,0.09
1340,março,2,0.09
1556,acabou,2,0.09
1342,artigo,2,0.09
1343,vitro,2,0.09
289,oms,2,0.09
517,pessoal,2,0.09
287,sérios,2,0.09
277,financeira,2,0.09
2038,3famp=1,2,0.09
547,demente,2,0.09
264,paracetamol,2,0.09
145,assinar,2,0.09
1314,tratar,2,0.09
273,terno,2,0.09
274,defensor,2,0.09
275,fabricante,2,0.09
1577,sao,2,0.09
1576,besta,2,0.09
278,sanofi,2,0.09
284,tomou,2,0.09
1319,amor,2,0.09
537,depender,2,0.09
279,produz,2,0.09
1384,justificar,2,0.09
280,magem,2,0.09
533,tomo,2,0.09
532,infarto,2,0.09
531,😃,2,0.09
281,dono,2,0.09
1431,deixar,2,0.09
1345,infecção,2,0.09
338,família,2,0.09
553,bolso,2,0.09
1347,usada,2,0.09
1544,equipe,2,0.09
444,associada,2,0.09
2137,ciências,2,0.09
440,sinto,2,0.09
362,compartilhar,2,0.09
437,possui,2,0.09
434,talvez,2,0.09
2134,protozoário,2,0.09
430,frente,2,0.09
422,desculpa,2,0.09
1519,provavelmente,2,0.09
1532,pausar,2,0.09
2112,números,2,0.09
1520,acompanhamento,2,0.09
1528,previnir,2,0.09
375,limão,2,0.09
1378,base,2,0.09
376,comprovado,2,0.09
17,americanos,2,0.09
1381,séria,2,0.09
384,diplomas,2,0.09
392,ganha,2,0.09
2124,oculares,2,0.09
1545,medica,2,0.09
1396,receberam,2,0.09
1397,abril,2,0.09
1511,saco,2,0.09
482,ficou,2,0.09
1553,responsabilidade,2,0.09
1507,entendi,2,0.09
342,graças,2,0.09
474,comprimido,2,0.09
473,achando,2,0.09
344,usaram,2,0.09
346,pais,2,0.09
106,nego,2,0.09
107,discutir,2,0.09
108,estudou,2,0.09
452,políticas,2,0.09
467,injetar,2,0.09
465,cheio,2,0.09
2090,medicacao,2,0.09
1353,viral,2,0.09
458,vivem,2,0.09
348,diabéticos,2,0.09
133,demais,2,0.09
456,tantas,2,0.09
454,manaus,2,0.09
453,estranho,2,0.09
2037,25adcias/geral/eua-passa-de-90-000-mortes-e-1-5-milh,2,0.09
389,momento,2,0.09
554,estao,2,0.09
616,revistas,2,0.09
233,sequelas,2,0.09
1610,rasgando,2,0.09
620,journal,2,0.09
1611,toba,2,0.09
176,tomam,2,0.09
1613,voltar,2,0.09
77,continua,2,0.09
615,publicados,2,0.09
173,período,2,0.09
1277,such,2,0.09
236,tentar,2,0.09
75,exato,2,0.09
2003,consciência,2,0.09
654,infectado,2,0.09
166,ali,2,0.09
1616,🤷,2,0.09
2035,mortos,2,0.09
183,saude,2,0.09
228,acelera,2,0.09
1988,chegou,2,0.09
1472,vidas,2,0.09
1453,junto,2,0.09
2221,"estudo-sobre-cloroquina-na-revista-lancet-e-retirado-do-ar-por-autores,70003324850",2,0.09
81,prefere,2,0.09
82,chances,2,0.09
1604,ne,2,0.09
84,conheço,2,0.09
203,tratando,2,0.09
629,hospitalizados,2,0.09
209,decide,2,0.09
210,anta,2,0.09
1986,número,2,0.09
186,tantos,2,0.09
219,inclusive,2,0.09
225,hidroxocloroquina,2,0.09
1480,geral,2,0.09
237,precisava,2,0.09
192,tratado,2,0.09
1443,relatos,2,0.09
1465,precisou,2,0.09
2187,vídeo,2,0.09
1436,fontes,2,0.09
1586,kkkkkk,2,0.09
257,lucros,2,0.09
669,corpo,2,0.09
2015,matando,2,0.09
2025,filas,2,0.09
1254,completo,2,0.09
1306,dra,2,0.09
1296,pequei,2,0.09
1301,diria,2,0.09
1251,política,2,0.09
1308,pasternak,2,0.09
559,reais,2,0.09
660,doce,2,0.09
2034,mil,2,0.09
150,fosfato,2,0.09
661,amargo,2,0.09
558,custa,2,0.09
1294,tomara,2,0.09
259,tomem,2,0.09
1293,kkkkkkkkkkkkk,2,0.09
1312,minutos,2,0.09
561,grao,2,0.09
564,usaria,2,0.09
1725,analisados,1,0.04
1746,debater,1,0.04
1471,experimentos,1,0.04
1514,tento,1,0.04
1717,hipócrita,1,0.04
1720,ouvir,1,0.04
1466,remedios,1,0.04
1750,equivalência,1,0.04
1521,anual,1,0.04
1752,possa,1,0.04
1721,liberação,1,0.04
1722,diversos,1,0.04
1512,🤔,1,0.04
1468,crianças,1,0.04
1751,típico,1,0.04
1518,lures,1,0.04
1723,específicos,1,0.04
1522,tia,1,0.04
1749,falsa,1,0.04
1467,otimo,1,0.04
1748,falácia,1,0.04
1516,dez,1,0.04
1719,fale,1,0.04
1718,moramos,1,0.04
1469,adoecem,1,0.04
1724,tais,1,0.04
1470,facilidade,1,0.04
1474,confiante,1,0.04
1745,fim,1,0.04
1490,likes,1,0.04
1478,percebendo,1,0.04
1495,desejo,1,0.04
1734,tds,1,0.04
1479,modo,1,0.04
1733,causo,1,0.04
1494,criticam,1,0.04
1731,cardiopatia,1,0.04
1492,fazem,1,0.04
1491,defendem,1,0.04
1489,ganham,1,0.04
1510,puxar,1,0.04
1481,tratam,1,0.04
1488,desconstruir,1,0.04
1482,time,1,0.04
1732,repente,1,0.04
1483,futebol,1,0.04
1484,mencionada,1,0.04
1485,instalada,1,0.04
1486,polêmica,1,0.04
1487,provoca,1,0.04
1477,concordo,1,0.04
1728,leiga,1,0.04
1735,prescritas,1,0.04
1736,copiou,1,0.04
1509,mimada,1,0.04
1742,normal,1,0.04
1508,criança,1,0.04
1741,alem,1,0.04
1473,jogo,1,0.04
1506,cúmplices,1,0.04
1740,lugares,1,0.04
1475,coagulante,1,0.04
1505,negligênciada,1,0.04
1476,zerar,1,0.04
1503,credibilidade,1,0.04
1502,dedo,1,0.04
1501,escolhe,1,0.04
1500,kkkkkkkkkkkkkkkk,1,0.04
1739,varios,1,0.04
1738,postada,1,0.04
1727,imaginou,1,0.04
1737,colou,1,0.04
1497,disputa,1,0.04
1620,bobagem,1,0.04
1549,salvando,1,0.04
1523,perigo,1,0.04
1582,pilha,1,0.04
1584,antecipar,1,0.04
1653,recomendo,1,0.04
1585,passagem,1,0.04
1651,compêndio,1,0.04
1587,www.gazetadopovo.com.br/republica/breves/coronavirus-sociedade-brasileira-imunologia-cloroquina,1,0.04
1588,parecer,1,0.04
1589,divulgado,1,0.04
1649,palavra,1,0.04
1593,sbi,1,0.04
1594,alerta,1,0.04
1595,t…ver,1,0.04
1648,generalizar,1,0.04
1647,estória,1,0.04
1646,bacteriana,1,0.04
1755,reafirma,1,0.04
1583,deles.kkkkkkk,1,0.04
1581,cai,1,0.04
1599,sozinho,1,0.04
1580,irritar,1,0.04
1667,tomarem,1,0.04
1666,leiam,1,0.04
1574,olhando,1,0.04
1664,bobo,1,0.04
1575,trate,1,0.04
1663,monte,1,0.04
1662,passar,1,0.04
1661,trocentos,1,0.04
1660,pulmão,1,0.04
1659,qboa,1,0.04
1657,especialmente,1,0.04
1656,24h,1,0.04
1655,voce,1,0.04
1578,polêmicos,1,0.04
1579,gostam,1,0.04
1645,endocardite,1,0.04
1600,estratégia,1,0.04
1716,consiga,1,0.04
1608,feia,1,0.04
1609,cima,1,0.04
1631,comendo,1,0.04
1630,sair,1,0.04
1612,descubram,1,0.04
1614,loucuras,1,0.04
1629,balinha,1,0.04
1628,pacas,1,0.04
1627,amado,1,0.04
1626,porra,1,0.04
1615,tiro,1,0.04
1624,contratos,1,0.04
1623,firmar,1,0.04
1622,estoques,1,0.04
1617,🤦,1,0.04
1618,pergunte,1,0.04
1632,close-up,1,0.04
1607,comissão,1,0.04
1644,profilatico,1,0.04
1633,afronta,1,0.04
1643,profilático,1,0.04
1601,comparar,1,0.04
1642,árvore,1,0.04
1641,visitam,1,0.04
1640,passarinhos,1,0.04
1639,cacar,1,0.04
1602,melhores,1,0.04
1638,costumo,1,0.04
1603,usuários,1,0.04
1637,procedimentos,1,0.04
1636,cuidados,1,0.04
1635,preceitos,1,0.04
1605,vdd,1,0.04
1606,tirando,1,0.04
1634,bons,1,0.04
1670,sindrome,1,0.04
1671,kounis,1,0.04
1573,👎,1,0.04
1541,completamebte,1,0.04
1546,pegue,1,0.04
1547,ausentar,1,0.04
1703,perto,1,0.04
1702,respiratório,1,0.04
1701,deprimem,1,0.04
1700,diazepan,1,0.04
1699,aumente,1,0.04
1619,nessa,1,0.04
1697,lixando,1,0.04
1696,referência,1,0.04
1550,principalmente,1,0.04
1695,pulmões,1,0.04
1694,leoca,1,0.04
1693,coaise,1,0.04
1551,domiciliar.se,1,0.04
1542,expostos,1,0.04
1540,contagioso,1,0.04
1572,precisam,1,0.04
1707,ex-área,1,0.04
1524,chega,1,0.04
1525,bateria,1,0.04
1714,tarjas,1,0.04
1713,citou,1,0.04
1712,calibre,1,0.04
1526,atual,1,0.04
1527,mora,1,0.04
1711,alergia,1,0.04
1529,controlada,1,0.04
1530,posso,1,0.04
1534,encheu,1,0.04
1535,omeprazol,1,0.04
1536,veneno,1,0.04
1538,contas,1,0.04
1539,altamente,1,0.04
1552,precisaríamos,1,0.04
1554,usá-la,1,0.04
1555,assuma,1,0.04
1692,resao,1,0.04
1566,mais…ver,1,0.04
1567,usá-lo,1,0.04
1681,vasculares,1,0.04
1680,leucopenia,1,0.04
1679,anemia,1,0.04
1568,ha,1,0.04
1678,linfático,1,0.04
1569,chefe,1,0.04
1676,sangue,1,0.04
1570,abençoe,1,0.04
1675,fatais,1,0.04
1674,tornar,1,0.04
1673,anafilático,1,0.04
1571,portadores,1,0.04
1672,choque,1,0.04
1682,gastrintestinais,1,0.04
1683,pele,1,0.04
1565,dentre,1,0.04
1561,bala,1,0.04
1691,mg,1,0.04
1557,reputação,1,0.04
1558,sabemos,1,0.04
1690,sas,1,0.04
1560,vendido,1,0.04
1689,suliag,1,0.04
1688,hipocrisia,1,0.04
1564,postos,1,0.04
1687,febrinha,1,0.04
1562,dado,1,0.04
1686,enganou,1,0.04
1563,graça,1,0.04
1685,stevens-johnson,1,0.04
1684,síndrome,1,0.04
1754,afirma,1,0.04
167,casou-se,1,0.04
1756,profissão,1,0.04
2077,ajudasse,1,0.04
2075,socorrido,1,0.04
2073,alternativas,1,0.04
2072,propaga,1,0.04
2071,aprender,1,0.04
2070,bastante,1,0.04
2069,estadunidenses,1,0.04
2067,lobby,1,0.04
2066,irresponsáveis,1,0.04
2065,tal,1,0.04
2064,fazemos,1,0.04
2063,papa,1,0.04
2062,macrom,1,0.04
2060,reparou,1,0.04
2059,kevin,1,0.04
2058,lutem,1,0.04
2057,progrediu,1,0.04
2056,deviam,1,0.04
2055,fox5vegas.com,1,0.04
2046,politicagens,1,0.04
2045,baseia,1,0.04
2044,viajar,1,0.04
2076,hipertensos,1,0.04
2078,imunes,1,0.04
1981,trabalhar,1,0.04
2079,papai,1,0.04
2101,irmãozinho,1,0.04
2100,bilhões,1,0.04
2099,gastando,1,0.04
2098,natureza,1,0.04
2097,planta,1,0.04
2096,vende,1,0.04
2095,estraçalhado,1,0.04
2094,figado,1,0.04
2093,dx,1,0.04
2092,reforcar,1,0.04
2091,batimento,1,0.04
