,Termo,Frequência Absoluta,Frequência Relativa (%)
541,assa,2,0.1
460,medo,2,0.1
1930,morreu,2,0.1
1954,provas,2,0.1
450,querem,2,0.1
1899,parabéns,2,0.1
1853,viu,2,0.1
454,auxilio,2,0.1
455,grupo,2,0.1
1956,afirmou,2,0.1
457,asma,2,0.1
1802,infectadas,2,0.1
89,matar,2,0.1
90,usem,2,0.1
2022,opinião,2,0.1
543,lembro,2,0.1
1803,cabeça,2,0.1
527,pré,2,0.1
405,colher,2,0.1
79,veterinário,2,0.1
503,metade,2,0.1
335,infelizmente,2,0.1
147,controlar,2,0.1
1998,post,2,0.1
222,marido,2,0.1
359,frente,2,0.1
1968,veneno,2,0.1
1825,percebeu,2,0.1
344,ate,2,0.1
113,suspeita,2,0.1
501,compro,2,0.1
135,galeno,2,0.1
141,particular,2,0.1
497,compra,2,0.1
348,afirmar,2,0.1
495,aumentar,2,0.1
355,descrição,2,0.1
126,alguém,2,0.1
362,vida,2,0.1
122,digo,2,0.1
117,usam,2,0.1
212,imunológico,2,0.1
114,relatam,2,0.1
521,quente,2,0.1
1817,acordos,2,0.1
518,dai,2,0.1
478,duas,2,0.1
517,querida,2,0.1
331,comida,2,0.1
514,ne,2,0.1
1995,especulação,2,0.1
232,ignora,2,0.1
513,grande,2,0.1
364,gosta,2,0.1
226,potencializa,2,0.1
511,gosto,2,0.1
449,comentários,2,0.1
547,fico,2,0.1
551,conseguia,2,0.1
19,ue,2,0.1
596,molho,2,0.1
1980,paz,2,0.1
283,façam,2,0.1
25,cardíacos,2,0.1
195,irá,2,0.1
395,dores,2,0.1
261,coloco,2,0.1
286,colocar,2,0.1
589,maia,2,0.1
288,alimento,2,0.1
2041,eua,2,0.1
260,precisar,2,0.1
36,divulgou,2,0.1
387,risco,2,0.1
1939,acredite,2,0.1
20,funcionou,2,0.1
265,pegar,2,0.1
582,muitas,2,0.1
1877,publicado,2,0.1
1759,verdades,2,0.1
180,mastigar,2,0.1
179,podemos,2,0.1
1946,curado,2,0.1
6,moça,2,0.1
609,surtem,2,0.1
190,explicar,2,0.1
8,enquanto,2,0.1
276,fiz,2,0.1
174,alimentos,2,0.1
603,cozido,2,0.1
280,acreditam,2,0.1
1765,pensamento,2,0.1
414,depressão,2,0.1
599,carne,2,0.1
385,asmatica,2,0.1
2040,ventilador,2,0.1
352,bactérias,2,0.1
564,natural,2,0.1
443,faço,2,0.1
300,diariamente,2,0.1
1897,fale,2,0.1
254,depoimento,2,0.1
1788,maldito,2,0.1
298,arterial,2,0.1
562,morram,2,0.1
561,pena,2,0.1
560,comprovar,2,0.1
259,relato,2,0.1
2033,acontece,2,0.1
1792,estude,2,0.1
70,uti,2,0.1
297,pressão,2,0.1
1785,viver,2,0.1
60,pesquisas,2,0.1
1780,inventada,2,0.1
1864,neste,2,0.1
581,salva,2,0.1
1863,ignorar,2,0.1
446,daqui,2,0.1
204,liquidificador,2,0.1
45,aplicado,2,0.1
1858,insiste,2,0.1
1971,oras,1,0.05
1455,preventiva,1,0.05
1468,igualmente,1,0.05
1453,atribuida,1,0.05
1442,adente,1,0.05
1466,defesa,1,0.05
1467,imunológica,1,0.05
1970,oque,1,0.05
1465,responsáveis,1,0.05
1447,valendo,1,0.05
1464,t-helpers,1,0.05
1456,aplica,1,0.05
1449,enterites,1,0.05
1459,elevam,1,0.05
1454,atividade,1,0.05
1446,tifo,1,0.05
1973,aliviar,1,0.05
1457,russa,1,0.05
1451,viroses,1,0.05
1976,inflamações,1,0.05
1444,0,1,0.05
1975,ouviu,1,0.05
1461,sanguíneas,1,0.05
1462,série,1,0.05
1448,disenterias,1,0.05
1463,branca,1,0.05
1452,resfriados,1,0.05
1756,escritos,1,0.05
1469,estende,1,0.05
1498,fungo,1,0.05
1511,múltiplas,1,0.05
1510,maiores,1,0.05
1509,encontradas,1,0.05
1508,mililitro,1,0.05
1507,micrograma,1,0.05
1506,0.3,1,0.05
1505,minimas,1,0.05
1951,recusam,1,0.05
1504,inibitórias,1,0.05
1952,direita,1,0.05
1953,inventado,1,0.05
1503,concentrações,1,0.05
1502,mics,1,0.05
1955,davi,1,0.05
1500,frieiras,1,0.05
1512,propriedades,1,0.05
1513,benéficas,1,0.05
1514,derivados,1,0.05
1522,saberdene,1,0.05
1944,querer,1,0.05
1945,briga,1,0.05
1524,church,1,0.05
1947,deleta,1,0.05
1948,politicagem,1,0.05
1523,house,1,0.05
1521,centre,1,0.05
1515,obtidas,1,0.05
1949,liberaram,1,0.05
1520,information,1,0.05
1519,handbook,1,0.05
1950,ptistas,1,0.05
1517,complete,1,0.05
1516,livro,1,0.05
1499,tricophyton,1,0.05
1497,vaginal,1,0.05
1470,bronquites,1,0.05
1496,corrimento,1,0.05
1482,família,1,0.05
1963,mal.informado,1,0.05
1964,determina,1,0.05
1965,afirme,1,0.05
1966,recuperações,1,0.05
1481,bulbo,1,0.05
1480,presentes,1,0.05
1479,variedade,1,0.05
1478,função,1,0.05
1477,ação,1,0.05
1967,recuperar,1,0.05
1474,urinárias,1,0.05
1473,superiores,1,0.05
1472,áreas,1,0.05
1471,vias,1,0.05
1483,membro,1,0.05
1484,contribui,1,0.05
1485,parcela,1,0.05
1960,tom,1,0.05
1957,acreditasee,1,0.05
1495,albicans,1,0.05
1494,candida,1,0.05
1958,tantas,1,0.05
1959,pessoas.famosas,1,0.05
1492,cultura,1,0.05
1961,hanks,1,0.05
1962,faltam,1,0.05
1491,afeta,1,0.05
1490,ooo,1,0.05
1489,diluido,1,0.05
1488,apresentado,1,0.05
1487,odor,1,0.05
1486,marcado,1,0.05
1977,malefícios,1,0.05
1422,lipoproteinas,1,0.05
1978,enfraquecido,1,0.05
2023,cardiologista,1,0.05
1367,moro,1,0.05
1366,dentro,1,0.05
1365,cair,1,0.05
1364,avião,1,0.05
1363,torcer,1,0.05
2025,costantino,1,0.05
2026,costantini,1,0.05
2027,comprovem,1,0.05
1359,lkkkkkkk,1,0.05
2028,utilizada,1,0.05
1358,torce,1,0.05
1357,parece,1,0.05
1356,venci,1,0.05
2029,saída,1,0.05
1354,empatando,1,0.05
2024,argentino,1,0.05
1369,oro,1,0.05
1352,maior,1,0.05
2020,vale,1,0.05
1379,saírem,1,0.05
2014,franceses,1,0.05
1378,minions,1,0.05
1377,pros,1,0.05
1376,gatilho,1,0.05
1375,palavra,1,0.05
1373,futebol,1,0.05
1372,acharem,1,0.05
1371,mania,1,0.05
1370,mi…ver,1,0.05
2015,suécos,1,0.05
2016,africanos,1,0.05
2017,ermm,1,0.05
2018,ponderar,1,0.05
2019,li-mi-tar,1,0.05
2030,típicos,1,0.05
2031,conclusão,1,0.05
1440,cólon,1,0.05
1331,influenciado,1,0.05
1328,aconselho,1,0.05
2046,possível,1,0.05
1326,complexa,1,0.05
2047,infectam,1,0.05
2048,seres,1,0.05
2049,compartilhe,1,0.05
1324,recente,1,0.05
2050,conhecimento,1,0.05
1323,antiga,1,0.05
1322,excessivas,1,0.05
1321,ministradas,1,0.05
1319,testes,1,0.05
1318,matou,1,0.05
1317,descartou,1,0.05
1316,fiocruz,1,0.05
2045,explico,1,0.05
1332,polarização,1,0.05
2032,sairem,1,0.05
1333,brasil…ver,1,0.05
2034,comprovam,1,0.05
2035,210,1,0.05
1346,dosado,1,0.05
1345,lógico,1,0.05
1344,jesus,1,0.05
2036,168,1,0.05
2037,internadas,1,0.05
1342,curando,1,0.05
1341,50,1,0.05
2038,42,1,0.05
1340,ilsussidiario.net,1,0.05
2039,montante,1,0.05
2042,apresenta,1,0.05
2043,notaram,1,0.05
2044,ciência,1,0.05
1380,buraco,1,0.05
2013,americanos,1,0.05
2012,escrevi,1,0.05
1429,antibióticos,1,0.05
1427,patogênicas,1,0.05
1426,inibitória,1,0.05
1424,portadoras,1,0.05
1991,piada,1,0.05
1423,densidade,1,0.05
1526,castfield,1,0.05
1421,hdlp,1,0.05
1420,elevação,1,0.05
1992,pronta,1,0.05
1418,moderada,1,0.05
1994,pararem,1,0.05
1996,automedicarem,1,0.05
1416,corporais,1,0.05
1415,beneficios,1,0.05
1997,final,1,0.05
1989,ministrar,1,0.05
1430,1992,1,0.05
1381,metáfora,1,0.05
1431,instituto,1,0.05
1439,pele,1,0.05
1979,cuidado,1,0.05
1438,reportam,1,0.05
1437,autores,1,0.05
1436,incidência,1,0.05
1435,correlacionada,1,0.05
1434,comprovou,1,0.05
1981,estudar,1,0.05
1982,asneira,1,0.05
1983,escreve,1,0.05
1984,cidadão,1,0.05
1985,escrever,1,0.05
1986,português,1,0.05
1987,corretamente,1,0.05
1988,discutir,1,0.05
1413,tribunapr.com,1,0.05
1411,apoio,1,0.05
1999,anterior,1,0.05
2000,deixá-los,1,0.05
2008,aconteceu,1,0.05
1395,comunismo,1,0.05
1394,lulaladrao,1,0.05
1393,detected,1,0.05
1392,gado,1,0.05
1391,manualzinho,1,0.05
2009,fbclid=iwar00ntgtutih3togqa18xbfphmmnmkq4cegorppyrwnyqe4-z-7sbacks4w,1,0.05
1389,mortadela,1,0.05
1388,bafo,1,0.05
1387,adorei,1,0.05
1386,🥰,1,0.05
1385,bolsonaristas,1,0.05
1384,pt,1,0.05
1383,manual,1,0.05
1382,aviao,1,0.05
2007,recomendado,1,0.05
1397,terraplana,1,0.05
1398,amadohhh,1,0.05
1407,usaram,1,0.05
2001,achei,1,0.05
1410,poder,1,0.05
2002,claro,1,0.05
1409,kaliu,1,0.05
2003,antiinflamatória,1,0.05
1408,favorável,1,0.05
1406,chineses,1,0.05
2006,acima,1,0.05
1405,grama,1,0.05
1404,relinchar,1,0.05
1403,jumentos,1,0.05
1402,prova,1,0.05
2004,imunossupressora,1,0.05
2005,usarem,1,0.05
1525,rd,1,0.05
1932,alimentação,1,0.05
1527,battle,1,0.05
1815,felizmente,1,0.05
1679,pobres,1,0.05
1678,velhos,1,0.05
1818,governos,1,0.05
1676,mulheres,1,0.05
1675,teto,1,0.05
1674,empilhados,1,0.05
1673,cadáveres,1,0.05
1672,núcleo,1,0.05
1671,chamava,1,0.05
1819,concordaram,1,0.05
1670,capa,1,0.05
1820,preocupados,1,0.05
1669,portas,1,0.05
1668,conjunto,1,0.05
1667,inicialmente,1,0.05
1816,concluímos,1,0.05
1681,deformados,1,0.05
1665,cérebro,1,0.05
1814,escritas,1,0.05
1692,intuito,1,0.05
1691,escrito,1,0.05
1690,gênero,1,0.05
1689,determinar,1,0.05
1807,morri,1,0.05
1808,história,1,0.05
1809,lembre,1,0.05
1810,ignorando,1,0.05
1687,olhar,1,0.05
1686,corpos,1,0.05
1685,porta,1,0.05
1684,abre,1,0.05
1683,humildes,1,0.05
1682,orgulhosos,1,0.05
1813,descaradas,1,0.05
1666,atinge,1,0.05
1664,atingido,1,0.05
1694,impacto,1,0.05
1650,cabe,1,0.05
1648,cola,1,0.05
1647,publicar,1,0.05
1646,tentei,1,0.05
1835,transferência,1,0.05
1836,tentamos,1,0.05
1837,impedir,1,0.05
1838,acontecesse,1,0.05
1645,publiquei,1,0.05
1839,tiroteio,1,0.05
1840,seguiu,1,0.05
1841,preocupe,1,0.05
1644,pequeno,1,0.05
1643,leiam,1,0.05
1842,procurá-lo,1,0.05
1843,noticiário,1,0.05
1649,entretanto,1,0.05
1651,ir,1,0.05
1663,verdadeiro,1,0.05
1652,perfil,1,0.05
1821,irromper,1,0.05
1823,sequer,1,0.05
1824,questionar,1,0.05
1826,aceitou,1,0.05
1658,província,1,0.05
1657,citar,1,0.05
1827,governadores,1,0.05
1656,inverdades,1,0.05
1655,ficção,1,0.05
1828,dado,1,0.05
1830,atestados,1,0.05
1831,falsos,1,0.05
1832,procurei,1,0.05
1833,gripada,1,0.05
1834,descobrimos,1,0.05
1693,causar,1,0.05
1804,sabemos,1,0.05
1845,dezenas,1,0.05
1743,afirmando,1,0.05
1768,graus,1,0.05
1739,porcos,1,0.05
1769,terríveis,1,0.05
1770,manipulação,1,0.05
1771,sofisticadas,1,0.05
1738,raça,1,0.05
1772,práticas,1,0.05
1773,hipnóticas,1,0.05
1774,desconhecidas,1,0.05
1736,cópias,1,0.05
1735,parecem,1,0.05
1775,encontramos,1,0.05
1315,própria,1,0.05
1776,2019-ncov,1,0.05
1777,distribuímos,1,0.05
1741,supostamente,1,0.05
