,Termo,Frequência Absoluta,Frequência Relativa (%)
933,imprensa,3,0.17
712,😏,3,0.17
380,entenda,3,0.17
955,ok,3,0.17
693,ministro,3,0.17
360,assunto,3,0.17
792,fim,3,0.17
547,drogas,3,0.17
616,pensa,3,0.17
640,postagem,3,0.17
612,medicamentos,3,0.17
819,vá,3,0.17
1704,rabo,3,0.17
320,passa,3,0.17
325,significa,3,0.17
629,estimação,3,0.17
750,erro,3,0.17
800,problemas,3,0.17
780,dias,3,0.17
620,petista,3,0.17
799,população,3,0.17
7,quantas,3,0.17
621,publicação,3,0.17
316,político,3,0.17
410,dia,3,0.17
826,colaterais,3,0.17
714,sério,3,0.17
312,pior,3,0.17
828,melhores,3,0.17
598,provar,3,0.17
350,herói,3,0.17
644,eduardo,3,0.17
352,moço,3,0.17
650,adm,3,0.17
431,parte,3,0.17
301,família,3,0.17
868,continua,3,0.17
757,afinal,3,0.17
654,politica,3,0.17
786,parar,3,0.17
1736,sil,3,0.17
481,parece,3,0.17
1110,revê,3,0.17
1151,investir,3,0.17
222,comprovação,3,0.17
1109,tanzânia,3,0.17
1628,tonibritonutri,3,0.17
219,tubaina,3,0.17
1603,dw,3,0.17
124,atrás,3,0.17
165,medicação,3,0.17
1599,testean,3,0.17
1111,testarem,3,0.17
88,casos,3,0.17
212,hospital,3,0.17
1260,minas,3,0.17
1149,carlos,3,0.17
1150,wizard,3,0.17
1153,cartacapital,3,0.17
85,eua,3,0.17
1160,acreditar,3,0.17
1602,combatir,3,0.17
113,comentar,3,0.17
1166,🤢,3,0.17
1353,vcs,3,0.17
1254,‎texto,3,0.17
1206,gosta,3,0.17
1396,trabalha,3,0.17
1377,igual,3,0.17
1594,aqui,3,0.17
188,inteligente,3,0.17
187,achar,3,0.17
1221,enquanto,3,0.17
1367,pergunta,3,0.17
223,pacientes,3,0.17
45,imbecil,3,0.17
1314,conta,3,0.17
1514,saiu,3,0.17
1289,idosos,3,0.17
60,cientista,3,0.17
1001,acredita,3,0.17
1286,gripezinha,3,0.17
1527,tomando,3,0.17
1601,malaria,3,0.17
1524,precaução,3,0.17
70,facebook,3,0.17
143,prefiro,3,0.17
1283,0,3,0.17
1100,dono,3,0.17
248,comprovada,3,0.17
1600,fármaco,3,0.17
1028,início,3,0.17
1459,china,3,0.17
233,vontade,3,0.17
1292,culpa,3,0.17
132,falta,3,0.17
238,procure,3,0.17
1069,vida,3,0.17
1296,esconder,2,0.12
1315,covid19,2,0.12
596,50,2,0.12
1364,fico,2,0.12
1291,daí,2,0.12
593,afirmação,2,0.12
1299,perca,2,0.12
653,responder,2,0.12
590,opinião,2,0.12
1363,processo,2,0.12
591,posso,2,0.12
1359,desgastante,2,0.12
1352,piadas,2,0.12
1711,animal,2,0.12
599,porquê,2,0.12
1290,coveiro,2,0.12
1709,ο,2,0.12
605,tipo,2,0.12
1295,35mil,2,0.12
1294,prefeitos,2,0.12
632,difícil,2,0.12
609,deveria,2,0.12
1349,falam,2,0.12
643,cleiton,2,0.12
1652,doril,2,0.12
566,graça,2,0.12
1725,primeiro,2,0.12
1496,bando,2,0.12
535,boa,2,0.12
1574,salvar,2,0.12
531,dizem,2,0.12
1460,👍,2,0.12
525,passe,2,0.12
1462,aconteceu,2,0.12
524,denunciei,2,0.12
523,cá,2,0.12
1499,bolsonazi,2,0.12
584,fato,2,0.12
1515,comprando,2,0.12
504,afirmam,2,0.12
1517,cidade,2,0.12
1520,suspender,2,0.12
494,possa,2,0.12
1564,continuar,2,0.12
1550,foramaia,2,0.12
485,comentário,2,0.12
1454,disso,2,0.12
544,ué,2,0.12
1450,fanáticos,2,0.12
545,maconha,2,0.12
580,recomendada,2,0.12
1368,burra,2,0.12
579,utilizada,2,0.12
1382,xinguei,2,0.12
573,diabo,2,0.12
1397,trabalhar,2,0.12
1422,solta,2,0.12
1423,anjo,2,0.12
673,interesses,2,0.12
565,quero,2,0.12
561,prevenção,2,0.12
1591,suspendeu,2,0.12
1424,aberta,2,0.12
1428,xonou,2,0.12
550,comprovado,2,0.12
548,😁,2,0.12
1575,homem,2,0.12
667,aprenda,2,0.12
723,pessoal,2,0.12
1288,atleta,2,0.12
1063,síndrome,2,0.12
1629,jovem,2,0.12
870,maaas,2,0.12
867,luta,2,0.12
835,parada,2,0.12
833,rins,2,0.12
829,podemos,2,0.12
1118,curar,2,0.12
1122,argumento,2,0.12
1135,milicianos,2,0.12
824,possuem,2,0.12
1662,nessa,2,0.12
816,negativo,2,0.12
812,avanços,2,0.12
811,passam,2,0.12
805,entao,2,0.12
1168,forabolsonaro,2,0.12
801,saudável,2,0.12
1175,jumentos,2,0.12
1178,querer,2,0.12
1086,bula,2,0.12
480,realidade,2,0.12
798,maioria,2,0.12
894,verdadeiro,2,0.12
971,baseados,2,0.12
993,ate,2,0.12
999,idiota,2,0.12
951,colocar,2,0.12
1630,pan,2,0.12
1004,fanatismo,2,0.12
1005,venda,2,0.12
1660,ninguem,2,0.12
1009,triste,2,0.12
922,independente,2,0.12
1022,arritmia,2,0.12
1032,david,2,0.12
1033,uip,2,0.12
1035,cardiologista,2,0.12
913,retirado,2,0.12
1040,resto,2,0.12
906,pediram,2,0.12
899,garantir,2,0.12
1058,lúpus,2,0.12
1203,segura,2,0.12
797,salvando,2,0.12
1287,histórico,2,0.12
746,ar,2,0.12
734,morrendo,2,0.12
732,idéias,2,0.12
1261,gerais,2,0.12
1262,255,2,0.12
728,fanático,2,0.12
1264,lincolndrumondm,2,0.12
1265,isolamento,2,0.12
985,mto,2,0.12
1267,6.980,2,0.12
715,serve,2,0.12
1268,ن‎,2,0.12
1269,‎‎‎,2,0.12
702,várias,2,0.12
700,vezes,2,0.12
1282,disser,2,0.12
1284,0:46,2,0.12
689,dois,2,0.12
1285,invenção,2,0.12
685,desde,2,0.12
1259,misolamento,2,0.12
1258,cachaça,2,0.12
1207,perde,2,0.12
1257,queijo,2,0.12
1210,volta,2,0.12
794,acontece,2,0.12
788,portanto,2,0.12
784,usou,2,0.12
1226,plena,2,0.12
1234,avanço,2,0.12
1246,🤦,2,0.12
777,esposa,2,0.12
776,graças,2,0.12
774,depoimento,2,0.12
1249,roubar,2,0.12
1250,respiradores,2,0.12
1252,‎2,2,0.12
1253,‎óculos,2,0.12
772,paciência,2,0.12
1255,‎ou,2,0.12
1256,doto,2,0.12
755,ir,2,0.12
751,invalida,2,0.12
961,globo,2,0.12
869,tendo,2,0.12
453,invés,2,0.12
41,vendo,2,0.12
101,projeta,2,0.12
13,perder,2,0.12
172,mostrar,2,0.12
257,revista,2,0.12
294,idolatrar,2,0.12
295,políticos,2,0.12
167,entendo,2,0.12
44,robô,2,0.12
118,gravidade,2,0.12
397,quase,2,0.12
162,dipirona,2,0.12
347,simples,2,0.12
120,necessário,2,0.12
346,cabeça,2,0.12
299,kakaka,2,0.12
158,caso,2,0.12
79,rápido,2,0.12
184,atenção,2,0.12
343,informação,2,0.12
157,faria,2,0.12
196,doenças,2,0.12
102,ag,2,0.12
62,tava,2,0.12
98,piora,2,0.12
175,preciso,2,0.12
283,ídolo,2,0.12
414,risco,2,0.12
32,retorno,2,0.12
26,dando,2,0.12
24,longe,2,0.12
365,teste,2,0.12
284,usa,2,0.12
420,sentimentos,2,0.12
422,perda,2,0.12
285,jornal,2,0.12
72,prevê,2,0.12
183,presta,2,0.12
407,aprender,2,0.12
130,muitos,2,0.12
110,branca,2,0.12
433,besta,2,0.12
180,remédios,2,0.12
179,faço,2,0.12
109,casa,2,0.12
23,enxerga,2,0.12
439,matando,2,0.12
377,oxi,2,0.12
413,nova,2,0.12
55,pedindo,2,0.12
232,fique,2,0.12
149,capim,2,0.12
211,publicado,2,0.12
6,ineficácia,2,0.12
267,questionaram,2,0.12
147,kkkkkkkkk,2,0.12
225,azitromicina,2,0.12
205,fakenews,2,0.12
389,tenta,2,0.12
384,bolsonarista,2,0.12
322,normal,2,0.12
145,carrapato,2,0.12
388,interpretar,2,0.12
385,doido,2,0.12
214,sênior,2,0.12
472,poupe,2,0.12
306,amar,2,0.12
213,prevent,2,0.12
382,duro,2,0.12
324,voltar,2,0.12
151,segue,2,0.12
97,monitoramento,2,0.12
314,típico,2,0.12
95,falhas,2,0.12
337,voltado,2,0.12
478,reportagem,2,0.12
94,função,2,0.12
268,desculpa,2,0.12
317,vídeo,2,0.12
460,merece,2,0.12
4,continuam,2,0.12
153,queria,2,0.12
210,veja,2,0.12
465,mesma,2,0.12
96,sistema,2,0.12
1336,gmonteirorj,1,0.06
1333,compras,1,0.06
1338,terraplanista,1,0.06
1337,meme,1,0.06
1328,pais,1,0.06
1335,gabrielmonteiro,1,0.06
1329,promotoria,1,0.06
129,vindas,1,0.06
1301,discordar,1,0.06
1330,investigando,1,0.06
1331,superfa,1,0.06
1334,resi,1,0.06
128,idas,1,0.06
1332,amento,1,0.06
1311,funcionários,1,0.06
1327,disparando,1,0.06
1302,apoiar,1,0.06
1310,pizza,1,0.06
1313,público,1,0.06
127,nessas,1,0.06
125,interrompeu,1,0.06
1316,alienígenas,1,0.06
1309,entregadores,1,0.06
122,máscaras,1,0.06
1308,supermercado,1,0.06
1307,caixas,1,0.06
1306,massa,1,0.06
1305,perceberam,1,0.06
1304,fácil,1,0.06
1320,instagram,1,0.06
1321,gabrielmonteiropm,1,0.06
1322,gabriel,1,0.06
1303,disputa,1,0.06
1323,monteiro,1,0.06
1312,transporte,1,0.06
1324,caos,1,0.06
1325,sao,1,0.06
1326,desemprego,1,0.06
479,espraguejar,1,0.06
1354,aguentar,1,0.06
1339,pulando,1,0.06
1340,barco,1,0.06
1399,formei,1,0.06
1398,estudei,1,0.06
1395,oficina,1,0.06
1394,vazia,1,0.06
1393,menti,1,0.06
1392,procurar,1,0.06
1391,gentinha,1,0.06
1390,comparo,1,0.06
1389,saiba,1,0.06
1387,tipinho,1,0.06
1386,escola,1,0.06
1385,fodasse,1,0.06
1384,mobral,1,0.06
1383,ignorante,1,0.06
99,quadro,1,0.06
1400,escrever,1,0.06
1401,escrevo,1,0.06
1402,perfil,1,0.06
1411,precisei,1,0.06
1417,corno,1,0.06
1416,eleitor,1,0.06
1415,sábado,1,0.06
1414,segunda,1,0.06
1413,domingo,1,0.06
1412,trabalhando,1,0.06
1410,acima,1,0.06
1403,esquerdalha,1,0.06
1409,negócio,1,0.06
1408,concerteza,1,0.06
1407,kkmm,1,0.06
1406,trabalhadora,1,0.06
1405,prestou,1,0.06
1404,formação,1,0.06
1381,chama,1,0.06
1380,escrita,1,0.06
1379,esforço,1,0.06
1348,besteiras,1,0.06
1356,petezada,1,0.06
111,medeiros,1,0.06
114,compartilhar,1,0.06
1351,vive,1,0.06
1350,besteira,1,0.06
116,assassina,1,0.06
1347,entendem,1,0.06
1358,puta,1,0.06
1346,indico,1,0.06
1345,🙊,1,0.06
1344,🙉,1,0.06
1343,🙈,1,0.06
1342,😪,1,0.06
117,escondeu,1,0.06
1357,filha,1,0.06
108,diárias,1,0.06
1378,nenhum,1,0.06
1371,favo,1,0.06
100,brasileiro,1,0.06
1376,mandar,1,0.06
1375,verbal,1,0.06
1374,conjugação,1,0.06
1373,implorando,1,0.06
1372,processa,1,0.06
1370,temo,1,0.06
1361,burrice,1,0.06
1369,interpretação,1,0.06
1366,classe,1,0.06
1365,admirada,1,0.06
104,folha.u,1,0.06
105,modelo,1,0.06
1362,xingando,1,0.06
1298,discuto,1,0.06
1276,melhore,1,0.06
131,morreram,1,0.06
1170,galera,1,0.06
1187,dosado,1,0.06
1186,feito,1,0.06
1185,jumento,1,0.06
1184,testada,1,0.06
1183,cobaia,1,0.06
1182,bota,1,0.06
1181,pesquisar,1,0.06
1180,investimentos,1,0.06
1179,tirar,1,0.06
1177,bastou,1,0.06
197,auto,1,0.06
198,imunes.…ver,1,0.06
1174,país,1,0.06
1173,racionalmente,1,0.06
1172,encarem,1,0.06
1188,monitorado,1,0.06
1189,doses,1,0.06
1190,altas,1,0.06
1199,acreditam,1,0.06
1205,nelores,1,0.06
1204,emoção,1,0.06
194,diariamente,1,0.06
1202,provado,1,0.06
1201,exaustivamente,1,0.06
1200,explicado,1,0.06
1198,incrível,1,0.06
1191,alô,1,0.06
1197,militância,1,0.06
1196,criminosa,1,0.06
1195,organização,1,0.06
1194,expressão,1,0.06
1193,liberdade,1,0.06
1192,bolsonaristas,1,0.06
1171,pelamor,1,0.06
1169,acooooorda,1,0.06
191,quantos,1,0.06
199,comprova,1,0.06
1148,mili…,1,0.06
1147,religiosos,1,0.06
1146,líderes,1,0.06
1145,maquiados,1,0.06
1144,cia,1,0.06
1143,agentes,1,0.06
1142,igrejas,1,0.06
1141,fiscais,1,0.06
1140,lavanderias,1,0.06
1139,organizado,1,0.06
1138,crime,1,0.06
1137,ferro,1,0.06
1136,testas,1,0.06
209,zelenko,1,0.06
1134,marginais,1,0.06
207,informe,1,0.06
206,whatsapp,1,0.06
204,provas,1,0.06
1161,bilorilo,1,0.06
1167,contestar,1,0.06
200,mande,1,0.06
1165,sinal,1,0.06
1164,burros,1,0.06
1163,quinhentos,1,0.06
1162,acertivo,1,0.06
201,fontes,1,0.06
203,refute,1,0.06
1159,total,1,0.06
1158,encerramento,1,0.06
1157,amig,1,0.06
1156,entender,1,0.06
202,amigão,1,0.06
1154,adianta,1,0.06
193,mercado,1,0.06
1208,imbecis,1,0.06
133,tratam…ver,1,0.06
1247,🙆,1,0.06
1271,comida,1,0.06
1270,pé,1,0.06
154,bola,1,0.06
155,cristal,1,0.06
156,anti,1,0.06
161,receitasse,1,0.06
163,água,1,0.06
164,repouso,1,0.06
168,contrariando,1,0.06
170,estudou,1,0.06
173,lambo,1,0.06
174,bolas,1,0.06
177,sai,1,0.06
178,boca,1,0.06
1251,campana,1,0.06
1272,usamos,1,0.06
1273,ingredientes,1,0.06
1274,ntes,1,0.06
148,fumando,1,0.06
134,onu,1,0.06
136,kkkkkkkkkk,1,0.06
137,kkkklkk,1,0.06
138,vamo,1,0.06
142,muuuuuuuuuuu,1,0.06
146,muuuuu,1,0.06
150,doidão,1,0.06
1275,lanches,1,0.06
1281,artesanal,1,0.06
1280,cozinha,1,0.06
1279,icia,1,0.06
1278,lab,1,0.06
1277,labellicia,1,0.06
1419,dormi,1,0.06
182,falei,1,0.06
1245,der,1,0.06
1209,esperam,1,0.06
1244,senhor,1,0.06
1224,5min,1,0.06
1223,fernandes,1,0.06
1222,florestan,1,0.06
186,seguinte,1,0.06
1220,presos,1,0.06
1219,deveriam,1,0.06
1218,ladrões,1,0.06
1217,miliciano,1,0.06
1216,ladrão,1,0.06
1215,um.pouco,1,0.06
1214,esmola,1,0.06
1213,bolsa,1,0.06
1212,mantém,1,0.06
1211,corruptos,1,0.06
190,informada,1,0.06
1225,1971,1,0.06
185,canhota,1,0.06
1227,ditadura,1,0.06
1237,escondem,1,0.06
1243,gastou,1,0.06
1242,enfiar,1,0.06
1241,saudosistas,1,0.06
1240,saudades,1,0.06
1239,vítimas,1,0.06
1238,números,1,0.06
1236,generais,1,0.06
1228,militares,1,0.06
1235,longos,1,0.06
1233,levou,1,0.06
1232,omissão,1,0.06
1231,meningite,1,0.06
1230,epidemia,1,0.06
1229,ocultaram,1,0.06
1418,contas,1,0.06
1438,humanidade,1,0.06
1420,patrão,1,0.06
1639,des,1,0.06
1637,droxicloroquina,1,0.06
1636,hi,1,0.06
1635,criticava,1,0.06
1634,9,1,0.06
1633,‎‎,1,0.06
1632,atrás‎,1,0.06
1631,controvérsias,1,0.06
1627,‎uma,1,0.06
1626,n…ver,1,0.06
1625,saberei,1,0.06
1624,prescrição,1,0.06
1623,considerarei,1,0.06
1622,combate,1,0.06
1621,provarem,1,0.06
1620,baseio,1,0.06
1638,pedem,1,0.06
1640,culpas,1,0.06
1618,expõe,1,0.06
1641,geietles,1,0.06
1657,ouvem,1,0.06
1656,leem,1,0.06
1655,seriedade,1,0.06
1654,anador,1,0.06
1653,efeito,1,0.06
1651,descobriram,1,0.06
1650,dissessem,1,0.06
1649,amaria,1,0.06
1648,thelance,1,0.06
1647,faseeeeeeee,1,0.06
1646,queeee,1,0.06
1645,audie,1,0.06
1644,searchfor,1,0.06
1643,contentfre,1,0.06
1642,beиiies,1,0.06
1619,orgulhoso,1,0.06
1617,kalil,1,0.06
1659,eficacia,1,0.06
1597,faca,1,0.06
1595,murro,1,0.06
1593,conclusão,1,0.06
1592,chegaram,1,0.06
46,troca,1,0.06
1590,dinamarca,1,0.06
1589,mora,1,0.06
1588,filho,1,0.06
1587,zumbis,1,0.06
1586,tropa,1,0.06
1585,calado,1,0.06
1584,estrangeira,1,0.06
1583,irresponsabilidade,1,0.06
1582,tmnc,1,0.06
1581,pagar,1,0.06
1580,aposentadoria,1,0.06
1596,ponta,1,0.06
1598,a1rmaco-contra-la-malaria-para-combatir-el-coronavirus/a-53525047,1,0.06
1616,roberto,1,0.06
42,desgraça,1,0.06
1615,tomou,1,0.06
1614,tabela,1,0.06
1613,invalidados,1,0.06
1612,invalidado,1,0.06
1611,acham,1,0.06
1610,conseguem,1,0.06
1609,curto,1,0.06
1608,dificuldade,1,0.06
1607,alternativa,1,0.06
1606,alguma,1,0.06
1605,exterminio,1,0.06
1604,dw.com,1,0.06
33,comprovará,1,0.06
37,recomendando,1,0.06
40,desculpou,1,0.06
1658,notícias,1,0.06
20,cnnbrasil.com.br,1,0.06
1578,desgoverno,1,0.06
1718,sujeito,1,0.06
1716,bom.leal,1,0.06
1715,bichinho,1,0.06
1714,custo,1,0.06
1713,defende,1,0.06
1712,bicho,1,0.06
5,comprovando,1,0.06
1710,próximo,1,0.06
1708,gritinho,1,0.06
1707,lvaldar,1,0.06
1706,ac,1,0.06
1705,enfie,1,0.06
9,perdidas,1,0.06
1703,abra,1,0.06
1702,posiçă,1,0.06
1701,coloque,1,0.06
1717,cimparar,1,0.06
1719,mau,1,0.06
1699,lubrifique,1,0.06
1720,vê,1,0.06
2,contrário,1,0.06
1735,exportar,1,0.06
1734,irá,1,0.06
1733,cloaquina,1,0.06
1732,trunpp,1,0.06
1731,paises,1,0.06
1730,fechar,1,0.06
1729,comparaçao,1,0.06
1728,resposta,1,0.06
1727,dai,1,0.06
1726,começou,1,0.06
1724,lamento,1,0.06
1723,emburrece,1,0.06
1722,cega,1,0.06
1721,razão.kkkk,1,0.06
1700,οι,1,0.06
1698,embalagem,1,0.06
1661,milhares,1,0.06
1679,aspectos,1,0.06
1677,estudam,1,0.06
1676,especialistas,1,0.06
1675,lógica,1,0.06
1674,pedrolcolli,1,0.06
1673,penseiro,1,0.06
1672,pedro,1,0.06
1671,lixando,1,0.06
1670,querem,1,0.06
1669,dou,1,0.06
1668,2022,1,0.06
1667,dói,1,0.06
1666,aceita,1,0.06
1665,dó,1,0.06
1664,cuide,1,0.06
1663,plenamente,1,0.06
1678,determinados,1,0.06
1680,melhor,1,0.06
1697,tire,1,0.06
1681,pisou,1,0.06
1696,coitado,1,0.06
1695,entrega,1,0.06
1694,pronta,1,0.06
1693,dedo,1,0.06
1692,oxímetro,1,0.06
1691,estudada,1,0.06
1690,doenca,1,0.06
1689,prova,1,0.06
1688,vivendo,1,0.06
1687,gênios,1,0.06
1686,cadê,1,0.06
1685,tiroteio,1,0.06
1684,cego,1,0.06
1683,perdidos,1,0.06
1682,universidade,1,0.06
1579,qto,1,0.06
1577,cielncia,1,0.06
1421,cliente,1,0.06
1479,usando,1,0.06
1477,dr.marcos,1,0.06
1476,andrade,1,0.06
1475,marcos,1,0.06
1474,wong,1,0.06
1473,yamaguchi,1,0.06
1472,nise,1,0.06
1471,dra,1,0.06
1470,briga,1,0.06
1469,tanta,1,0.06
1468,martim,1,0.06
1467,brayan,1,0.06
1466,rose,1,0.06
1465,infarta,1,0.06
1464,😃,1,0.06
1463,cunhado,1,0.06
1478,menelau,1,0.06
1480,corre,1,0.06
80,muy,1,0.06
1481,impedindo,1,0.06
78,seafasta,1,0.06
1495,bostejando,1,0.06
1494,continuem,1,0.06
1493,tem…ver,1,0.06
1492,conclusões,1,0.06
1491,pasternak,1,0.06
1490,destaca,1,0.06
1489,funcionamento,1,0.06
1488,indicam,1,0.06
1487,revistas,1,0.06
1486,publicados,1,0.06
1485,conduzidos,1,0.06
1484,anteriores,1,0.06
1483,resultados,1,0.06
1482,eita,1,0.06
1461,infarto,1,0.06
82,monstronaro,1,0.06
1498,17,1,0.06
1440,programa,1,0.06
1132,institucionalizada,1,0.06
1437,escória,1,0.06
1436,sentadas,1,0.06
1435,centrão,1,0.06
1434,prefere,1,0.06
1433,concordar,1,0.06
1432,vice,1,0.06
1431,mourão,1,0.06
1430,assuma,1,0.06
1429,nojento,1,0.06
91,cenário,1,0.06
1427,pulou,1,0.06
1426,aproveitou,1,0.06
1425,cérebro,1,0.06
92,trágico,1,0.06
1439,tira,1,0.06
1441,extrema,1,0.06
1458,grátis,1,0.06
1442,pobreza,1,0.06
1457,vacina,1,0.06
1456,remessa,1,0.06
1455,espera,1,0.06
86,sobrea,1,0.06
1453,brigar,1,0.06
1452,parem,1,0.06
1451,doentes,1,0.06
87,evolução,1,0.06
1449,partiu,1,0.06
1448,metropoles,1,0.06
1447,nte,1,0.06
1446,secom,1,0.06
1445,publicidades,1,0.06
1444,realoca,1,0.06
1443,nordeste,1,0.06
1497,bovid,1,0.06
77,pordia,1,0.06
1576,pese,1,0.06
1557,terem,1,0.06
1555,antas,1,0.06
1554,reais,1,0.06
1553,pagava,1,0.06
1552,foratoffoli,1,0.06
1551,forarodrigomaia,1,0.06
59,piadakkkk,1,0.06
1549,rola,1,0.06
1548,chupador,1,0.06
1547,carga,1,0.06
1546,livrou,1,0.06
1545,indústrias,1,0.06
1544,grandes,1,0.06
1543,lucro,1,0.06
1542,patente,1,0.06
1541,fiofó,1,0.06
1556,analfabetas,1,0.06
1558,inconclusivos,1,0.06
1539,kkkkkkk,1,0.06
1559,declarado,1,0.06
47,ideia,1,0.06
49,apontam,1,0.06
1573,desenvolvida,1,0.06
1572,alvos,1,0.06
1571,leigo,1,0.06
1570,tamanha,1,0.06
1569,afirmar,1,0.06
1568,comprovados,1,0.06
1567,analisados,1,0.06
1566,repente,1,0.06
1565,pega,1,0.06
1563,💀,1,0.06
1562,esquisofrênico,1,0.06
1561,alardeava,1,0.06
1560,corociclina,1,0.06
1540,dá-le,1,0.06
1538,foda,1,0.06
1500,conhecimento,1,0.06
73,morte5,1,0.06
75,brasile,1,0.06
76,eiros,1,0.06
1513,fdp,1,0.06
1512,encontrar,1,0.06
