,Termo,Frequência Absoluta,Frequência Relativa (%)
1436,tabelas,1,0.07
1437,oferecidos,1,0.07
1438,constam,1,0.07
1439,apêndice,1,0.07
1441,curou,1,0.07
1442,google,1,0.07
1443,cientistas,1,0.07
1444,misturar,1,0.07
1414,faltar,1,0.07
1413,recursos,1,0.07
1412,aumentando,1,0.07
1396,água,1,0.07
1383,modelaram,1,0.07
1384,curvas,1,0.07
1385,padrões,1,0.07
1386,dispersão,1,0.07
1387,ricos,1,0.07
1388,pobres,1,0.07
1389,piores,1,0.07
1390,previsto,1,0.07
1391,levam,1,0.07
1392,existência,1,0.07
1393,favelas,1,0.07
1394,comunidades,1,0.07
1395,abastecimento,1,0.07
1397,saneamento,1,0.07
1411,transmissão,1,0.07
1398,complicadores,1,0.07
1399,preciso,1,0.07
1400,comentar,1,0.07
1401,reais,1,0.07
1402,estarão,1,0.07
1403,amplamente,1,0.07
1404,subnotificados,1,0.07
1405,oficiais,1,0.07
1406,publicadas,1,0.07
1407,mostrarão,1,0.07
1408,ponta,1,0.07
1409,iceberg,1,0.07
1410,lentificando,1,0.07
1283,modo,1,0.07
1282,infectasse,1,0.07
1281,deixariam,1,0.07
1280,país,1,0.07
1157,adoradores,1,0.07
1158,luladrão,1,0.07
1159,imbecis,1,0.07
1160,ouvem,1,0.07
1161,autoridades,1,0.07
1162,infectologistas,1,0.07
1163,tresloucado,1,0.07
1164,parem,1,0.07
1165,politizar,1,0.07
1166,hora,1,0.07
1167,esquerda,1,0.07
1168,direita,1,0.07
1170,jumentos,1,0.07
1171,lula,1,0.07
1172,mito,1,0.07
1174,lembro,1,0.07
1175,azitromicina=cura,1,0.07
1176,milão,1,0.07
1177,sabiam,1,0.07
1178,virulência,1,0.07
1179,trágica,1,0.07
1180,sabemos,1,0.07
1181,forte,1,0.07
1182,palavra,1,0.07
1183,propus,1,0.07
1185,bênção,1,0.07
1186,maldição,1,0.07
1187,escolha,1,0.07
1188,portanto,1,0.07
1156,tanto,1,0.07
1155,odeio,1,0.07
1154,idiota,1,0.07
1131,medicos,1,0.07
1116,áudio,1,0.07
1117,avisando,1,0.07
1118,vinha,1,0.07
1119,desenganado,1,0.07
1120,idas,1,0.07
1121,pego,1,0.07
1124,considerada,1,0.07
1125,absurdo,1,0.07
1126,mauricio,1,0.07
1127,alguem,1,0.07
1128,sido,1,0.07
1129,remedios,1,0.07
1130,controlados,1,0.07
1132,comparativo,1,0.07
1153,completo,1,0.07
1133,italia,1,0.07
1134,mortes…,1,0.07
1142,assistir,1,0.07
1143,programa,1,0.07
1144,confiável,1,0.07
1145,começa,1,0.07
1146,condenar,1,0.07
1147,burrão,1,0.07
1148,calma,1,0.07
1149,carrinho,1,0.07
1150,pão,1,0.07
1151,mortadela,1,0.07
1152,rua,1,0.07
1189,descende…,1,0.07
1190,atividades,1,0.07
1191,carreata,1,0.07
1257,proepi,1,0.07
1234,síndrome,1,0.07
1235,respiratória,1,0.07
1236,aguda,1,0.07
1237,sars,1,0.07
1238,créditos,1,0.07
1239,scott,1,0.07
1246,gosta,1,0.07
1248,leitura,1,0.07
1249,extremamente,1,0.07
1250,entenda,1,0.07
1251,gripizinha,1,0.07
1252,ações,1,0.07
1255,farão,1,0.07
1258,brasileira,1,0.07
1232,resistente,1,0.07
1259,epidemiologia,1,0.07
1260,campo,1,0.07
1261,modelagem,1,0.07
1262,estatística,1,0.07
1267,introdução,1,0.07
1268,começo,1,0.07
1271,havia,1,0.07
1272,decidido,1,0.07
1273,apostar,1,0.07
1275,imunidade,1,0.07
1276,massa,1,0.07
1277,consistia,1,0.07
1279,parar,1,0.07
1233,lista,1,0.07
1231,provou,1,0.07
1192,liberaçao,1,0.07
1208,agência,1,0.07
1193,comercio,1,0.07
1194,douglasrezendepsol,1,0.07
1195,adenn,1,0.07
1196,pharmacie,1,0.07
1197,caminhões,1,0.07
1198,exército,1,0.07
1199,caixoes,1,0.07
1200,lautados,1,0.07
1201,asma,1,0.07
1202,detectaram,1,0.07
1203,pneumonia,1,0.07
1206,mms,1,0.07
1207,registrado,1,0.07
1210,ambiental,1,0.07
1230,eliminado,1,0.07
1213,epa,1,0.07
1215,esterilizador,1,0.07
1216,definido,1,0.07
1218,destruir,1,0.07
1219,eliminar,1,0.07
1221,microbiana,1,0.07
1222,incluindo,1,0.07
1223,fungos,1,0.07
1224,bactérias,1,0.07
1225,esporos,1,0.07
1226,abaixo,1,0.07
1227,organismos,1,0.07
1228,comumente,1,0.07
926,confirmei,1,0.07
723,contam,1,0.07
924,tranquilo,1,0.07
397,interpretar,1,0.07
399,🙏🏻❤,1,0.07
400,incrível,1,0.07
401,negativa,1,0.07
405,🏠,1,0.07
406,🏡,1,0.07
407,esperar,1,0.07
409,única,1,0.07
410,ouvir,1,0.07
412,vd,1,0.07
414,gravado,1,0.07
415,pendriver,1,0.07
416,dilma,1,0.07
418,lixo,1,0.07
419,vantagem,1,0.07
420,alquem,1,0.07
422,noticia,1,0.07
423,hello,1,0.07
425,explicou,1,0.07
429,coalizão,1,0.07
432,israelita,1,0.07
433,albert,1,0.07
434,einstein,1,0.07
435,hcor,1,0.07
436,sírio,1,0.07
437,libanês,1,0.07
438,bricnet,1,0.07
440,realiza,1,0.07
442,clínicos,1,0.07
443,área,1,0.07
398,glórias,1,0.07
396,puder,1,0.07
923,durna,1,0.07
394,repassei,1,0.07
330,liberou,1,0.07
333,off-label,1,0.07
336,recaida,1,0.07
337,kkkkkkkkkkkk,1,0.07
338,engraçada,1,0.07
340,tento,1,0.07
343,escapa,1,0.07
344,tanta,1,0.07
345,desencontrada,1,0.07
346,desanima,1,0.07
350,mesma,1,0.07
354,vrd,1,0.07
356,pa,1,0.07
360,4altas,1,0.07
367,orientação,1,0.07
369,reação,1,0.07
370,divulgado,1,0.07
373,indo,1,0.07
374,atrás,1,0.07
379,aconteça,1,0.07
381,medicam,1,0.07
382,ir,1,0.07
384,agra,1,0.07
385,orientad…,1,0.07
387,acesso,1,0.07
389,daí,1,0.07
390,eim,1,0.07
391,morriam,1,0.07
393,respondi,1,0.07
445,intensiva,1,0.07
446,especialista,1,0.07
449,ressaltar,1,0.07
452,possível,1,0.07
506,curadas,1,0.07
507,vencendo,1,0.07
508,possa,1,0.07
509,acontecer,1,0.07
510,pegarem,1,0.07
512,oração,1,0.07
513,passe,1,0.07
514,pesso…,1,0.07
524,eapertos,1,0.07
525,postou,1,0.07
526,engano,1,0.07
529,atualiza,1,0.07
530,vários,1,0.07
532,certinho,1,0.07
533,caro,1,0.07
539,sobrando,1,0.07
540,dinheiro,1,0.07
542,desculpar,1,0.07
545,pulando,1,0.07
546,felicidade,1,0.07
549,amanhã,1,0.07
552,reabertura,1,0.07
556,abertura,1,0.07
557,convite,1,0.07
558,comerciantes,1,0.07
559,empresários,1,0.07
560,motociclista,1,0.07
561,motorista,1,0.07
562,taxistas,1,0.07
505,benção,1,0.07
503,cautela,1,0.07
500,balanço,1,0.07
473,lógica,1,0.07
453,garantir,1,0.07
454,veja,1,0.07
455,falam,1,0.07
456,deus..sera,1,0.07
457,caos..a,1,0.07
459,acreditar,1,0.07
463,dono,1,0.07
466,verdadeiras,1,0.07
468,música,1,0.07
469,perdeu,1,0.07
470,coronavirus,1,0.07
471,triste,1,0.07
472,citar,1,0.07
474,licença,1,0.07
499,graça,1,0.07
475,noticiado,1,0.07
480,noite,1,0.07
482,exclusiva,1,0.07
484,verídica,1,0.07
486,compadre,1,0.07
487,começou,1,0.07
490,melhora,1,0.07
491,poste,1,0.07
492,animar,1,0.07
493,restaure,1,0.07
495,força,1,0.07
496,postarei,1,0.07
497,qndo,1,0.07
329,definiu,1,0.07
325,caraca,1,0.07
324,assistindo,1,0.07
185,século,1,0.07
108,leves,1,0.07
110,problema,1,0.07
111,pessoal,1,0.07
116,reportagens,1,0.07
119,necessidades,1,0.07
120,amem,1,0.07
121,adianta,1,0.07
122,hospedeiro,1,0.07
123,intermediário,1,0.07
125,acabam,1,0.07
130,fica,1,0.07
136,sofre,1,0.07
138,imune,1,0.07
149,desaparece,1,0.07
156,informações,1,0.07
157,tome,1,0.07
159,prescricao,1,0.07
161,batti,1,0.07
164,amores,1,0.07
165,enfermeira,1,0.07
166,emergência,1,0.07
168,faça,1,0.07
169,comprovações,1,0.07
171,eficaz,1,0.07
174,diariamente,1,0.07
176,preocupados,1,0.07
178,ajudem,1,0.07
179,beijos,1,0.07
183,cartunistamachado,1,0.07
107,ruim,1,0.07
105,instruções,1,0.07
104,sigam,1,0.07
55,rinfanpricina,1,0.07
3,respiradores,1,0.07
8,up,1,0.07
11,gloria,1,0.07
13,maravilho,1,0.07
22,solução,1,0.07
28,feike,1,0.07
32,despedido,1,0.07
40,difícilmente,1,0.07
41,irá,1,0.07
45,comprovar,1,0.07
50,conjunto,1,0.07
52,coquetel,1,0.07
54,oxacilina,1,0.07
58,situação,1,0.07
103,drogarias,1,0.07
62,atitude,1,0.07
63,comigo,1,0.07
68,tratamos,1,0.07
72,poderoso,1,0.07
75,amim,1,0.07
76,compartilhar,1,0.07
88,associada,1,0.07
90,tratamento,1,0.07
