,Termo,Frequência Absoluta,Frequência Relativa (%)
79,morre,7,0.38
298,todas,6,0.33
807,covid,6,0.33
295,tava,6,0.33
306,acho,6,0.33
313,mulher,6,0.33
138,notícia,6,0.33
166,auto,6,0.33
251,medicação,6,0.33
163,morreu,6,0.33
342,efeito,6,0.33
381,notícias,6,0.33
245,simples,6,0.33
121,tomou,6,0.33
479,cuidado,6,0.33
36,forma,6,0.33
46,azitromicina,6,0.33
30,fato,6,0.33
90,hospital,6,0.33
672,noite,6,0.33
53,outras,6,0.33
533,precisa,6,0.33
569,mundial,6,0.33
56,passou,6,0.33
24,acabou,6,0.33
77,certa,6,0.33
476,chinês,6,0.33
480,usual,6,0.33
864,segundo,5,0.27
990,dosagem,5,0.27
592,ok,5,0.27
320,querida,5,0.27
68,problema,5,0.27
199,dose,5,0.27
614,opinião,5,0.27
607,brasileiro,5,0.27
307,quarentena,5,0.27
183,globo,5,0.27
499,ruim,5,0.27
877,abençoe,5,0.27
483,esquerda,5,0.27
283,graves,5,0.27
572,ler,5,0.27
280,conta,5,0.27
226,comprar,5,0.27
247,alguém,5,0.27
1376,guerra,5,0.27
238,nenhuma,5,0.27
1375,2ª,5,0.27
1374,europa,5,0.27
23,paulo,5,0.27
1373,reconstrução,5,0.27
228,pedir,5,0.27
1372,supera,5,0.27
258,negativa,5,0.27
329,pensamento,5,0.27
1371,bndes,5,0.27
259,parece,5,0.27
263,oms,5,0.27
1370,emprestado,5,0.27
29,além,5,0.27
1369,valor,5,0.27
1368,dilma,5,0.27
212,menos,5,0.27
892,curado,5,0.27
70,passar,5,0.27
702,eficaz,5,0.27
246,matar,5,0.27
658,dias,5,0.27
776,estudos,5,0.27
1801,🤣,5,0.27
676,artigo,5,0.27
1295,rezar,5,0.27
378,china,5,0.27
368,governo,5,0.27
1032,datena,5,0.27
1277,nova,5,0.27
446,falta,5,0.27
681,barré-sinoussi,5,0.27
1255,poderoso,5,0.27
669,reportagem,5,0.27
1546,jovens,5,0.27
349,próprio,5,0.27
1116,trilhões,5,0.27
710,droga,5,0.27
746,drug,5,0.27
840,farmácias,5,0.27
75,cientistas,5,0.27
340,dois,5,0.27
435,tentar,4,0.22
386,utilizando,4,0.22
716,vendo,4,0.22
738,facebook,4,0.22
264,tendo,4,0.22
1537,of,4,0.22
557,🤔,4,0.22
453,questão,4,0.22
448,prejudica,4,0.22
1536,treatment,4,0.22
1535,azithromycin,4,0.22
562,comunicação,4,0.22
1534,hydroxychloroquine,4,0.22
394,pesquisa,4,0.22
444,amigo,4,0.22
751,chloroquine,4,0.22
540,pessoal,4,0.22
563,usa,4,0.22
269,doença,4,0.22
1418,ajudar,4,0.22
383,espanha,4,0.22
628,eficácia,4,0.22
326,nome,4,0.22
855,estoque,4,0.22
846,pior,4,0.22
316,mil,4,0.22
1533,pubpeer,4,0.22
341,fez,4,0.22
474,política,4,0.22
471,deixar,4,0.22
865,preciso,4,0.22
486,alguma,4,0.22
633,alguns,4,0.22
831,fique,4,0.22
273,logo,4,0.22
671,👏🏻,4,0.22
609,kkkk,4,0.22
827,realmente,4,0.22
808,países,4,0.22
597,aki,4,0.22
365,várias,4,0.22
1614,lúpus,4,0.22
802,infelizmente,4,0.22
575,ontem,4,0.22
327,jesus,4,0.22
380,ficam,4,0.22
531,científica,4,0.22
551,malaria,4,0.22
55,saber,4,0.22
39,entendi,4,0.22
204,vdd,4,0.22
65,🙄,4,0.22
66,cara,4,0.22
73,cabeça,4,0.22
1324,pt,4,0.22
85,jeito,4,0.22
86,italia,4,0.22
1242,usado,4,0.22
1774,13:00,4,0.22
1248,eua,4,0.22
1201,evitar,4,0.22
207,acreditar,4,0.22
178,mesma,4,0.22
985,errado,4,0.22
1318,entender,4,0.22
143,muitos,4,0.22
31,mentira,4,0.22
240,milagrosa,4,0.22
116,testar,4,0.22
22,uti,4,0.22
189,estado,4,0.22
19,tratados,4,0.22
686,«,3,0.16
691,espoirs,3,0.16
114,morte,3,0.16
115,tratar,3,0.16
1091,paz,3,0.16
692,une,3,0.16
689,pas,3,0.16
690,faux,3,0.16
687,ne,3,0.16
428,precisar,3,0.16
117,morrendo,3,0.16
688,donnons,3,0.16
118,diferente,3,0.16
693,question,3,0.16
925,pão,3,0.16
694,éthique,3,0.16
419,grupo,3,0.16
1454,doação,3,0.16
799,quiser,3,0.16
795,medo,3,0.16
788,milhares,3,0.16
781,enquanto,3,0.16
145,associada,3,0.16
1050,mata,3,0.16
774,novo,3,0.16
1290,fome,3,0.16
387,método,3,0.16
388,duplo,3,0.16
389,cego,3,0.16
773,publicou,3,0.16
391,grupos,3,0.16
392,correta,3,0.16
772,jornais,3,0.16
1269,oração,3,0.16
734,maravilhoso,3,0.16
733,remedio,3,0.16
1510,certeza,3,0.16
713,virus,3,0.16
122,reuquinol,3,0.16
1665,onda,3,0.16
706,kkkkk,3,0.16
120,paracetamol,3,0.16
1666,contaminação,3,0.16
1256,acima,3,0.16
1664,estrangeiros,3,0.16
525,pesquisas,3,0.16
1829,hiv,3,0.16
605,própria,3,0.16
600,tanta,3,0.16
42,vê,3,0.16
595,doente,3,0.16
594,ficar,3,0.16
593,espero,3,0.16
590,respostas,3,0.16
584,saude,3,0.16
1830,transplante,3,0.16
506,motivo,3,0.16
528,usou,3,0.16
1195,estar,3,0.16
573,anunciando,3,0.16
27,muitas,3,0.16
537,querem,3,0.16
541,post,3,0.16
543,bons,3,0.16
1191,testado,3,0.16
1177,tribunadejundiai.com.br,3,0.16
1828,relatam,3,0.16
52,cautela,3,0.16
1663,fronteiras,3,0.16
661,iii,3,0.16
1662,fechará,3,0.16
108,passando,3,0.16
101,remédios,3,0.16
1660,atestar,3,0.16
1659,samu,3,0.16
152,sai,3,0.16
94,consciência,3,0.16
1538,vcs,3,0.16
664,graças,3,0.16
468,efeitos,3,0.16
624,achar,3,0.16
469,colaterais,3,0.16
1646,deste,3,0.16
473,lado,3,0.16
655,curtir,3,0.16
487,vacina,3,0.16
1224,escrito,3,0.16
58,pouco,3,0.16
1564,😟,3,0.16
500,postagem,3,0.16
1037,palavra,3,0.16
1265,❤,3,0.16
0,up,3,0.16
1713,frança,3,0.16
974,nesse,3,0.16
1711,causam,3,0.16
861,care,3,0.16
222,poderia,3,0.16
1390,emergencial,3,0.16
180,verdadeira,3,0.16
1391,acolhimento,3,0.16
870,dr,3,0.16
981,criticar,3,0.16
912,🙌,3,0.16
220,farmácia,3,0.16
179,somente,3,0.16
217,risco,3,0.16
1712,dividem,3,0.16
1392,venezuelanos,3,0.16
871,didier,3,0.16
318,hora,3,0.16
860,regular,3,0.16
906,necessidade,3,0.16
859,than,3,0.16
943,dentro,3,0.16
1010,meses,3,0.16
847,ciência,3,0.16
322,dê,3,0.16
872,raoult,3,0.16
1004,itália,3,0.16
901,medicar,3,0.16
900,compra,3,0.16
999,país,3,0.16
858,better,3,0.16
257,tempo,3,0.16
1389,assistência,3,0.16
1388,milhões,3,0.16
162,português,3,0.16
286,kkkkkkk,3,0.16
984,torcer,3,0.16
897,realizado,3,0.16
1310,reza,3,0.16
242,teimosa,3,0.16
886,grave,3,0.16
883,rio,3,0.16
248,desde,3,0.16
1026,saúde,3,0.16
932,exatamente,3,0.16
157,estória,3,0.16
1386,libera,3,0.16
291,achou,3,0.16
933,🤦🏽‍♀️,3,0.16
274,irão,3,0.16
352,pegar,3,0.16
1387,"223,8",3,0.16
863,finds,3,0.16
880,mãe,3,0.16
351,família,3,0.16
1706,lugares,3,0.16
348,si,3,0.16
989,sozinho,3,0.16
1319,faço,3,0.16
862,study,3,0.16
254,interpretar,3,0.16
195,utilizar,3,0.16
1427,famílias,3,0.16
996,momento,3,0.16
1219,sabem,2,0.11
1551,maioria,2,0.11
894,lembrando,2,0.11
652,ernanda,2,0.11
1232,pais,2,0.11
1231,vive,2,0.11
1356,lista,2,0.11
1359,maiores,2,0.11
1131,sucesso,2,0.11
653,freitas,2,0.11
1226,faltando,2,0.11
949,funcionando,2,0.11
956,economia,2,0.11
1556,letalidade,2,0.11
950,digo,2,0.11
641,tipo,2,0.11
635,causa,2,0.11
634,intoxicado,2,0.11
1565,torno,2,0.11
1397,coisas,2,0.11
629,próximo,2,0.11
939,bairros,2,0.11
553,escolher,2,0.11
554,malária,2,0.11
1185,estudado,2,0.11
1377,folhapolitica.jusbrasil.com.br,2,0.11
560,expandir,2,0.11
561,meios,2,0.11
1170,desespero,2,0.11
565,parar,2,0.11
566,fonte,2,0.11
1193,segue,2,0.11
936,zona,2,0.11
1194,protocolo,2,0.11
1167,senhor,2,0.11
576,cidade,2,0.11
552,lupos,2,0.11
579,ate,2,0.11
586,ninguem,2,0.11
1589,bloquear,2,0.11
942,ruas,2,0.11
907,noção,2,0.11
599,vejo,2,0.11
603,curadas,2,0.11
656,responder,2,0.11
608,comprovação,2,0.11
1212,encontrou,2,0.11
1365,maior,2,0.11
619,triste,2,0.11
1216,responsável,2,0.11
1127,entrar,2,0.11
1438,faça,2,0.11
1126,prova,2,0.11
1264,parte,2,0.11
1430,doações,2,0.11
1014,confirmado,2,0.11
1013,vezes,2,0.11
1066,pensei,2,0.11
1273,impedindo,2,0.11
1012,duas,2,0.11
922,trabalhar,2,0.11
1477,obrigada,2,0.11
885,sei,2,0.11
1490,colocando,2,0.11
1086,informar,2,0.11
750,potential,2,0.11
747,really,2,0.11
1262,daiane,2,0.11
743,was,2,0.11
1261,infelismente,2,0.11
1431,necessária,2,0.11
1283,foto,2,0.11
1432,"66,02",2,0.11
1045,dosagens,2,0.11
817,quanta,2,0.11
811,mortos,2,0.11
1031,tirar,2,0.11
1033,hoje,2,0.11
803,sera,2,0.11
1307,numero,2,0.11
826,falso,2,0.11
1027,causar,2,0.11
798,acontecer,2,0.11
833,torcendo,2,0.11
1467,semana,2,0.11
1468,50,2,0.11
782,exército,2,0.11
1306,famosa,2,0.11
778,otimismo,2,0.11
730,entao,2,0.11
1507,dado,2,0.11
1426,cestas,2,0.11
874,cheia,2,0.11
875,negatividade,2,0.11
1342,pandemia,2,0.11
1442,whatsapp,2,0.11
1104,confiem,2,0.11
675,compartilhar,2,0.11
1540,amem,2,0.11
1249,acabaram,2,0.11
972,comprovado,2,0.11
967,funcionar,2,0.11
660,amiga,2,0.11
1548,saudável,2,0.11
962,circular,2,0.11
657,raquel,2,0.11
1240,longe,2,0.11
884,janeiro,2,0.11
1096,pars,2,0.11
680,dra,2,0.11
722,viros,2,0.11
1095,traduzida,2,0.11
1089,inocente,2,0.11
845,ditado,2,0.11
1007,peço,2,0.11
701,tao,2,0.11
697,🙁,2,0.11
1417,sentença,2,0.11
998,plenamente,2,0.11
857,prejudicando,2,0.11
1532,pubpeer.com,2,0.11
1092,ótimas,2,0.11
987,politica,2,0.11
986,discutir,2,0.11
1093,completa,2,0.11
869,feito,2,0.11
1094,subitamente,2,0.11
976,afinal,2,0.11
1182,sintomas,2,0.11
550,precise,2,0.11
410,nióbio,2,0.11
427,indicações,2,0.11
425,quantidade,2,0.11
421,sbt,2,0.11
420,sério,2,0.11
414,idiota,2,0.11
411,🤦🏼‍♀️,2,0.11
1740,ngm,2,0.11
147,bozo,2,0.11
83,organismo,2,0.11
409,lógico,2,0.11
148,acreditem,2,0.11
407,seguir,2,0.11
406,consegue,2,0.11
404,agarrar,2,0.11
403,prefere,2,0.11
401,sujeito,2,0.11
1669,hospitalar,2,0.11
432,talvez,2,0.11
434,parem,2,0.11
436,convencer,2,0.11
493,tmbm,2,0.11
87,testando,2,0.11
88,conhecida,2,0.11
91,trabalha,2,0.11
1644,idade,2,0.11
465,noticiando,2,0.11
113,vida,2,0.11
119,achando,2,0.11
463,falei,2,0.11
123,junto,2,0.11
129,doentes,2,0.11
131,ouvir,2,0.11
1810,fila,2,0.11
456,fala,2,0.11
454,irresponsabilidade,2,0.11
400,ladainha,2,0.11
384,realizando,2,0.11
175,página,2,0.11
355,tal,2,0.11
227,caixas,2,0.11
331,devemos,2,0.11
232,óbvio,2,0.11
236,acha,2,0.11
1719,petistas,2,0.11
252,história,2,0.11
303,ir,2,0.11
302,falam,2,0.11
301,fatos,2,0.11
262,acreditam,2,0.11
290,burro,2,0.11
285,falo,2,0.11
271,band,2,0.11
279,claro,2,0.11
278,disso,2,0.11
1763,conheço,2,0.11
206,favor,2,0.11
379,eficiente,2,0.11
1701,reino,2,0.11
176,postando,2,0.11
375,utilizado,2,0.11
374,vidas,2,0.11
184,concordo,2,0.11
187,enfermeira,2,0.11
1692,idiotas,2,0.11
370,dono,2,0.11
1775,elenão,2,0.11
369,relação,2,0.11
192,eis,2,0.11
193,quadro,2,0.11
1773,close-up,2,0.11
1700,nação,2,0.11
202,fatal,2,0.11
203,feliz,2,0.11
495,noticia,2,0.11
276,larga,2,0.11
63,mostrar,2,0.11
74,mentindo,2,0.11
21,alta,2,0.11
508,trás,2,0.11
12,procura,2,0.11
539,chata,2,0.11
516,boas,2,0.11
515,trazer,2,0.11
60,matéria,2,0.11
41,acabei,2,0.11
1618,bula,2,0.11
17,recebem,2,0.11
28,medicações,2,0.11
51,disseram,2,0.11
1626,apresenta,2,0.11
40,desculpa,2,0.11
545,mídia,2,0.11
1623,difosfato,2,0.11
504,levar,2,0.11
501,cheio,2,0.11
546,estranho,2,0.11
530,metodologia,2,0.11
25,passa,2,0.11
11,pé,2,0.11
547,chegar,2,0.11
1347,quase,1,0.05
1344,mente,1,0.05
1345,aberda,1,0.05
1357,inteira,1,0.05
1199,max,1,0.05
1346,poder,1,0.05
1198,diminuir,1,0.05
1832,humor,1,0.05
1771,ministrado,1,0.05
1350,inofensiva,1,0.05
1355,ultrapassa,1,0.05
1831,amoooo,1,0.05
1196,registrado,1,0.05
1772,comprado,1,0.05
1354,vergonha,1,0.05
1353,kkkkkkkkkkkk,1,0.05
1352,aprenda,1,0.05
1348,questiona,1,0.05
1343,esquenta,1,0.05
1351,quis,1,0.05
1349,pronunciando,1,0.05
1197,confio,1,0.05
1239,chora,1,0.05
1200,paleativo,1,0.05
1205,recebeu,1,0.05
1329,corporativo,1,0.05
1330,milhoes,1,0.05
1331,ano,1,0.05
1210,cubano,1,0.05
1332,aluguel,1,0.05
1782,egoistas,1,0.05
1209,receitou,1,0.05
1208,pareceu,1,0.05
1333,carros,1,0.05
1207,pomada,1,0.05
1334,luxo,1,0.05
1335,investe,1,0.05
1781,medíocres,1,0.05
1202,ótimo,1,0.05
1337,ditadura,1,0.05
1338,cubana,1,0.05
1780,preguiça,1,0.05
1204,irmão,1,0.05
1339,quebrado,1,0.05
1779,aonde,1,0.05
1778,posição,1,0.05
1777,questionar,1,0.05
1203,tamanho,1,0.05
1340,dava,1,0.05
1341,enfrentar,1,0.05
1776,daí,1,0.05
1358,forbes,1,0.05
1769,obtendo,1,0.05
1770,lutar,1,0.05
1753,fe,1,0.05
1383,destinou,1,0.05
1752,pediu,1,0.05
1384,200,1,0.05
1385,milhões.…,1,0.05
1751,orou,1,0.05
1833,😘,1,0.05
1750,inútil,1,0.05
1749,aviso,1,0.05
1748,pena,1,0.05
1187,suicídio,1,0.05
1747,tá…,1,0.05
1746,procurar,1,0.05
1745,correndo,1,0.05
1393,cuba,1,0.05
1394,linda,1,0.05
1395,vivendo,1,0.05
1744,entra,1,0.05
1743,ficaadica,1,0.05
1396,questiono,1,0.05
1186,marra,1,0.05
1742,tipos,1,0.05
1398,obvias,1,0.05
1399,aguenta,1,0.05
1741,indique,1,0.05
1184,promissores,1,0.05
1400,morra,1,0.05
1401,abraço,1,0.05
1382,venezuela,1,0.05
1381,crise,1,0.05
1360,bilionários,1,0.05
1380,daqui,1,0.05
1361,roubo,1,0.05
1362,pergunto,1,0.05
1363,oferecer,1,0.05
1364,estudar,1,0.05
1328,cartão,1,0.05
1768,junção,1,0.05
1767,adm,1,0.05
1366,pib,1,0.05
1367,kkkkkkkkkk…,1,0.05
1766,administrador,1,0.05
1765,retirar,1,0.05
1764,sofrendo,1,0.05
1762,vendendo,1,0.05
1761,ess…,1,0.05
1760,sensacionalistas,1,0.05
1192,seguro,1,0.05
1759,matérias,1,0.05
1190,aceito,1,0.05
1758,glorias,1,0.05
1757,guerreira,1,0.05
1189,seguirem,1,0.05
1188,conforme,1,0.05
1756,ela.foi,1,0.05
1755,montanhas,1,0.05
1754,move,1,0.05
1378,escreve,1,0.05
1379,bbb,1,0.05
1783,cientista,1,0.05
1786,mostrou,1,0.05
1327,gasta,1,0.05
1809,palmas,1,0.05
1813,ouvi,1,0.05
1812,reunião,1,0.05
1263,fazemos,1,0.05
1811,par…,1,0.05
1229,dai,1,0.05
1266,entrevistada,1,0.05
1267,orava,1,0.05
1268,vinha,1,0.05
1228,encontrando,1,0.05
1270,chave,1,0.05
1227,lupus,1,0.05
1271,vitória,1,0.05
1272,😉,1,0.05
1825,cana,1,0.05
1260,pros,1,0.05
1225,demorar,1,0.05
1274,matando,1,0.05
1223,libanês,1,0.05
1275,geral,1,0.05
1276,unica,1,0.05
1808,espertalhão,1,0.05
1222,sírio,1,0.05
1278,trocentas,1,0.05
1807,atrás,1,0.05
1221,en,1,0.05
1279,fiquem,1,0.05
1280,fingindo,1,0.05
1220,saberem,1,0.05
1230,consciencia,1,0.05
1824,caldo,1,0.05
1281,comodo,1,0.05
1252,giselle,1,0.05
1241,pensar,1,0.05
1237,uns,1,0.05
1821,sensatas,1,0.05
1236,solidarios,1,0.05
1243,viável,1,0.05
1244,tomem,1,0.05
1245,dó,1,0.05
1246,doido,1,0.05
1247,lúpulo,1,0.05
1235,tinhamos,1,0.05
1820,cristiane,1,0.05
1250,mesmos,1,0.05
1251,álcool,1,0.05
1234,consideração,1,0.05
1823,pastel,1,0.05
1253,teixeira,1,0.05
1254,🙏🏻,1,0.05
1819,poste,1,0.05
1818,falado,1,0.05
1257,ficado,1,0.05
1258,rezando,1,0.05
1259,ti,1,0.05
1233,humaninade,1,0.05
1817,residência,1,0.05
1816,adequado,1,0.05
1815,querido,1,0.05
1814,irá,1,0.05
1822,louvado,1,0.05
1806,inteiro,1,0.05
1282,brincadeira,1,0.05
1784,ahhh,1,0.05
1317,capacitado,1,0.05
1309,liga,1,0.05
1798,esconder,1,0.05
1797,perfil,1,0.05
1796,olharem,1,0.05
1795,medicame…,1,0.05
1311,chegue,1,0.05
1312,1000,1,0.05
1794,perigoso,1,0.05
1793,viabilizando,1,0.05
1313,propria,1,0.05
1314,dormir,1,0.05
1315,expondo,1,0.05
1316,raciocinio,1,0.05
1211,2018,1,0.05
1308,aumentando,1,0.05
1792,defendendo,1,0.05
1791,anti,1,0.05
1320,rebeca,1,0.05
1321,miranda,1,0.05
1322,comparando,1,0.05
1323,devastado,1,0.05
1789,doidona,1,0.05
1788,resutado,1,0.05
1787,garras,1,0.05
1238,lei,1,0.05
1785,sabia,1,0.05
1325,estádios,1,0.05
1326,futebol,1,0.05
1213,liberação,1,0.05
1799,colega,1,0.05
1805,tia,1,0.05
1802,viajou,1,0.05
1284,sensual,1,0.05
1285,milagres,1,0.05
1286,fazem,1,0.05
1287,fotos,1,0.05
1288,rezas,1,0.05
1289,impedem,1,0.05
1804,comprovou,1,0.05
1291,nunca,1,0.05
1292,abandonou,1,0.05
1293,comigo,1,0.05
1294,bjos,1,0.05
1826,curaram,1,0.05
1803,legal,1,0.05
1296,acabar,1,0.05
1214,registro,1,0.05
1297,precisando,1,0.05
1298,menina,1,0.05
1299,pequenas,1,0.05
1800,ave,1,0.05
1300,comprovações,1,0.05
1301,estudada,1,0.05
1302,psicólogo,1,0.05
1218,solução,1,0.05
1217,desenhar,1,0.05
1304,estendendo,1,0.05
1827,aids,1,0.05
1305,lo…,1,0.05
1215,vendido,1,0.05
1303,menas,1,0.05
1412,paciência,1,0.05
1402,kkl,1,0.05
1542,doidos,1,0.05
1650,ac,1,0.05
1547,saudade,1,0.05
1651,lembra,1,0.05
1545,justo,1,0.05
1544,poderá,1,0.05
1543,compraram,1,0.05
1652,fosfoetanolamina,1,0.05
1648,novos,1,0.05
1541,especial,1,0.05
1653,lembrado,1,0.05
1654,santos,1,0.05
1655,situações,1,0.05
1539,criticam,1,0.05
1656,difíceis,1,0.05
1649,alívio,1,0.05
1647,idosos,1,0.05
1658,militares,1,0.05
1554,imunidade,1,0.05
1638,neurológicas,1,0.05
1558,média,1,0.05
1557,h1n1,1,0.05
1639,ajustada,1,0.05
1640,insuficiência,1,0.05
1555,edna,1,0.05
1553,ganhar,1,0.05
1645,ajudou,1,0.05
1552,jovem,1,0.05
1641,renal,1,0.05
1550,grande,1,0.05
1642,utilize,1,0.05
1643,conhecimento,1,0.05
1549,infectadas,1,0.05
1657,amenizadas,1,0.05
1661,tribunaonline.com.br,1,0.05
1509,podemos,1,0.05
1517,kkkkkkkkkk,1,0.05
1522,razo,1,0.05
1521,obvio,1,0.05
1678,pânico,1,0.05
1520,questionei,1,0.05
1519,barraco,1,0.05
1518,baita,1,0.05
1679,levando,1,0.05
1677,adianta,1,0.05
1516,paralelo,1,0.05
1515,contas,1,0.05
1514,acreditava,1,0.05
1513,fizeram,1,0.05
1512,anteriore,1,0.05
1680,autoridades,1,0.05
1523,fácil,1,0.05
1524,refutavel,1,0.05
1667,utilizada,1,0.05
1531,metodológica,1,0.05
1668,ambiente,1,0.05
1670,carater,1,0.05
1671,divulguem,1,0.05
1672,imprudentemente,1,0.05
1673,substancia,1,0.05
1674,imprudente,1,0.05
1530,falhas,1,0.05
1525,clinico,1,0.05
1529,demostrando,1,0.05
1528,clinico…,1,0.05
1527,essêncial,1,0.05
1675,indiquem,1,0.05
1676,coi…,1,0.05
1526,utilizou,1,0.05
1559,"0,1",1,0.05
1560,problemas,1,0.05
1561,asma,1,0.05
1591,trump,1,0.05
1596,enfrentamento,1,0.05
1617,egoístas,1,0.05
1595,promissora,1,0.05
1594,substância,1,0.05
1593,referido,1,0.05
1592,jair,1,0.05
1619,12:54,1,0.05
1615,doenças,1,0.05
1590,donald,1,0.05
1620,selecionar,1,0.05
1588,diagnóstico,1,0.05
1621,tópicos,1,0.05
1183,voltar,1,0.05
1622,usar,1,0.05
1616,conseguem,1,0.05
1613,comprou,1,0.05
1562,letaldiase,1,0.05
1608,área,1,0.05
1604,especialista,1,0.05
1603,mataria,1,0.05
1602,estadao,1,0.05
1606,terminar,1,0.05
1607,carrapatos,1,0.05
1601,intoxicados,1,0.05
1609,medica,1,0.05
1597,enfermidade,1,0.05
1600,morreriam,1,0.05
1610,farmacêutica,1,0.05
1611,postei,1,0.05
1599,sangue,1,0.05
1598,atingir,1,0.05
1612,estadão,1,0.05
1586,ufrj,1,0.05
1624,advertências,1,0.05
1585,federal,1,0.05
1568,saudáveis,1,0.05
1573,protegendo,1,0.05
1572,abençoando,1,0.05
1571,continue,1,0.05
1570,usam,1,0.05
1633,longo,1,0.05
1569,crianças,1,0.05
1567,planeta,1,0.05
1625,fármaco,1,0.05
1634,prazo,1,0.05
1566,vivi,1,0.05
1635,submetidos,1,0.05
1636,avaliações,1,0.05
1637,oftalmológicas,1,0.05
1563,velhos,1,0.05
1632,doses,1,0.05
1574,nações,1,0.05
1575,😢,1,0.05
1576,01:43,1,0.05
1577,considerado,1,0.05
1631,altas,1,0.05
1578,especialistas,1,0.05
1579,amilcar,1,0.05
1580,infecção,1,0.05
1630,única,1,0.05
1629,segurança,1,0.05
1581,laboratório,1,0.05
1628,margem,1,0.05
1582,virologia,1,0.05
1627,estreita,1,0.05
1583,molecular,1,0.05
1584,universidade,1,0.05
1511,governos,1,0.05
1508,grana,1,0.05
1739,críticos,1,0.05
1715,recolhido,1,0.05
1708,dores,1,0.05
1709,de…,1,0.05
1429,emprego,1,0.05
1428,perderam,1,0.05
1710,justiça,1,0.05
1714,bbc.com,1,0.05
1425,entregando,1,0.05
1705,terremotos,1,0.05
1424,puderem,1,0.05
1423,pai,1,0.05
1716,adquirido,1,0.05
1717,câncer,1,0.05
1422,creio,1,0.05
1421,aparecer,1,0.05
1707,princípio,1,0.05
1433,conseguiremos,1,0.05
1419,atrapalha,1,0.05
1440,comprovante,1,0.05
1446,alimentos,1,0.05
1445,botelho,1,0.05
1444,apm,1,0.05
1699,levantará,1,0.05
1443,cestabásica,1,0.05
1441,envie,1,0.05
1439,depósito,1,0.05
1704,pestes,1,0.05
1437,carente,1,0.05
1436,básica,1,0.05
1702,haverá,1,0.05
1703,fomes,1,0.05
1435,cesta,1,0.05
1434,doar,1,0.05
1420,depressão,1,0.05
1718,cachaça,1,0.05
1506,últimos,1,0.05
1408,doq,1,0.05
1410,biquini,1,0.05
1733,vias,1,0.05
1734,brancas,1,0.05
1735,afirmação,1,0.05
1736,arriscada,1,0.05
1409,dobrinhas,1,0.05
1737,iniciando,1,0.05
1411,ué,1,0.05
1738,conclusivo,1,0.05
1407,reproduzir,1,0.05
1406,alice,1,0.05
1405,💓,1,0.05
1404,dinamarca,1,0.05
1403,a.lula,1,0.05
1732,necessita,1,0.05
1731,direito,1,0.05
1416,atitudes,1,0.05
1725,filha,1,0.05
1720,isolado,1,0.05
1415,mim,1,0.05
1721,idosa,1,0.05
1722,mortalidade,1,0.05
1723,falácia,1,0.05
1724,isolada,1,0.05
1726,pegou,1,0.05
1730,tirando,1,0.05
1727,ambas,1,0.05
1728,isoladas,1,0.05
