,Termo,Frequência Absoluta,Frequência Relativa (%)
1171,covid,3,0.16
77,existem,3,0.16
822,estados,3,0.16
1418,importante,3,0.16
868,anuncia,3,0.16
869,liberação,3,0.16
89,cuidados,3,0.16
871,kkkkk,3,0.16
96,apresenta,3,0.16
767,right-wing,3,0.16
413,sao,3,0.16
765,doctor,3,0.16
1386,prova,3,0.16
1770,propolis,3,0.16
207,aplicada,3,0.16
268,períodos,3,0.16
209,desinformada,3,0.16
267,longos,3,0.16
264,portadora,3,0.16
899,governadores,3,0.16
261,quanta,3,0.16
478,citou,3,0.16
1502,in,3,0.16
1025,doria,3,0.16
904,carnaval,3,0.16
235,comprove,3,0.16
236,combate,3,0.16
473,sócio,3,0.16
714,gazeta,3,0.16
468,vacina,3,0.16
538,procurar,3,0.16
1326,contrário,3,0.16
723,mandei,3,0.16
764,country,3,0.16
175,medicamentos,3,0.16
762,cure,3,0.16
180,serve,3,0.16
761,virus,3,0.16
760,touting,3,0.16
483,disso,3,0.16
1383,farmácias,3,0.16
1384,governo,3,0.16
759,cerca,3,0.16
758,tratou,3,0.16
186,infelizmente,3,0.16
756,entrevistou,3,0.16
275,informar,3,0.16
755,giuliani,3,0.16
754,rudolph,3,0.16
763,simple,3,0.16
1325,títulos,2,0.11
1629,políticos,2,0.11
549,fakenews,2,0.11
1611,entendimentos,2,0.11
517,querer,2,0.11
995,abraços,2,0.11
578,esperar,2,0.11
1313,usam,2,0.11
1315,vacinas,2,0.11
1608,apesar,2,0.11
1609,recomendar,2,0.11
1614,último,2,0.11
1607,humanização,2,0.11
1595,pqp,2,0.11
1602,esclarecido,2,0.11
1604,paciente/responsável,2,0.11
562,alta,2,0.11
563,li,2,0.11
1615,resiliência,2,0.11
1616,econômica,2,0.11
1617,espontânea,2,0.11
539,entrar,2,0.11
532,afirmação,2,0.11
1605,trabalho,2,0.11
1599,tcle,2,0.11
540,discussão,2,0.11
541,argumento,2,0.11
1603,formalizando,2,0.11
1606,foco,2,0.11
1323,pilantra,2,0.11
1613,serviços,2,0.11
545,boa,2,0.11
1612,essencialidade,2,0.11
1610,vertical,2,0.11
426,menor,2,0.11
991,graças,2,0.11
892,junto,2,0.11
1477,tonto,2,0.11
1479,ciência,2,0.11
1480,diploma,2,0.11
895,passa,2,0.11
742,comprava,2,0.11
740,liberado,2,0.11
901,estado,2,0.11
902,emergência,2,0.11
735,analgésico,2,0.11
733,dosado,2,0.11
732,alem,2,0.11
727,veja,2,0.11
726,infectados,2,0.11
905,fevereiro,2,0.11
724,tendo,2,0.11
721,menos,2,0.11
1493,estudei,2,0.11
1494,diplomas,2,0.11
1634,levar,2,0.11
706,canais,2,0.11
1508,comparar,2,0.11
1475,beira,2,0.11
778,sido,2,0.11
695,descartado,2,0.11
1467,confiável,2,0.11
850,próxima,2,0.11
1428,conhecimentos,2,0.11
846,processar,2,0.11
853,podcast,2,0.11
854,gaúcha,2,0.11
856,spotify,2,0.11
836,disponível,2,0.11
835,foto,2,0.11
834,descrição,2,0.11
857,unidos,2,0.11
828,população,2,0.11
824,abrir,2,0.11
1447,aprender,2,0.11
876,medição,2,0.11
1455,posso,2,0.11
803,internados,2,0.11
802,maioria,2,0.11
801,coquetel,2,0.11
798,base,2,0.11
795,teste,2,0.11
787,opinião,2,0.11
696,morreu,2,0.11
928,gripezinha,2,0.11
584,familiar,2,0.11
1360,falei,2,0.11
636,omisso,2,0.11
959,principalmente,2,0.11
626,autorizado,2,0.11
1559,custo,2,0.11
624,oque,2,0.11
622,reta,2,0.11
619,pronto,2,0.11
1341,usp,2,0.11
609,estaria,2,0.11
607,quadro,2,0.11
1339,münster,2,0.11
1573,venda,2,0.11
1337,cambridge,2,0.11
980,gado,2,0.11
981,triste,2,0.11
1334,nih,2,0.11
595,dentro,2,0.11
1581,brasileiros,2,0.11
984,sabem,2,0.11
588,parar,2,0.11
1330,cuidado,2,0.11
1359,salvas,2,0.11
644,fiocruz,2,0.11
1373,saudáveis,2,0.11
1361,doutorado,2,0.11
1521,well,2,0.11
681,testado,2,0.11
1523,are,2,0.11
1524,complete,2,0.11
1525,fool,2,0.11
677,segura,2,0.11
675,mínimo,2,0.11
932,tava,2,0.11
935,trabalhando,2,0.11
1369,maneira,2,0.11
668,5000,2,0.11
938,ministros,2,0.11
665,johnson,2,0.11
664,boris,2,0.11
1368,prima,2,0.11
662,certamente,2,0.11
652,🤷🏻‍♀️,2,0.11
651,perder,2,0.11
650,cheio,2,0.11
1362,mestrado,2,0.11
646,problema,2,0.11
707,americanos,2,0.11
851,verifique,2,0.11
1311,inglês,2,0.11
1254,manha,2,0.11
335,colocam,2,0.11
334,sempre,2,0.11
1088,hidroxicloroquina,2,0.11
332,enxergam,2,0.11
328,dito,2,0.11
1256,eversonl,2,0.11
326,alguém,2,0.11
1092,deixar,2,0.11
323,dizem,2,0.11
1255,capsulas,2,0.11
1253,capsula,2,0.11
508,reportagens,2,0.11
1096,possuí,2,0.11
1097,use,2,0.11
1251,inteme,2,0.11
310,grupos,2,0.11
1250,liso,2,0.11
307,9,2,0.11
304,parte,2,0.11
1249,mor,2,0.11
1248,barão,2,0.11
297,erro,2,0.11
336,partido,2,0.11
151,lupus,2,0.11
149,fazem,2,0.11
337,político,2,0.11
1069,plasma,2,0.11
1804,abelhas,2,0.11
1269,fácil,2,0.11
116,conhecimento,2,0.11
368,falta,2,0.11
1072,ontem,2,0.11
1073,proibido,2,0.11
1076,hora,2,0.11
1150,cerebral,2,0.11
126,autoimune,2,0.11
356,opção,2,0.11
127,totalmente,2,0.11
133,quantidade,2,0.11
134,certa,2,0.11
350,gostaria,2,0.11
1261,lobby,2,0.11
1716,calil,2,0.11
135,arriscar,2,0.11
342,mentira,2,0.11
147,começo,2,0.11
1086,pesquisando,2,0.11
1247,avenida,2,0.11
1246,endereço,2,0.11
1206,precisar,2,0.11
1237,prof,2,0.11
1747,fatos,2,0.11
1748,dados,2,0.11
192,vi,2,0.11
1241,menteiro,2,0.11
1750,relativo,2,0.11
1240,gabriel,2,0.11
1239,ulp,2,0.11
1238,everson,2,0.11
238,qdo,2,0.11
237,atualmente,2,0.11
1236,demedioinaa,2,0.11
1245,cep,2,0.11
230,começarão,2,0.11
1118,fica,2,0.11
227,grupo,2,0.11
1235,especial,2,0.11
1234,controle,2,0.11
1233,midica.da,2,0.11
1122,comentário,2,0.11
1231,crm25876,2,0.11
1125,crianças,2,0.11
206,mesma,2,0.11
1111,aliás,2,0.11
1222,ignorantes,2,0.11
249,safado,2,0.11
1242,silva,2,0.11
289,novo,2,0.11
165,grande,2,0.11
1106,irresponsável,2,0.11
1145,anticoncepcional,2,0.11
1143,mulher,2,0.11
1244,aulo,2,0.11
1142,autorizar,2,0.11
285,renais,2,0.11
284,hepáticos,2,0.11
178,saída,2,0.11
277,chances,2,0.11
274,infartar,2,0.11
273,surdo,2,0.11
182,vezes,2,0.11
272,cego,2,0.11
1108,passei,2,0.11
1243,américa,2,0.11
1743,video,2,0.11
254,cientista,2,0.11
1779,respiratórias,2,0.11
252,motivo,2,0.11
113,insuficiência,2,0.11
1075,prescrever,2,0.11
1664,auto,2,0.11
53,começar,2,0.11
52,irão,2,0.11
479,entra,2,0.11
422,excesso,2,0.11
421,eficiente,2,0.11
1193,cardiologista,2,0.11
480,direto,2,0.11
416,tao,2,0.11
1047,respeitar,2,0.11
42,estágio,2,0.11
38,coletiva,2,0.11
32,curar,2,0.11
1167,direito,2,0.11
409,nova,2,0.11
1030,amada,2,0.11
1050,abençoe,2,0.11
852,postar,2,0.11
472,hoje,2,0.11
487,sintoma,2,0.11
430,entendi,2,0.11
456,aplicam,2,0.11
464,curados,2,0.11
453,final,2,0.11
1173,tia,2,0.11
1032,forte,2,0.11
73,comprimido,2,0.11
465,tomara,2,0.11
1660,pegue,2,0.11
441,ajuda,2,0.11
1029,amigos,2,0.11
437,tentar,2,0.11
434,complicado,2,0.11
1176,criar,2,0.11
432,lado,2,0.11
1665,imune,2,0.11
486,respiratoria,2,0.11
406,ano,2,0.11
31,talvez,2,0.11
496,notícia,2,0.11
1188,vendido,2,0.11
1052,🙌🏻,2,0.11
499,consegue,2,0.11
383,achar,2,0.11
1179,entendeu,2,0.11
15,enfim,2,0.11
501,antibioticos,2,0.11
1181,tomado,2,0.11
12,sequela,2,0.11
505,artigos,2,0.11
1014,proibiram,2,0.11
507,frança,2,0.11
377,tocar,2,0.11
2,mudou,2,0.11
1696,água,2,0.11
25,pesquisar,2,0.11
99,segurança,2,0.11
385,medico,2,0.11
1058,responde,2,0.11
26,valeu,2,0.11
1054,anda,2,0.11
397,calma,2,0.11
1282,rei,2,0.11
490,azitromicina,2,0.11
386,preso,2,0.11
491,antibiotico,2,0.11
457,criticados,2,0.11
494,usarem,2,0.11
389,papel,2,0.11
495,cadê,2,0.11
1187,idades,1,0.05
1189,lugar,1,0.05
1221,tirou,1,0.05
1224,único,1,0.05
1223,aceitar,1,0.05
1225,resultado,1,0.05
1220,pensar,1,0.05
1218,inofensivo,1,0.05
1186,mulheres,1,0.05
1400,primo,1,0.05
1399,óbito,1,0.05
1219,conseguiu,1,0.05
1190,perguntar,1,0.05
1207,obrigadar,1,0.05
1217,🙌,1,0.05
1216,responsabilidade,1,0.05
1403,estourado,1,0.05
1404,culta,1,0.05
1405,siga,1,0.05
1200,diárias,1,0.05
1415,atentos,1,0.05
1407,longe,1,0.05
1408,fofa,1,0.05
1409,lê,1,0.05
1410,literatura,1,0.05
1228,curado,1,0.05
1411,internacional,1,0.05
1210,der,1,0.05
1201,marselha,1,0.05
1202,sintomas,1,0.05
1412,😷,1,0.05
1209,utilizarem,1,0.05
1203,fase,1,0.05
1414,fiquem,1,0.05
1413,converso,1,0.05
1204,crítica,1,0.05
1208,autorizou,1,0.05
1416,ensinar,1,0.05
1198,700,1,0.05
1402,pneu,1,0.05
1213,flor,1,0.05
1214,assinar,1,0.05
1427,presença,1,0.05
1191,joão,1,0.05
1401,mecânico,1,0.05
1426,jessy,1,0.05
1205,resolve,1,0.05
1425,confirmando,1,0.05
1424,mostrando,1,0.05
1192,floresta,1,0.05
1423,tempos,1,0.05
1196,procurando,1,0.05
1422,🌷,1,0.05
1421,união,1,0.05
1420,carinho,1,0.05
1419,viu,1,0.05
1212,remedinho,1,0.05
1211,responsabilizados,1,0.05
1194,positivos,1,0.05
1195,continuam,1,0.05
1417,medida,1,0.05
1398,certidão,1,0.05
1371,atingir,1,0.05
1397,sacar,1,0.05
1270,desenvolvendo,1,0.05
1291,dê,1,0.05
1324,cardiopatias,1,0.05
1290,torço,1,0.05
1289,funcionar,1,0.05
1287,letalidade,1,0.05
1327,razão,1,0.05
1286,reduzir,1,0.05
1328,diplomada,1,0.05
1285,tentativa,1,0.05
1329,universidade,1,0.05
1284,medicações,1,0.05
1331,farmacológica,1,0.05
1333,trabalhei,1,0.05
1280,pertença,1,0.05
1335,bethesda,1,0.05
1336,mrc,1,0.05
1277,impede,1,0.05
1338,verhaltenbiologie,1,0.05
1276,moeda,1,0.05
1275,faces,1,0.05
1274,duas,1,0.05
1273,produzida,1,0.05
1271,hidrocloraquina,1,0.05
1292,hidroxocloroquina,1,0.05
1293,oroquina,1,0.05
1294,significava,1,0.05
1307,acabar,1,0.05
1312,total,1,0.05
1314,barata,1,0.05
1310,compreender,1,0.05
1316,caro,1,0.05
1317,ganhar,1,0.05
1309,suspendeu,1,0.05
1318,cima,1,0.05
1319,otário,1,0.05
1320,medrosos,1,0.05
1308,assunto,1,0.05
1306,errada,1,0.05
1295,fabricado,1,0.05
1305,faziam,1,0.05
1304,continuaram,1,0.05
1303,lupos,1,0.05
1302,portador,1,0.05
1301,canadá,1,0.05
1300,venezuela,1,0.05
1299,ditador,1,0.05
1298,espanha,1,0.05
1297,armadas,1,0.05
1296,forças,1,0.05
1342,saude,1,0.05
1343,farmacêutica,1,0.05
1229,cabeça,1,0.05
1344,incrível,1,0.05
1370,indiscriminada,1,0.05
1372,lesar,1,0.05
1374,examinada,1,0.05
1375,nsg,1,0.05
1376,perda,1,0.05
1377,discutir,1,0.05
1378,lavagem,1,0.05
1379,pergunta,1,0.05
1380,esconder,1,0.05
1381,suposta,1,0.05
1382,fanatismo,1,0.05
1385,retirou,1,0.05
1387,canalha,1,0.05
1388,criminoso,1,0.05
1389,negou,1,0.05
1390,exigir,1,0.05
1391,cassação,1,0.05
1392,crme,1,0.05
1393,enfermeira,1,0.05
1394,perderei,1,0.05
1395,precioso,1,0.05
1396,turminha,1,0.05
1230,ignorância,1,0.05
1257,aceitem,1,0.05
1366,responsáveis,1,0.05
1365,imunologia,1,0.05
1353,testa,1,0.05
1345,cega,1,0.05
1346,cardiopata,1,0.05
1347,salvará,1,0.05
1348,prejudicara,1,0.05
1268,aparentemente,1,0.05
1267,anti-hiv,1,0.05
1349,epidemiologista,1,0.05
1350,lógico,1,0.05
1351,matasse,1,0.05
1352,escrito,1,0.05
1354,automedicações,1,0.05
1364,especialização,1,0.05
1266,testando,1,0.05
1355,supervisão,1,0.05
1356,cuidadosa,1,0.05
1357,enfermagem,1,0.05
1265,dirá,1,0.05
1264,cloriquina,1,0.05
1263,acionistas,1,0.05
1259,idiota,1,0.05
1363,fisiologia,1,0.05
1258,morram,1,0.05
0,da.pressao,1,0.05
1583,possível,1,0.05
1429,condições,1,0.05
1711,extingue,1,0.05
1709,poupe,1,0.05
1708,alternativa,1,0.05
1707,primeira,1,0.05
1706,fico,1,0.05
1705,escolher,1,0.05
1704,antibióticos,1,0.05
1703,toxicidade,1,0.05
1702,havia,1,0.05
1701,muitas,1,0.05
1700,soldados,1,0.05
1699,recuperar,1,0.05
1698,injetada,1,0.05
1697,coco,1,0.05
1695,segunda,1,0.05
1694,descente,1,0.05
1693,primário,1,0.05
1692,fizeram,1,0.05
1710,retarda,1,0.05
1712,trabalhar,1,0.05
1734,provocar,1,0.05
1713,rapidamente,1,0.05
1732,colapso,1,0.05
1731,hipervolemia,1,0.05
1730,provocaria,1,0.05
1729,beber,1,0.05
1728,conseguimos,1,0.05
1727,limita,1,0.05
1726,nervoso,1,0.05
1725,sistema,1,0.05
1724,mat,1,0.05
1722,leiam,1,0.05
1721,bastante,1,0.05
1720,mentiu,1,0.05
1719,pensado,1,0.05
1718,criminalmente,1,0.05
1717,recomenda,1,0.05
1715,precisaríamos,1,0.05
1714,demorar,1,0.05
1691,asneiras,1,0.05
1690,leio,1,0.05
1689,compra-lo,1,0.05
1688,precisava,1,0.05
1662,pegar,1,0.05
1659,espero,1,0.05
1658,concordo,1,0.05
1657,acordar,1,0.05
1656,aconteceu,1,0.05
1655,acorda,1,0.05
1654,psicopatas,1,0.05
1653,papagaio,1,0.05
1652,deixe,1,0.05
1651,imunda,1,0.05
1650,boca,1,0.05
1649,cale,1,0.05
1648,faça,1,0.05
1647,pesquisador,1,0.05
1646,enfiada,1,0.05
1645,fuça,1,0.05
1644,enquanto,1,0.05
1663,autorize,1,0.05
1666,colaterais.vai,1,0.05
1667,milagre,1,0.05
1678,corrobora,1,0.05
1687,reumatoide,1,0.05
1686,opovo.com.br,1,0.05
1683,decide,1,0.05
1682,traidor,1,0.05
1681,😁,1,0.05
1680,unica,1,0.05
1679,imbecil,1,0.05
1677,links,1,0.05
1668,científicas,1,0.05
1676,escreveu,1,0.05
1675,duvido,1,0.05
1674,euzinha,1,0.05
1673,pegarem,1,0.05
1671,mostrou,1,0.05
1670,aprovadas,1,0.05
1669,demoram,1,0.05
1733,droga,1,0.05
1735,mérito,1,0.05
1642,imbecis,1,0.05
1815,titulo,1,0.05
1813,volto,1,0.05
1812,afirmei,1,0.05
1811,mercado,1,0.05
1810,valores,1,0.05
1809,produção,1,0.05
1808,beneficios,1,0.05
1807,nativas,1,0.05
1806,fro,1,0.05
1805,produtos,1,0.05
1803,meliponicultor,1,0.05
1802,linda,1,0.05
1801,researchgate.net,1,0.05
1791,muuuuuito,1,0.05
1790,imunoestimulante,1,0.05
1789,causada,1,0.05
1788,respiratória,1,0.05
1787,mortis,1,0.05
1814,afirmar,1,0.05
1816,falso,1,0.05
1736,sistemas,1,0.05
1817,salva,1,0.05
1834,diante,1,0.05
1833,falha,1,0.05
1832,entao,1,0.05
1831,servem,1,0.05
1830,vacians,1,0.05
1829,mers,1,0.05
1828,sars,1,0.05
1827,h1n1,1,0.05
1826,caninco,1,0.05
1825,combater,1,0.05
1824,embaixo,1,0.05
1823,masi,1,0.05
1822,balela,1,0.05
1821,chute,1,0.05
1820,cientifico,1,0.05
1819,fortalecimento,1,0.05
1818,contribuir,1,0.05
1786,vias,1,0.05
1785,adora,1,0.05
1784,😀,1,0.05
1783,tcharaaaaaan,1,0.05
1758,poderá,1,0.05
1757,vais,1,0.05
1756,adequadamente,1,0.05
1755,sol,1,0.05
1754,alimentada,1,0.05
1753,garantia,1,0.05
1752,aumento,1,0.05
1751,prpolis,1,0.05
1749,comprovem,1,0.05
1746,baratinho,1,0.05
1745,gentr,1,0.05
1742,gravei,1,0.05
1741,600,1,0.05
1740,burrice,1,0.05
1739,pura,1,0.05
1738,aliada,1,0.05
1737,arrogância,1,0.05
1759,cientifica,1,0.05
1760,tabua,1,0.05
1761,salvação,1,0.05
1774,abaixo,1,0.05
1782,sinusite,1,0.05
1781,bronquite,1,0.05
1780,asma,1,0.05
1778,infecções,1,0.05
1777,anticancerígeno,1,0.05
1776,antioxidante,1,0.05
1775,aumenta,1,0.05
1771,passado,1,0.05
1762,comorbidades,1,0.05
1769,extrato,1,0.05
1768,acadêmico,1,0.05
1767,auxilia,1,0.05
1766,infecção,1,0.05
1765,relativos,1,0.05
1764,consequencias,1,0.05
1763,aumentar,1,0.05
1643,especulação,1,0.05
1641,azitrominicina,1,0.05
1430,gerais,1,0.05
1503,universität,1,0.05
1500,research,1,0.05
1499,medical,1,0.05
1498,scientist,1,0.05
1497,visiting,1,0.05
1496,worker,1,0.05
1495,guest,1,0.05
1492,palavra,1,0.05
1491,compreende,1,0.05
1490,aposto,1,0.05
1489,conhece,1,0.05
1488,ofendendo,1,0.05
1487,caráter,1,0.05
1486,navios,1,0.05
1485,assistência,1,0.05
1484,dou,1,0.05
1483,marinha,1,0.05
1482,formado,1,0.05
1501,centre,1,0.05
1504,perdendo,1,0.05
1529,five,1,0.05
1505,bacharel,1,0.05
1527,washingto,1,0.05
1526,lived,1,0.05
1522,darling,1,0.05
1520,proporciona,1,0.05
1519,profissão,1,0.05
1518,universidades,1,0.05
1517,quatro,1,0.05
1516,kct,1,0.05
1515,jovem,1,0.05
1514,detalhe,1,0.05
1513,stf,1,0.05
1512,ganho,1,0.05
1511,emprego,1,0.05
1510,escolares,1,0.05
1509,níveis,1,0.05
1507,kkkk,1,0.05
1506,milico,1,0.05
1481,kkkkkk,1,0.05
1478,ideia,1,0.05
1476,eira,1,0.05
1473,chega,1,0.05
1448,recomendações,1,0.05
1446,conversas,1,0.05
1445,meto,1,0.05
1444,piores,1,0.05
1443,incorreta,1,0.05
1442,forma,1,0.05
1441,comprando,1,0.05
1440,foda,1,0.05
1439,encontro,1,0.05
1438,perto,1,0.05
1437,ruim,1,0.05
1436,gravidade,1,0.05
1435,considerada,1,0.05
1434,considero,1,0.05
1433,sustentação,1,0.05
1432,convid-16,1,0.05
1431,usado.o,1,0.05
1449,aproveito,1,0.05
1450,mando,1,0.05
1451,voto,1,0.05
1463,informada,1,0.05
1472,importância,1,0.05
1470,nesse,1,0.05
1469,confio,1,0.05
1468,😳,1,0.05
1466,dado,1,0.05
1465,diferenciar,1,0.05
1464,dureza,1,0.05
1462,nobel,1,0.05
1452,🤗,1,0.05
1461,premio,1,0.05
1460,argumentos,1,0.05
1459,acaba,1,0.05
1458,escutando,1,0.05
1457,😑,1,0.05
1456,desmame,1,0.05
1454,cannabidiol,1,0.05
1528,adc,1,0.05
1530,years,1,0.05
1640,pai,1,0.05
1596,usem,1,0.05
1593,atacar,1,0.05
1592,escreve,1,0.05
1591,onteressa,1,0.05
1590,maracujá,1,0.05
