Usuário,Reply,Conteúdo,Reações,Editado
Rodrigo Soares,Pode passar a fonte?,,1,FALSE
Lene Gomes,Rodrigo Soares,https://istoe.com.br/quatro-pacientes-de-uti-com-coronavirus-tem-alta-apos-uso-de-hidroxicloroquina/  Quatro pacientes de UTI com coronavírus têm alta após uso de hidroxicloroquina - ISTOÉ Independente ISTOE.COM.BR Quatro pacientes de UTI com coronavírus têm alta após uso de hidroxicloroquina - ISTOÉ Independente Quatro pacientes de UTI com coronavírus têm alta após uso de hidroxicloroquina - ISTOÉ Independente,3,FALSE
Rodrigo Soares,Lene Gomes,obrigado!,0,FALSE
Lene Gomes,,Vai dar certo fe em Deus. Esse remédio só está sendo usado em pacientes que estão na uti com acompanhamento médico e autorização da familia. Ainda está em análise. Nas farmácias so vende por intermédio de receitas. Então quem tá com suspeita não vá atr… Ver mais,2,FALSE
Paulo Henrique Struk,Lene Gomes,"eles usaram fosfato de cloroquina, utilizado para limpeza de aquário e não o hidroxicloroquina.",0,FALSE
Lene Gomes,Paulo Henrique Struk,na reportagem está hidróxicloroquina,0,FALSE
Paulo Henrique Struk,,"Então essa que você viu foi muito tendenciosa agindo de má fé, porque não foi hidroxicloroquina",0,FALSE
Lene Gomes,Paulo Henrique Struk,https://istoe.com.br/quatro-pacientes-de-uti-com-coronavirus-tem-alta-apos-uso-de-hidroxicloroquina/  Quatro pacientes de UTI com coronavírus têm alta após uso de hidroxicloroquina - ISTOÉ Independente ISTOE.COM.BR Quatro pacientes de UTI com coronavírus têm alta após uso de hidroxicloroquina - ISTOÉ Independente Quatro pacientes de UTI com coronavírus têm alta após uso de hidroxicloroquina - ISTOÉ Independente,0,FALSE
Paulo Henrique Struk,Lene Gomes,"estou falando do casal que você citou, que tomou medicamento e o homem veio a falecer...",0,FALSE
Lene Gomes,Paulo Henrique Struk,entendi desculpe o casal foi cloraquina mesmo,0,FALSE
Leandro Souza,,Fonte ?,1,FALSE
Mauricio Negrao,Leandro Souza,"vai procurar, preguiça de gente preguiçosa.",8,FALSE
Re Penha,Mauricio Negrao,", tem gente torcendo contra, aff...pior que o próprio vírus ...",1,FALSE
Leandro Souza,,https://www.uol.com.br/vivabem/noticias/redacao/2020/03/26/quatro-pacientes-de-uti-tiveram-alta-em-sp-com-uso-de-hidroxicloroquina.htm  Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina UOL.COM.BR Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina,0,FALSE
Leandro Souza,Re Penha,"blza, achei",2,FALSE
Ge M. M. Andre,,Que maravilha! Será que existe alguém com mais de 60 anos nesse grupo que se recuperou?,0,FALSE
Nando Miguel,Ge M. M. Andre,dizeram que tem um senhor de 75 anos que estava em estado grave e se despediu de sua familia acreditando que iria falecer Mas graças a Deus passa bem,3,TRUE
Denise Silveira,,Datena mostrando o cientista!,0,FALSE
Elisangela Oliveira,,"É verdade sim ,tá passando na Record agora,tô assistindo",3,FALSE
O Texugo Sincero,,"Caraca, não tem nem 24 horas que o ministério da saúde definiu o protocolo de uso da cloroquina e liberou o uso em pacientes graves e já tem gente curada? O remédio é bom demais.",2,FALSE
Daiane Anjos,O Texugo Sincero,"estava em off-label, já estava sendo usado a mais de uma semana...",4,FALSE
O Texugo Sincero,Daiane Anjos,"Aí sim, então pode ser verdade a notícia, que bom. Rezar para não ter recaida. Obrigado pela informação.",2,TRUE
Felipe Iorio,,"kkkkkkkkkkkk Mas que foi engraçada a sua postagem, isso foi !!!",2,FALSE
O Texugo Sincero,Felipe Iorio,"Eu tento não fazer isso mas as vezes escapa, é tanta notícia desencontrada que desanima",2,FALSE
Felipe Iorio,O Texugo Sincero,Pior que quando eu li pensei exatamente a mesma coisa... Ai vi seu post e era o que eu ia postar kkkkk,2,FALSE
Erica Jardim,,"E vrd está passando no jornal !  A imagem pode conter: 1 pessoa, texto que diz ""ப"" H /PA PACIENTES TRATADOS COM CLOROQUINA RECEBEM ALTA DA UTI EM SÃO PAULO""",6,FALSE
Nando Miguel,,Graças a Deus,1,FALSE
Thaynara Cristtina,,"4Altas e 1 morte e outra em estado grave devido a essa medicação, pesquisem direito .",2,FALSE
Fernanda Moreira,Thaynara Cristtina,O que morreu é a que está em estado grave tomou por conta própria não teve orientação médica!,4,TRUE
Thaynara Cristtina,Fernanda Moreira,"no q vi , cada organismo tem uma reação, e por ser divulgado mtos já estao indo atrás da medicação pois a demora e a falta de exame faz com q isso aconteça, ! Mtos se auto medicam sem nem ir ao hospital, e agra mtos vão e são orientad… Ver mais",1,FALSE
Samanta Nicácio,Fernanda Moreira,"concordo ! Bom que agora não são todos que terão acesso , somente com receitas médicas.",4,FALSE
Jussara Santos,,E daí . O povo eim Graças a Deus pelos 4e antes que todos morriam !,0,FALSE
Jussara Santos,Thaynara Cristtina,a postagem é sobre os que tiveram alta . Leia direito,0,FALSE
Thaynara Cristtina,Jussara Santos,"eu li , e tbm respondi oq tbm li ! Apenas repassei oq vi , a respeito se puder ler meu texto e interpretar VC vai ver.",0,FALSE
Elaine Lara,,Glórias a DEUS 🙏🏻❤,1,FALSE
Re Penha,,"Está passando no R7 mas é incrível como tem gente negativa, aff!",5,FALSE
Ka MottAndrade,,Vamos torcer para que não tenha nenhum efeito após o uso.,0,FALSE
Andreia Perdossan,,Eu na minha casa 🏠 Vc na sua casa 🏡 E Deus na casa de todos nós 🙏 🙏 🙏,5,FALSE
Ademir Moreira da Silva,,"Vão esperar passar na globolixo?que nada,a única coisa que vão ouvir vai ser: Bolsonaro,Bolsonaro,Bolsonaro,Bolsonaro,Bolsonaro,Bolsonaro,",2,FALSE
Re Penha,Ademir Moreira da Silva,", vd",0,FALSE
Daiane Domingues,Torres Ademir Moreira da Silva,"ou então panelaço , panelaço",2,FALSE
Ademir Moreira da Silva,Daiane Domingues Torres,",panelaço gravado num pendriver",1,FALSE
Ahngela Grassmann,Ademir Moreira da Silva,esse panelaço e do tempo da Dilma ainda.... #globo lixo .,0,FALSE
Gesiel Gomes,,Estamos em vantagem ALQUEM tem q ser cobaia 0:00 / 0:02,3,FALSE
Marlene Rocha Chaves,,Noticia boa,0,FALSE
Maria Medeiros,,Mas não e para todos hello,0,FALSE
Balthazar Palladino,,"Senra explicou que os resultados não fazem parte da coalizão covid-19, feita pelo Hospital Israelita Albert Einstein, HCor, Sírio Libanês e BRICNet, uma rede que realiza estudos clínicos na área de medicina intensiva. O especialista ainda fez questão de ressaltar que não há comprovação de causa e efeito do uso da hidroxicloroquina. Ou seja, não é possível garantir que os pacientes foram curados graças ao medicamento.... - Veja mais em https://www.uol.com.br/vivabem/noticias/redacao/2020/03/26/quatro-pacientes-de-uti-tiveram-alta-em-sp-com-uso-de-hidroxicloroquina.htm?cmpid=copiaecola<br> Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina<br>UOL.COM.BR<br>Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina<br>Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina",0,FALSE
Vivian De Freitas Rodrigues,,🙏 🙏 🙏 🙏 🙏,0,FALSE
Fabiana Correia,,Graças a Deus,0,FALSE
Flavia Boaretto,,Teve mais mas não falam,0,FALSE
Mirian Martins de Castro,,Meu Deus..sera verdade???.no meio desse caos..a gente nao sabe mais no que acreditar.,0,FALSE
Re Penha,Mirian Martins de Castro,", está passando no R7",0,FALSE
Mirian Martins de Castro,Re Penha,.....vou ver querida...obrigada,1,FALSE
Nando Miguel,,"A imagem pode conter: 2 pessoas, pessoas em pé",4,FALSE
Eulália Alves Fogaça,,Fontes?!,0,FALSE
Nando Miguel,Eulália Alves Fogaça,"vai procurar, preguiça de gente preguiçosa. ²",9,FALSE
Jussara Santos,,O Dono da postagem é a fonte . 👍 Ele sempre da notícias verdadeiras aqui,3,FALSE
Marcela Fernandes Fernandiss,Nando Miguel,kkkkk Hoje a música perdeu 2 pessoas para o Coronavirus. Muito triste.,0,FALSE
Eulália Alves Fogaça,Nando Miguel,", ah, nossa! Se a pessoa faz uma postagem dessa, o certo é citar a fonte, né, não?! Não é questão de preguiça, é questão de lógica...",3,FALSE
Gabriela Silva,,"Licença gente, foi noticiado agora pouco, nos jornais da rede Bandeirantes, e Record. Na rede Record hj a noite passará uma reportagem exclusiva sobre o assunto. A informação é verídica 👍",2,FALSE
Ariane de Medeiros,,"A imagem pode conter: 2 pessoas, pessoas em pé",1,FALSE
Eulália Alves Fogaça,Gabriela Silva,", obrigada!",0,FALSE
Mathilda Angelis,,M ♥️ ♥️ ♥️,0,FALSE
Jaiane Ferreira,,"A mãe do meu compadre está na UTI e começou a usar esse medicamento ontem, hoje ela já teve melhora 🙏 🙏",21,FALSE
Margarida Pacheco Zapotoczny,Jaiane Ferreira,"poste quando ela tiver alta, vamos nos animar e que Deus restaure a saúde e abençoe todos os doentes e acabe com a força desse vírus. Amém",3,FALSE
Jaiane Ferreira,Margarida Pacheco Zapotoczny,postarei qndo ela tiver alta 🙏,1,FALSE
Marina Vieira,,"isso, porque ai temos mas uma esperança.",1,FALSE
Fabiana Pires,,Graças a Deus 🙏,1,FALSE
Nina Castro,Margarida Pacheco Zapotoczny,", é uma boa ideia !!",1,FALSE
Rosali Silva,,Graça à Deus Amém senhor 🙏 🙏 🙏,0,FALSE
Ademir Moreira da Silva,,No balanço geral de São Paulo está passando agora,0,FALSE
Ahngela Grassmann,,"Olha ,sei que devemos ter cautela ,porém gente ,que benção está sendo ,pessoas curadas,pessoas que estão vencendo esse vírus! Que isso possa acontecer com todos os que pegarem o vírus ,vamos nos unir em oração ,para que tudo isso passe logo ,e as pesso… Ver mais",3,FALSE
Antonio Augusto,,Gente se liga nas notícias viu? Este perfil é Fake! O Facebook está lotado de perfis FAKE espalhando Fakenews! Perfis sem fotos de família e de seus dias a dias e comentários algum! Fiquem eapertos!,3,FALSE
"Fabiana Pires Antonio Augusto<br>esse q postou a notícia se eu não me engano é quem criou essa página , ele sempre atualiza vários números e sempre da certinho",,,2,FALSE
Gabriela Silva,,"Bom meu caro, a notícia não é fake. Passou nos jornais, da rede Bandeirantes e no cidade alerta agora pouco. Inclusive na Record hj passará uma reportagem especial sobre esse assunto 👍",0,FALSE
Ariane de Medeiros,,"A notícia não é falsa.  A imagem pode conter: 2 pessoas, pessoas em pé",1,FALSE
Mauricio Negrao Antonio Augusto<br>ta sobrando dinheiro para a indenização ou vai se desculpar?,,,1,FALSE
Neodi Almeida,,Pausar GIF Tenor,1,FALSE
Thaynara Cristtina,,"em quanto isso na minha cidade , o Corona Virus deve estar pulando d felicidade.  A imagem pode conter: texto que diz ""TIM TIM 18:46 Pesquisar no Facebook 10 Amanhã vai ter protesto pedindo a reabertura do comércio em Presidente Prudente Ver mais PROTESTO PEDINDO ABERTURA DO COMÉRCIO EM PRESIDENTE PRUDENTE CONVITE COMERCIANTES, EMPRESÁRIOS. MOTOCICLISTA MOTORISTA TAXISTAS, TODOS TRABALHADORES UTÔNOMOS! \*EVENTO PACIFICO SEM FINS POLÍTICOS! VOLTA PRUDENTE! 27/03 12H AV. CEL. JOSÉ SOARES MARCONDES, PARTIDA EM FRENTE À APEA""",3,FALSE
Paulo Vaz,,"mas nao quer dizer que estao curados,,,,,",0,FALSE
Nando Miguel,Paulo Vaz,Dizem que o virus some do corpo do ex infectado Mas corre risco de pegar de novo se não se prevenir São mais de 100 mil curados no mundo todo,0,FALSE
Carlos Mega,,Não existe comprovação da eficácia pela OMS,1,FALSE
Rosângela Gering,Carlos Mega,exite sim só que oque acontece é qure fora do Brasil os médicos não são habilitados com o medicamento não sabendo a dosagem pois é pouco usado como no Brasil tem mais o uso foi liberado,0,FALSE
Carlos Mega,Rosângela Gering,OMS é quem regula tudo! OMS ja testou tudo q o Brasil usa e ainda vai usar.,0,FALSE
Rosângela Gering,Carlos Mega,. Já testou sim se não fosse testa nem o ministério da saúde e nem a anvisa libera. Só liberaram no Brasil porque os médicos conhecem o medicamento é a dosagem.,0,FALSE
Antonio Augusto,,"A imagem pode conter: texto que diz ""Atenção Usuário Facebook Gente se liga nas notícias viu? Este perfil é Fake! o Facebook está lotado de perfis FAKE espalhando Fakenews e afumentando o ódio entre pessoas! Perfis sem fotos de família e de seus dia-a-dia nenhum comentário! Fiquem espertos!""",2,FALSE
Ernanda Freitas,,"Estava a 15 minutos, escutando o ministro da saúde é não falou nisso",0,FALSE
Fabiana Pires,Ernanda Freitas,"A imagem pode conter: 2 pessoas, pessoas em pé",0,FALSE
Nandah Meloli,,Lembrando que essa medicação é perigosa e só pode ser usada no hospital e administrada pela equipe médica no caso de corona. Nada de se automedicar gente,1,FALSE
Antonio Augusto,,"A imagem pode conter: texto que diz ""Atenção Usuário Facebook Gente se liga nas notícias viu? Este perfil é Fake! o Facebook está lotado de perfis FAKE espalhando Fakenews e afumentando o ódio entre pessoas! Perfis sem fotos de família e de seus dia-a-dia e nenhum comentário! Fiquem espertos!""",1,FALSE
Ariane de Medeiros,Antonio Augusto,"a notícia não é falsa, passou nos jornais.  A imagem pode conter: 2 pessoas, pessoas em pé",1,FALSE
Nando Miguel,,"A imagem pode conter: 2 pessoas, pessoas em pé",1,FALSE
Emilia Cunha,,,0,FALSE
Ana Julia Rodrigues,,"A imagem pode conter: texto que diz ""ALERTA PARA o MUNDO Economista do FMI que pedia fim da quarentena para salvar economia morre de coronavírus em Washington Rogério Correia""",1,FALSE
Ana Julia Rodrigues,,"A imagem pode conter: 1 pessoa, texto que diz ""17:30 https://www.metropoles.com/dis.. ETRÓPOLES Cofen Coren #EnfermagomContraCoronavirus DISTRITO FEDERAL Segurança de Bolsonaro está em estado grave com coronavírus ""Ele sempre viaja com o presidente. Eu acredito que esse vírus ele adquiriu nessas viagens' disse mãe do PM ao Metrópoles REPRODUÇÃO""",3,FALSE
Marcilene Gonçalves,,Acabei de ficar sabendo q morreu foi gente tomando esse medicamento,3,FALSE
Nando Miguel,Marcilene Gonçalves,sem orientações de um médico,1,FALSE
Deivis Ewerton Amurim,,"Esse medicamento tem efeitos colaterais sérios, causa até cegueira",0,FALSE
Ana Julia Rodrigues,,https://www.covidvisualizer.com/?fbclid=IwAR2sRoHpl8GeEqr8A9ZyZ17hPGMmS4HH1q87fFFicm_eK0v9sRS5LGQSN68  COVID-19 Visualizer COVIDVISUALIZER.COM COVID-19 Visualizer COVID-19 Visualizer,0,FALSE
Uriel Moretti,,"Nego enche o cu de cocaína, mas o que mata é minha cloroquina...  Nenhuma descrição de foto disponível.",4,FALSE
Barbara Bortoloci,Uriel Moretti,Tu sem lúpus?,0,FALSE
Uriel Moretti,,Tu tem corona?,3,FALSE
Uriel Moretti,,"Salvar um desconhecido de lupus com uma caixa, salvar 6 famíliares de corona com uma caixa, eis a questão.",0,FALSE
Nandah Meloli,,"Não se automedique moça. Não sabe a posologia, não sabe os efeitos adversos, simplesmente você não sabe.",0,FALSE
Paula Rosa,Jhessika Henriques,,1,FALSE
Jhessika Henriques,Paula Rosa,eu vi,1,FALSE
Luzia Benites,,Qual fonte?,0,FALSE
Mailson Fonseca,Luzia Benites,passou na TV Band,0,FALSE
Luzia Benites,Mailson Fonseca,ok,0,FALSE
Ariane de Medeiros,,"Passou nos jornais  A imagem pode conter: 2 pessoas, pessoas em pé",2,FALSE
Nina Castro,,Vamos torcer e rezar para que esta pandemia acabe logo! Temos que ter FÉ !!,2,FALSE
Vera Felix,,🙏 🙏 🙏 🙏 👏 👏 👏 👏,0,FALSE
Anne Mashimo,,https://www.bbc.com/portuguese/brasil-52044400  Coronavírus: testes com cloroquina causam corrida a hospitais e dividem médicos na França BBC.COM Coronavírus: testes com cloroquina causam corrida a hospitais e dividem médicos na França Coronavírus: testes com cloroquina causam corrida a hospitais e dividem médicos na França,1,FALSE
Mario Branigan,,"Sabem como e Brasil ne, se consegue comprar remédios proibidos sabe se lá origem ... ficar espalhando essas notícias ajuda em nada.",0,FALSE
Bianca Delgado,,É FAKE É FAKE É FAKE É FAKE É FAKE É FAKE,5,FALSE
Nando Miguel,,"A imagem pode conter: 1 pessoa, texto que diz ""u!"" /P RECEBEM PACIENTES TRATADOS COM CLOROQUINA ALTA DA UTI EM SÃO PAULO""",0,FALSE
Nando Miguel,,"A imagem pode conter: 2 pessoas, pessoas em pé",0,FALSE
Ariane de Medeiros,,"Não é fake. Passou nos jornais  A imagem pode conter: 2 pessoas, pessoas em pé",2,FALSE
Mauricio Negrao,Bianca Delgado,acusar sem provas é crime e pode gerar uma indenização por danos morais. Cuidado com as palavras em público.,1,FALSE
Bianca Delgado,Mauricio Negrao,propagar fake news é crime!,0,FALSE
Adrianny Oliveira,Bianca Delgado,deixa eles tomarem. Vai ser bom p o Brasil 🤣 👍🏻,1,FALSE
Bianca Delgado,Adrianny Oliveira,TOMEM DESGRAÇA TOMEM!!! 😅 😅 😅,1,FALSE
Luciana Assunção,,Gente. NAO TOMA ESSE REMÉDIO. ele é para ser usado no hospital através do soro. Tem um casal que morreu hoje por usar esse remédio em casa. Não sejam burros. Remédio só se tiver doente.… Ver mais,8,FALSE
Bruno Candotti,Luciana Assunção,"não foi hj e não foi cloroquina... Mas sim fosfato de cloroquina... É bem diferente...  A imagem pode conter: texto que diz ""TEXAS Homem morre após ingerir cloroquina, medicamento testado contra a Covid-19 Paciente tomou fosfato de cloroquina junto sua esposa, ainda está internada, hospital orte-americano orientou sobre os perigos da automedicação Por DA REDAÇÃO Ter, 24/03/20 08h38 520 09:50 Bernardo P Küster A mídia faz pânico hoje pois um casal morreu tomando cloroquina, potencial cura para vírus chinês. o eles contam APENAS FIM da reportagem é que casal tomou fosfato de cloroquina, usado para limpar aquários, e como prevenção. Pap!!! Como respeitar mídia, meu Deus! ganância. Fosfato de cloroquina medicamento, a cloroquina, sim. 444""",3,FALSE
Bruno Candotti,,E óbvio... Não é para tomar sem receita ..,3,FALSE
Bruno Candotti,,Mas fake news é demais..,0,FALSE
Isa Bersotti,Bruno,"passou na TV  A imagem pode conter: 2 pessoas, pessoas em pé",0,FALSE
Bruno Candotti,Isa Bersotti,fake news da Luciana aí em cima... Dizendo que o caso da morte foi hj e foi a cloroquina que matou... Mas foi fosfato de cloroquina .. que é outra coisa ..,1,FALSE
Isa Bersotti,Bruno,aaah eu pensei que era sobre os pacientes. Rs,1,FALSE
Gabriela Silva,Bruno Candotti,👏 👏 👏 👏,1,FALSE
Luciana Assunção,Não interessa o remédio que tomou. COMO UMA PESSOA PODE TOMAR UM REMÉDIO SEM.ESTAR DOENTE????????????,,0,FALSE
Luciana Assunção,Se não morrer do vírus morre por ser hipocondríaco.,,0,FALSE
Bruno Candotti,Luciana Assunção,mas não tomaram remédio... Fosfato de cloroquina é para limpar aquário kkkk,1,FALSE
Luciana Assunção,Bruno Candotti,😂 😂 😂 😂 😂 😂 😂 😂 misericórdia senhor 😂 😂 😂 😂,1,FALSE
Bruno Candotti,Luciana Assunção,pois é ... Tem louco para tudo kkkk,1,FALSE
AP AP Jandira,,Kkkk,0,FALSE
Paulo Vaz,,"tenho quse a certeza que è fake new mas vou investigar,",0,FALSE
Isa Bersotti,Paulo Vaz,"não é fake não, passou na TV  A imagem pode conter: 2 pessoas, pessoas em pé",0,FALSE
Paulo Vaz,,"ok,",0,FALSE
Goreti Sá Kelly Thiago Ana Luiza,Eliane Dorneles Vanessa Nascimento,",torcendo que de certo 🙏",1,TRUE
Ariane de Medeiros,,"Passou nos jornais, não é falsa a notícia.  A imagem pode conter: 2 pessoas, pessoas em pé",5,FALSE
