Usuário,Reply,Conteúdo,Reações,Editado
Marcela Paladino,,"Se eu fosse ele enfiava a cloroquina no cu, chatice dos infernos, só pq ele tem participação dos lucros",1,FALSE
Bianca Coutinho,,"Por isso o jumento do nosso presidente quer que todos tomem , tudo pelo Love you do Bolsonaro",1,FALSE
Elenice Maria,Bianca Coutinho,né  🤣  🤣  🤣  🤣,0,FALSE
Jorge Pinto,,Este é um grupo de médicos ? Eu tomaria cloroquina ou paracetamol ou chá se o meu médico em quem confio prescrevesse.,5,FALSE
Tatiana Januária Sincorá,Jorge Pinto,eu também mais só com receita médica!,0,FALSE
Luana Stonoga Bezerra,Jorge Pinto,perfeito!!! É cada uma viu...,1,FALSE
Fabricio Martins da Silva,,"A imagem pode conter: 1 pessoa, em pé e terno, texto que diz ""Defensor da cloroquina, Trump tem participação em fabricante do medicamento Presidente norte -americano tem tem participação financeira na Sanofi, que produz a cloroquina magem: EA Lamarque/Reuters""",0,FALSE
Fabricio Martins da Silva,,Ele é dono da empresa,0,FALSE
Marcelo Cruz,,Lysol,0,FALSE
Tatiana Januária Sincorá,,Minha amiga tomou hidrocloroquina mais com receita médica para o tratamento do covid! Ele tem vários efeitos colaterais sérios,2,FALSE
Cris Nowicki,,Não tomaria preventivamente,1,FALSE
Weslley Mulho,,Não pode!!! Tem q esperar a OMS falar q pode,2,FALSE
Mariana L. Q. Boer,,Nem a pau,0,FALSE
Mirelle Alecrim,,Prevenção de algo que ele já teve?,0,FALSE
Juliana Zago,Mirelle Alecrim,já teve ? Se já teve pega de novo ?,0,FALSE
Thassia Di Paola,,"Teve gente nos EUA q ingeriu produto de limpeza, não me admira o povo tomar cloroquina TB por causa dele",6,FALSE
Naltides Btmd,,misericórdia,0,FALSE
Rodrigo Silva,,Com certeza,0,FALSE
Daieni Azevedo,,"Já tomei pra malária,esse e mais uns 4 e não morri",2,FALSE
Mirelle Alecrim,Daieni Azevedo,opinião tirada do próprio umbigo,0,FALSE
Daieni Azevedo,Mirelle Alecrim,"a pergunta foi se EU tomaria. Sim,eu tomaria de novo. Ngm é obrigado toma o que quiser quem quiser",2,FALSE
Leonardo Holanda,,"Para malária ele é indicado, para coronavírus não.",1,FALSE
Fabíola Prego,Daieni Azevedo,era para morrer?,0,FALSE
Daieni Azevedo,,"Não tem remédio,o que está dando certo é esse medicamento. Agora não vou tomar só porque não tem estudos e blá blá blá.... O que eu puder fazer pra viver eu vou fazer. Quem quiser tomar toma,quem não quiser não toma. E pronto.",0,FALSE
Solange Costa Dos Reis,,"Esse aqui também os médicos já estão passando. A imagem pode conter: texto que diz ""GIGA IGAFARMA FARMA G edicamento Genérico IMAGEM NÃO PERMITIDA CONFORME A RESOLUÇÃO DAANVISA Giga Farma IVERMECTINA 6MG 2 COMPRIMIDOS-... Visitar""",0,FALSE
Solange Costa Dos Reis,,Nenhuma descrição de foto disponível.,0,FALSE
Solange Costa Dos Reis,,A imagem pode conter: texto,0,FALSE
Solange Costa Dos Reis,,Nenhuma descrição de foto disponível.,0,FALSE
Solange Costa Dos Reis,,Nenhuma descrição de foto disponível.,0,FALSE
Solange Costa Dos Reis,,Várias receitas que já foram passadas com ivermectina . Tenho família enfermeiro que falou já estão receitando .,0,FALSE
Rodrigo Silva,,Depois de ver um amigo salvo graças a Deus e os médicos que usaram cloroquina,1,FALSE
Dayana Alves Da Silva Daya,,Meus vizinhos usaram hidroxicloroquina e os pais de uma amiga. Todos agora estão curados. Os pais da minha amiga eram diabéticos e estão bem.nmasmno início os sintomas neles foram fortes. Agora estão todos bem e curadoa,6,FALSE
Renata Suflo,Dayana Alves Da Silva Daya,ótima notícia. Temos que divulgar sempre essas curas!!! Obrigada por compartilhar.,0,FALSE
Renata Suflo,,E quem não quiser que fique à vontade para não tomar  😉  😉  😉,1,FALSE
Juliana Zago,Dayana Alves Da Silva Daya,amém !,0,FALSE
Andressa Donzelli,,"Jamais, e outra parece ter muito médico aqui pra ficar receitando e incentivando o uso",4,FALSE
Fabíola Prego,Andressa Donzelli,super estudiosos em relação ao remédio  😒,1,FALSE
Juliana Zago,Andressa Donzelli,vai receitar o q ? Se tem várias pessoas que deu certo ? Chá com limão ?,0,FALSE
Andressa Donzelli,Juliana Zago,"vai receitar o que é comprovado cientificamente o que dá certo. E quem receita é o médico não sou eu, não é você e muito menos o presidente que nem formação acadêmica tem!",0,FALSE
Juliana Zago,Andressa Donzelli,então se seu médico receitar vc vai tomar né ?,0,FALSE
Juliana Zago,Andressa Donzelli,"eu não vou receitar nada ! Quem receita os meus remédios são meus médicos de confiança . Eu tenho formação acadêmica sim , quer ver meus diplomas ?",0,FALSE
Andressa Donzelli,Juliana Zago,"Leia meu comentário de novo e interprete da forma correta por favor, eu não disse em nenhum momento que você não tem formação acadêmica eu disse que o presidente não tem!",0,FALSE
Juliana Zago,Andressa Donzelli,o Trump? Nunca pesquisei se tem ou não ... mas que não é burro não é ! Burro não ganha dinheiro e ele é um dos maiores empresários dos USA,0,FALSE
Andressa Donzelli,Juliana Zago,"estou falando do Bolsonaro o Trump é formado em econômia. Trump já voltou atrás após estudos científicos e não recomenda mais para a população, porém ele está tomando. Já Bolsonaro continua recomendando.",0,TRUE
Juliana Zago,Andressa Donzelli,"😉 eu não sou contra o Bolsonaro , acho ele um cara sem filtro , mas não está roubando .. acho , né ? E pelo meu entendimento ele não está receitando , está querendo que o SUS tenha medicamento para dar para quem tiver com sintomas ( l…Ver mais",0,FALSE
Andressa Donzelli,Juliana Zago,😊  👍🏻,0,FALSE
Lília Moura,,Minha dúvida sobre esse medicamento é: se é tão eficaz pq tem tanta gente da área da saúde morrendo?  🤷🏻‍♀️,7,FALSE
Gisele Garcia,Lília Moura,porque não estão usando na fase inicial... Tem efeitos positivos na fase inicial..,0,FALSE
Juliana Zago,Gisele Garcia,exato,0,FALSE
Lília Moura,Gisele Garcia,desculpa mas isso não faz sentido. Se a pessoa é da área da saúde supostamente ela sabe que tem eficiência na fase inicial . Pq ela não tomaria?,1,FALSE
Lília Moura,,Se é tão bom pra população na fase inicial os médicos deveriam se auto medicar no início  🤷🏻‍♀️ profissionais da saude que estão na linha de frente sabem perfeitamente o início dos sintomas. Não faz sentido estarem morrendo.,1,FALSE
Gisele Garcia,Lília Moura,"talvez no protocolo do hospital não possuía como não possui ainda... mas só quem pode responder a sua pergunta é a própria pessoa. Sinto muito, mas tem efeitos positivos sim, não disse q é a cura mas está sendo a única opção associada à outras medicações, os quais são chamados de ""protocolo""",0,FALSE
Gisele Garcia,,Já teve médicos q tomaram e qdo questionados não responderam por questões políticas...,1,FALSE
Lília Moura,Gisele Garcia,"estranho Manaus ter tido tantas mortes se lá vivem em tratamento contra malária , fazendo uso dessa medicação!",1,FALSE
Gisele Garcia,Lília Moura,"pelo o q vi falando de Manaus, estavam usando uma dose alta dessa medicação (não sei o protocolo q estavam ou estão utilizando).",0,FALSE
Mirelle Alecrim,,O grupo tá cheio de médico agora,1,FALSE
Kethleen Castilho,,"Esse é aquele que mandou injetar desinfetante para combater o Covid-19? Ah tá, prefiro não dar muito ouvido não.",7,FALSE
Ricardo Jose Valentin,,Vai da um efeito colateral. Mas estou achando que é comprimido de amido,0,FALSE
Raphael Alvorada,,"Quem não quiser, toma dipirona e paracetamol que passa",2,FALSE
Ana Ferreira,,Nunca! Minha irmã tem Lúpus e toma! Tem muitos efeitos colaterais sérios,8,FALSE
Gisele Garcia,Ana Ferreira,"minha cidade já foi um polo de malária, todos tomaram e ninguém morreu ou ficou com sequelas... Se for ler a bula de todos os remédios ngm tomaria desde o remédio mais simples.",0,FALSE
Pedro Er FN,,"De forma alguma, todos os estudos que vi demonstram uma pequena eficácia apenas quando associado a Azitromicina...",2,TRUE
Clessi Silva,,"Já tomei cloroquina por causa do meu joelho, me deu muita aceleração no coração e prejudicou meu rim!",9,FALSE
Nanda Nanda,,Ele quer é impulsionar as vendas da empresa do amigo,5,FALSE
Fernanda Gennari Boranga,,"Se for por essa lógica então, minha mãe que tem Lúpus e toma diariamente o Reuquinol ( sulfato de hidroxicloroquina) estaria imune ao Covid ?  🤷🏻‍♀️",4,FALSE
Bianco Whonswerther,,Sera que se ele espirrar t gente emenos de min pra atende-lo? O seu ze que perdeu o cartao do sus?,0,FALSE
Gall Guerra,,Duvido se esse imbecil está tomando,1,FALSE
Donatella D'amico,,"Donald Trump toma a cloroquina sob estreita supervisão de um médico pessoal, suponho ...",0,FALSE
Gustavo Batistella,,"Se entre os médicos não há consenso, nao será eu, você e muito menos um político vai poder dar palpite sobre este tema, afinal quando fica doente procura um médico e não um político.",5,TRUE
Letícia Albino,,"A toa não. Se tivesse doente, sim.",0,FALSE
Ida Crippa,,Nunca,0,FALSE
Lex Gams,,o Trump tbm disse que deveriam injectar desinfestante em quem estivesse doente  😃,4,FALSE
Gregory Martins,,Não morre de covid mas morre de infarto,0,FALSE
Marinela Ker Tanaka,,"Se eu pegar está doença,não tiver como ir ao hospital eu tomo sim,um mesmo tem de ver os meios que podem tentar salvar sua vida pk agora não dá pra depender de um hospital",3,FALSE
Paulo Rogerio Gaeta,,Um imbecil no hemisfério norte e seu aloprado seguidor versão Tupiniquim da América do Sul...,2,FALSE
Daniele De Sousa Cruz,,"Preventivo? Mas qual a lógica... É um tratamento, prevenção é vacina.",1,FALSE
Rickel Talles,,Esse demente toma até furadan  😂  😂  😂  😂  😂,0,FALSE
Mario Sena,,So acredito vendo ...acho que tanto ele como o bolso estao recebendo propinas das vendas .,1,FALSE
Luigi Raponi,,Propina de um remédio que custa 6 reais a caixa com 30 comprimidos?,0,FALSE
Mario Sena,Luigi Raponi,de grao em grao a galinha....,0,FALSE
Luciana Gomes,,Não. Sou hipertensa e usaria mediante critério de prescrição do médico para o meu tratamento personalizado.,0,FALSE
Luciana Gomes,,Tomar como prevenção nem em pensamento.,1,FALSE
Edycleia Echeverrias,,Só burro pra acreditar,1,FALSE
Milva Christina,,Duvido!,0,FALSE
Natasha Lima,,"Espero que ele injete desinfetante ""preventivamente"" tbm como sugeriu que fizessem no combate a doença  😃",2,FALSE
Nagia Viana,,Duvido balela,0,FALSE
Mário Azevêdo,,O cachorro louco mimado tio do outro louco sem cérebro daqui está evoluindo. Semana passada ele sugeriu detergente. Os seguidores de Tim Tones (Chico Anysio imitava) devem estar chorando em seus túmulos!  😄  🐂  😄  🐂  🍊  🐂  😄  🙌🏻  😄,3,FALSE
Mário Azevêdo,,"https://youtu.be/-wMdqbGYP4Y O mundo vive uma pandemia, o Brasil, um pandemônio. E o vírus foi criado em Wuhan? Entenda e debata! YOUTUBE.COM O mundo vive uma pandemia, o Brasil, um pandemônio. E o vírus foi criado em Wuhan? Entenda e debata! O mundo vive uma pandemia, o Brasil, um pandemônio. E o vírus foi criado em Wuhan? Entenda e debata!",1,FALSE
Mário Azevêdo,,"Como diz o Prof. em sua live hoje, isso aqui virou um pandemônio!  👆🏻  😀",1,FALSE
Leonardo Holanda,,"Todos os quatro trabalhos foram publicados em revistas renomadas como a The New England Journal of Medicine, JAMA e The BMJ. O primeiro deles (1) foi um estudo observacional que analisou 1446 pacientes de COVID-19 hospitalizados. Os autores concluem qu…Ver mais Observational Study of Hydroxychloroquine in Hospitalized Patients with Covid-19 | NEJM NEJM.ORG Observational Study of Hydroxychloroquine in Hospitalized Patients with Covid-19 | NEJM Observational Study of Hydroxychloroquine in Hospitalized Patients with Covid-19 | NEJM",2,FALSE
Suzana Florencio,,Não,0,FALSE
Vitor Edson Delavi,,"Se estavam receitando ateh remédio pra piolhos como prevenção... tão...vou tomar uma colher de sopa de ""clear""...o shampoo pra caspa...tem nexo",0,FALSE
Gilmara Cordeiro,,"Duvido, e se tiver, quando realmente precisar não vai fazer efeito, além do que essa medicação é pouco eficaz e ele não seria tão idiota de tomar uma medicações sem estar doente, a não ser queeeeee esteja infectado e não queira assumir.",0,FALSE
Marta Pereira,,Prá não morrer tomaria sim.,0,FALSE
Horacy Fonseca,,Não,0,FALSE
Lailton Freire,,"Eu estou tomando chá de boldo como preventivo, uma delícia, bem doce o chá ..",2,FALSE
Rick Duda Duda,Lailton Freire,mas chá de boldo não e amargo?,1,FALSE
Fabiana Gonçalves,Lailton Freire,"A imagem pode conter: texto que diz ""7. Estimula a circulação sanguínea 21:34 o boldo-do-chile pode ter um efeito estimulante sobre circulação sanguínea essa condição faz que corpo potencialize circulação de respiração. Além disso, ele promove circulação sanguínea em áreas afetadas pelo reumatismo artrite, que são doenças que sofrem com essa obstrução, promovendo alívio e diminuição da dor. Ele atua vesícula biliar, de baço, glândulas endócrinas, hormônios enzimas. 8. Ajuda a acalmar os nervos Os óleos provenientes boldo podem ter efeitos relaxantes, acalma os nervos, reduz estresse tranquiliza. Porém, para essa finalidade ele deve ser""",1,FALSE
Fabiana Gonçalves,Lailton Freire,Delicioso não achareis nunca kkk Mas que ajuda ajuda.,0,FALSE
Lailton Freire,Daiana Duda Rick,",.e amargo sim, disse que era doce mas de brincadeira",1,FALSE
Wilson Faria,,Ele é sócio de um laboratório que fábrica hidro cloroquina . Fonte jornal the New York times.,0,FALSE
Rejane Ribeiro,,Não,0,FALSE
Cida Kubero,,Pra n morrer eu tomaria...cloroquina...quirolina....até gasolina kkk,5,FALSE
Rick Duda Duda,Cida Kubero,vc é eu na vida kkkkkkkkkkk eu sou cagona,0,FALSE
Yara Alves Silva,,Jamais ....,0,FALSE
Vivian Kmuniz,,Até parece que ele Não fala qualquer coisa por politica e economia! Mentira dele!,0,FALSE
Aquiles Araujo,,"tomaria com certeza, não tenho comorbidade, uso dele é só em 5 dias, não cega , nem ataca fígado nesse período",1,FALSE
Vera Albernaz,,Tomaria sim!,0,FALSE
Tereza Francisco DE Souza Souza,,"Lógico, que sim esse remédio já existia pra outras coisas ele não é um remédio inventado, eita povo polêmico",1,FALSE
Laffayete Alvares Jr.,Tereza Francisco DE Souza Souza,seguindo essa lógica vc vai tomar aspirina pra dor e febre na dengue?,0,FALSE
Tereza Francisco DE Souza Souza,,"Se curar sim, pq não",0,FALSE
Vera Albernaz,,Eu por enquanto estou tomando Quina que aqui na Bahia chama Pau para tudo ele fica em infusão de álcool pinga ok só por precaução,1,FALSE
Alana Weingärtner,,"Lógico que não, óbvio. Você toma antibiótico para tuberculose preventivamente ? Você toma antiviral pra HIV preventivamente ? Você toma medicação pra dengue preventivamente? Então é óbvio que não",5,FALSE
Lili Magna,,Ele socio empresa,2,FALSE
Isolda Costa,,Sim,0,FALSE
Andréia Rodrigues,Isolda Costa,da uma lida para ver se você ainda tomaria . https://consultaremedios.com.br/difosfato-de-cloroquina/bula/reacoes-adversas.amp Efeitos colaterais do Difosfato de Cloroquina e reações adversas | CR CONSULTAREMEDIOS.COM.BR Efeitos colaterais do Difosfato de Cloroquina e reações adversas | CR Efeitos colaterais do Difosfato de Cloroquina e reações adversas | CR,0,TRUE
Isolda Costa,Andréia Rodrigues,https://www.portaldeolho.com.br/municipios/medico-diz-ter-esvaziado-uti-de-floriano-apos-tratamento-com-cloraquina/ Médico diz ter esvaziado UTI de Floriano após tratamento com Cloraquina PORTALDEOLHO.COM.BR Médico diz ter esvaziado UTI de Floriano após tratamento com Cloraquina Médico diz ter esvaziado UTI de Floriano após tratamento com Cloraquina,0,FALSE
Isolda Costa,Andréia Rodrigues,"respeito sua opinião de não querer tomar, mas eu com certeza tomaria",0,TRUE
Andréia Rodrigues,Isolda Costa,espero que você tenha lido . Porque você disse que tomaria uma remédio somente para prevenir a não pegar a doença . Eu só quero que você entenda o que um remédio pode causar sem precisar tomar . Mas aí cada um faz o que quer né  🤗,1,FALSE
Andréia Rodrigues,,Ali são médicos que sabem qual é a dosagem que o paciente tem que tomar . Duvido que um médico de respeito indicaria para uma pessoa saudável um remédio tão forte por prevenção .,1,FALSE
Andréia Rodrigues,Isolda Costa,pra que eu iria tomar se não estiver doente ? E a mesma coisa você ficar tomando remédio para dor de cabeça sem ter .,1,FALSE
Andréia Rodrigues,,"Vc leu direito a pergunta da postagens ? A imagem pode conter: texto que diz ""Toque Somente alarmes Até que você desative o ""Não perturbe"" DESATIVAR AGORA ""O presidente dos EUA, Donald Trump, afirmou nesta segunda-feira (18/05) que está tomando hidroxicloroquina oquina 'preventivamente"" contra a covid-19."" E você tomaria a hidróxi-cloroquina como prevenção? Curtir Comentar 93 Compartilh.. Ver comentários ant Escreva um comentário...""",0,FALSE
Luigi Raponi,,A gente toma vacina H1N1 para PREVENÇÃO.,0,FALSE
Sirlei Freitas,,Como prevenção não. Só se apresentasse sintomas,1,FALSE
Laffayete Alvares Jr.,,Gosto dos que estão tomando Tônica Schweppes e os que morreram pq injetaram desinfetantes. Esse povo precisa ser estudado.,0,FALSE
Jackie Carvalho,,Cadê o coração dele que n faz um favor à humanidade e para?,4,FALSE
Deise Cris,,Não.....,0,FALSE
Monique Alvezz,,"Ele deve deve ter pegado e ficou quietinho, agora está dando um migué kkkkk zueira gente",0,FALSE
Luigi Raponi,,Se curou é o que importa.,0,FALSE
Monique Alvezz,,"Mas ele deve ter feito vários exames pra verificar a pré disposição cardíaca , e nos relés mortais do SUS ? ...",0,FALSE
Nilza Haydar,,"duvido que ele esteja tomando , afinal é idoso e ter uma taquicardia é facil",0,FALSE
Fabiana Gonçalves,Nilza Haydar,Não são todos que irão ter não. Muito idoso usa esse remédio para artrite e outras doenças autoimunes.Não é desse jeito que estão pregando. Grávidas tomaram esse remédio para Zica vírus em 2016. A senhora sabia disso?,0,FALSE
Nilza Haydar,Fabiana Gonçalves,"eu sei , e são com doses controladas, mas o assunto é o covid e a propaganda do mesmo . Mas, qual era o tema ?",0,FALSE
Nilza Haydar,Fabiana Gonçalves,"eu comentei sobre o tema e que não existe comprovação científica , caso diferente para malária, artrite reumatóide e lúpus , em que pesquisas e testes comprovaram a eficácia porém como todo remédio tem efeitos colaterais , a medicação é instruída pelo médico em combinação com a história clinica de seu paciente. Então vc passou para outro tema ,abs",1,FALSE
Fabiana Gonçalves,Nilza Haydar,Estão receitando na rede particular. Só pobre tem que se ferrar na vida.,0,TRUE
Fabiana Gonçalves,Nilza Haydar,"https://www.google.com/amp/s/veja.abril.com.br/saude/combinacao-de-hidroxicloroquina-e-zinco-se-mostra-eficaz-contra-a-covid-19/amp/ Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo VEJA.ABRIL.COM.BR Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo",0,FALSE
Fabiana Gonçalves,Nilza Haydar,Essa matéria é de dias atrás. Para vc ver a manipulação da mídia. Daqui a pouco some.,0,TRUE
Nilza Haydar,Fabiana Gonçalves,a revista quer vender e as pessoas que estão e com razão preocupadas irão ler. Quando uma revista científica de renome escrever a matéria com as devidas confirmações ai é outra história...,1,FALSE
Lucia Oliveira,,O que muitos leigos não entende e que tramp tem médicos de primeiro mundo daí b nos vamos na upa e saímos de lá tomando cloroquina sem ser testado e sem eles saber qual doença nos temos tipo hipertensivos diabetes problemas renais tem muita diferença entre nos e tramp né,2,FALSE
Cidinha Peixoto,,tem é coragem...deixa ele!!!  😂  😂,0,FALSE
Lidi Alves,,Nem pra morrer? Kkk,0,FALSE
Tatiane Milene,,"Para malária é usado de forma preventiva, antes de viagens com alto índice de incidência. Particularmente, prefiro continuar tomando minhas vitaminas",0,FALSE
Kenia Duarte,Tatiane Milene,quais vitaminas vc esta tomando desculpe a pergunta ...,0,FALSE
Tatiane Milene,Kenia Duarte,"vitamina C 1 grama, vitamina D3 10.000 UI, comprei zinco também ainda não estou tomando, não lembro as miligramas",2,FALSE
Kenia Duarte,Tatiane Milene,hj comprei Nenhuma descrição de foto disponível.,1,FALSE
Tatiane Milene,Kenia Duarte,"a sua é de 1.000 UI, a minha 10.000 UI, sigo os ensinamentos do Dr Lair Ribeiro e outros, caso tenha interesse pesquise no YouTube, tem muita coisa sobre a vitamina D e outros suplementos.",1,FALSE
Cida Prado Prado,Tatiane Milene,estou tomando tbem e tomou ivermectina,1,FALSE
Kenia Duarte,Tatiane Milene,"comprei na farmácia hj ,não foi prescrito ,ai me venderam essa.",1,FALSE
Cidinha Peixoto,,"Ve se o bozo faz o mesmo, vamos esperar, ele imita sempre o tramp  😂  😂  😂",1,FALSE
Elaine Teixeira,,Achei q ele tinha injetado desinfetante no fiotó kkk,4,FALSE
Inês Novakowski Sepp,,"Eu sou usuária desta droga à alguns anos. Fiquei sem tomar por dois meses. Assim que foi deflagrada a quarentena e ""alguém"" veio dizer que isso é a ""cura"" para covid, limparam as farmácias da minha cidade. Tive que esperar os médicos voltarem a ate…Ver mais",10,FALSE
Rick Duda Duda,,Pra n morrer eu tomaria...cloroquina...quirolina....até gasolina kkk,11,FALSE
Luiz Carlos,,"Não, sem necessidade de tratamento se não está enfermo.....",3,FALSE
Adriana Rodrigues Nicândio,,Consegue ser mais idiota do que o presidente daqui,1,FALSE
Moisés Costa,Adriana Rodrigues Nicândio,"Não, o Bolso é mais idiota.",1,FALSE
Nandah Meloli,,A briga é boa,0,FALSE
Henrique Alleoni,,Nem f. ... para hipertenso risco de infarto... em doses acima do recomendado...,1,FALSE
Fabiana Gonçalves,Henrique Alleoni,Pois é. Acima. O povo não entende.,0,FALSE
