Usuário,Reply,Conteúdo,Reações,Editado
Diana Bernardo,Yoli Vianna,há um grupo deles nas pesquisas que estão sendo realizadas no Brasil que começarão a sair os resultados a partir do dia 20. Vamos ver e torcer para que apresentem alguma eficácia que comprove que realmente a cloroquina é o remédio mais eficaz no combate ao coronavírus.,1,FALSE
Yoli Vianna,Amanda Ramos Turci,", mas atualmente, qdo vai pra UTI, a saída mais comum é pro cemitério.",0,FALSE
Gisela Rocha,,"Pelo amor dos deuses, pesquisem antes de tirarem conclusões, é utilizado por apenas cinco dias. O safado do ministro estava travando por esse motivo a medica e cientista foi contratada o Mandetta agora está subordinado a ela, deu e está dando certo em todos os países que estão utilizando.",1,FALSE
Vinícius Vieira,,"Meu Deus, quanta gente desinformada! Tenho uma amiga portadora de Lúpus, que já faz o uso de Cloroquina por mais de 5 anos. O medicamento tem colaterais sim, mas se usado por LONGOS PERÍODOS. O tratamento utilizado por Covid-19, é de 3 a 6 dias. Ninguém vai ficar cego, surdo, infartar por causa de 3 ou 6 dias de medicação. Vamos se informar pessoal. TODO e qualquer remédio existe a chances de riscos e colaterais. Se o risco for colaterais, leia a bula da Aspirina e da Dipirona por exemplo e nunca mais tome então. pois Aspirina e a Dipirona, também pode causar cegueira, problemas hepáticos e renais etc...",1,TRUE
Agatha Christie,Vinícius Vieira,como vc pode ter tanta certeza sobre isso? Saiu algum estudo novo? Qual é a fonte das suas informações?,0,FALSE
Henderson Everton Segawa,,Mas pq se a pessoa morre sem uso da cloro quina não assume risco de NADA?????,2,TRUE
Henderson Everton Segawa,,Para caracterizar erro médico é muito difícil na medicina.,1,FALSE
Maria José Campos,,Pode dar até cegueira,1,FALSE
Aparecida Francisco,Maria José Campos,sério aí meu Deus,0,FALSE
Vinícius Vieira,,"Se utilizado durante longos períodos. Em tratamento com a Covid-19, é usado de 3 a 6 dias.",0,FALSE
Diana Bernardo,,"Eu vi a entrevista e o Mandetta foi muito claro. NÃO HÁ nenhum estudo no mundo sobre a eficiência da cloroquina contra o coronavírus. No Brasil atualmente 5.000 pacientes estão fazendo parte da pesquisa feita por 9 (não lembro exatamente) grupos de cientistas e semelhantes para comprovar a eficácia dela no tratamento e qual dose é necessária, pois por causar sequelas como problemas no coração e cegueira, não se pode tomar como se fosse um paracetamol. Os primeiros resultados dessa pesquisa começarão a sair a partir do dia 20, por isso ele disse que os médicos que assumam o risco, porque não há pesquisa que comprove a eficácia da medicação. É tão simples entender, mas não entendo porque essa pandemia se espalhou pelo mundo todo se tem um monte de brasileiro PHD em coronavírus que dizem que a cloroquina é a cura.",9,FALSE
Igor Almeida,Diana Bernardo,"nossa, finalmente alguém que compreendeu o que foi dito. Parabéns. Pq tá f...",2,FALSE
Diana Bernardo,Igor Almeida,"eu não entendo a dificuldade de entender isso. É tudo tão simples, mas as pessoas parecem que não enxergam e termina que sempre colocam partido político no meio. Me cansa essas coisas de verdade.",3,FALSE
Igor Almeida,Diana Bernardo,enxergam o que as convém.,2,FALSE
Rogerio Louredo,Diana Bernardo,5 mil? Então já sabemos que é mentira.,0,FALSE
Diana Bernardo,Rogerio Louredo,por que é mentira?,0,FALSE
Jose Miguel,,Nao morre do mal ... morre da cura... #globocircus,3,FALSE
Yoli Vianna,,"Se eu fosse portadora de covid-19 e estivesse lúcida ao dar entrada no hospital, assinaria autorização para receber cloroquina. Se não estivesse, gostaria que minha família autorizasse.",6,FALSE
Kun Young Yu,Yoli Vianna,"essa é a verdadeira situação. No momento da verdade em que a opção inexiste qualquer opção vale, e uma vez que pipocam notícias sérias sobre o efeito benéfico do remédio os médicos e hospitais devem oferecer a oportunidade dos pacientes tentarem o remédio. A falta de um ""estudo"" é mera burocracia que em momentos tão sérios como agora podem e devem ser considerados com bom senso. É crime o que esse ""médico"" mandetta faz ao tocar o terror entre os médicos quando devia estar fazendo o oposto",2,FALSE
Tania Lucia,,Ele não falou se o médico reconhecer o risco ele disse se o médico achar que deve usar o remédio que é somente uma decisão do medico,0,FALSE
Vinícius Silva Gonçalves,,Se o paciente morrer o Médico vai preso,0,FALSE
Yoli Vianna,Vinícius Silva Gonçalves,", qdo a gente interna em hospital, assina um monte de papel autorizando ou não, futuros procedimentos.",0,FALSE
Vinícius Silva Gonçalves,Yoli Vianna,"sim, responsabilizando o Médico",0,FALSE
Sabrina Santos,,Eu falo isso desde o começo. Vms com calma... Não ha cura milagrosa. A longo prazo o uso indevido de qualquer medicamento pode ser pior!,3,FALSE
Helen Diniz,Sabrina Santos,não é longo prazo é so tres dias e doses minimas. Eu tomei por quase um ano para artrite não tive sequela nenhuma,1,FALSE
Sabrina Santos,Helenilde Diniz Barros,nao se sabe contra uma doença nova!,0,FALSE
Deby Lucy,,Mas tpdo remedio tem seus perigos...os efeitos dos remedios sao os mais terriveis Queria saber pq com cloroquina e tao terrivel os efeitos... Pfv quem puder me falar,3,FALSE
Diana Bernardo,Deby Lucy,"não há estudos da eficiente dela contra o coronavírus. A cloroquina em excesso pode causar sequelas graves, como você disse, todo medicamento é perigoso então como aplicar um medicamento em alguém sem saber qual é a dose necessária que ofereça o menor risco? Esse é o x da questão, as pesquisas cloroquina x coronavírus ainda estão em estágios da iniciais.",1,FALSE
Deby Lucy,Diana Bernardo,ah ta entendi vendo por esse lado eata certo...mas é complicado a pessoa esta pra morrer e pode ter uma chance acho valido tentar,1,FALSE
Diana Bernardo,Deby Lucy,"mas estão tentando. Esse é um dos remédios que está sendo aplicado nos pacientes, porém não se sabe se ele ajuda ou não uma vez que o avanço do vírus é rápido e também depende de cada organismo. Pessoas acima de 60 anos, por exemplo, podem se curar do coronavírus e morrer de um ataque cardíaco por efeito da cloroquina. Imagina você como médica fazendo isso? conserta de um lado e quebra do outro. No final os médicos é que irão pagar essa conta, porque se não aplicam cloroquina serão criticados, se aplicam e a pessoa tem sequelas também serão criticados.",1,FALSE
Raphael Alvorada,,"Guerra política no país, no mundo todo estão usando, mas aqui só porque foi o presidente que falou estão resistindo, sendo que a medicação tem nada a ver com política e sim com curados",1,FALSE
Deby Lucy,Diana Bernardo,nossa q complicado meu Deus....tomara q apareça ligo uma vacina pra isso,2,FALSE
Diana Bernardo,Raphael Alvorada,"ele falou sem nenhum estudo que comprove, falou porque o Trump veio a público e disse sobre a cloroquina e hoje já se sabe que ele é sócio da indústria do medicamento nos EUA, coincidência? Talvez. Mas me diga, por que antes do Trump falar nenhum outro país citou esse remédio como sendo a cura?",1,FALSE
Cecilia Xavier,,"O vírus entra direto nos pulmoes atras disso ele faz uma pneumonia infeccao respiratoria etc etc,é melhor assim q tiver algum sintoma de resfriado gripe etc ja começar com Azitromicina antibiotico",1,FALSE
Raphael Alvorada,Diana Bernardo,os médicos franceses foram o primeiro a usarem a cloroquina e não os eua e nem o Brasil? Sócio de que? Cadê a notícia? Fonte do além?,0,FALSE
Cecilia Xavier,,Matar o vírus nao consegue mas matar a infecçao respiratoria acho q sim,0,FALSE
Cecilia Xavier,,So com antibioticos,0,FALSE
Cecilia Xavier,,Acho q tinha a liberar os antibioticos como Azitromicina,0,FALSE
Diana Bernardo,Raphael Alvorada,"informação você acha várias no google.com , inclusive artigos científicos. Já que você citou a França, há várias reportagens que afirmam que lá a eficiência é baixa. Se você não sabe dessas informações logo se vê que não pesquisa e não acompanha o desenrolar da pandemia. E nem adianta querer me dar lição de moral porque eu que não perco meu tempo, a informação é gratuita, basta ir atrás. Reproduzir GIF www.google.com",2,FALSE
Raphael Alvorada,Diana Bernardo,"vc é petralha devia ser atendida no diretório do psol, se fez uma afirmação em contraste a minha, tem que provar, se quisesse eu mesmo ia no google procurar",1,FALSE
Diana Bernardo,Raphael Alvorada,"a lá, acha mesmo que eu vou entrar em uma discussão com você? Seu primeiro argumento foi colocar partido político no meio de uma discussão sobre uma pandemia, logo se vê o nível intelectual que você tem. Boa noite e passar bem.",0,FALSE
Yoli Vianna,Diana Bernardo,", fakenews.",0,FALSE
Diana Bernardo,Yoli Vianna,"faz uma pesquisa no google, mas inclui sites estrangeiros que você vê a fakenews.",0,FALSE
Helga P. Abreu,Raphael Alvorada,é daquelas que qto pior melhor,0,FALSE
Jessy Piercer,,Pra mim as vezes da vômito. Tomo dosagem recomendada pelo médico . No mais ainda não tive ada além,0,FALSE
Jessy Piercer,,Só que as dosagens que estão usando em casos graves é alta pelo que li em algumas reportagens. Por isso os efeitos contrários . Teve até morte devido ao remédio,0,FALSE
Vitoria Helena Vitoriano,,Se cada um ler a bula do remédio que toma a todo momento nunca mais na vida toma remédios. Eu se estivesse com início do corona vírus estágio 1 e 2 tomaria sem medo e nunca jamais esperaria ser internada sem conseguir ver mais ninguém da família e sem saber iria ter o tratamento recomendado ou ficaria a mercê de esperar um respirador ou um tubo de respiração sem poder dividir com nenhum familiar minha angústia. Me trataria em casa com certeza.,7,FALSE
Renato Camargo,Vitoria Helena Vitoriano,"se vc for ler a bula de todos os remédios que vc toma, vc vai parar de tomar vários! Os efeitos colaterais e reações adversas são assustadoras em alguns casos!",2,FALSE
Eddie McGee,,"Certo, não leia a bula",1,FALSE
Lee Fael,,FIQUE POR DENTRO DESSA PANDEMIA  🥺 ASSISTA ESSE VÍDEO  👀 https://youtu.be/GDt9HCW4FDk PANDEMIA? YOUTUBE.COM PANDEMIA? PANDEMIA?,0,FALSE
Juarez Gomes da Silva,,"Começou a baixar as calças,indo na contramão do que falou",0,FALSE
Lucia Oliveira,,Ele falou o certo nem todos podem tomar esse medicamento o mandetta deixou bem claro daí vai d quadro do paciente e do médico nenhum medicamento foi comprovado se fosse os países de primeiro mundo não estaria contando por dia tantos mortos né afff tem que desenhar,3,FALSE
Rogeria Garcia,,Quem não acredita na cloroquina é só fazer o seguinte caso seja contaminado pelo vírus recuse o protocolo pronto #sejamenas,2,FALSE
Denise Alexandre,,Mandeta não iria colocar o c... dele na reta se não soubesse o que está fazendo.,3,FALSE
Lenivaldo Juliao,Denise Alexandre,"safado ,ele não que porque sabe que está errado e vai contra oque ele pretende",0,FALSE
Denise Alexandre,Lenivaldo Juliao,"pq ele está errado? O medicamento foi autorizado. Agora os médicos q segure as consequências das merdas q vier acontecer. Ceis não são os sabichões, não tão dizendo q o remédio não pega nada tomar sem acompanhamento.",3,TRUE
Lenivaldo Juliao,Denise Alexandre,"Não disse que ele está errado ,ele está sendo omisso ,como médico e como ministro ,ele deveria ser o primeiro a querer saber sobre os resultados disso, incentivar pesquisas,procurar saber verdades de tudo , e não jogar para os outros resolverem , ele está jogando de bandido",1,TRUE
Denise Alexandre,Lenivaldo Juliao,Fiocruz já falou q os resultados são inconclusivos,3,FALSE
Diana Bernardo,Denise Alexandre,o problema é que o ministro da saúde é médico e está seguindo a OMS e no Brasil tá cheio de PHD em cloroquina. Ele realmente vai perder essa “guerra”  🤷🏻‍♀️,3,FALSE
Lenivaldo Juliao,Denise Alexandre,"Eles estão usando em pacientes terminais, e claro que não vai dar certo ,a pessoa já está muito debilitada pra reagir o certo e já entrar com a medicação desde o início",1,FALSE
Lenivaldo Juliao,Denise Alexandre,https://m.facebook.com/story.php?story_fbid=241150380268699&id=100031212156711,0,FALSE
Lenivaldo Juliao,,Da uma olhada no que este médico está fazendo,0,FALSE
Denise Alexandre,Lenivaldo Juliao,"cara , vc acha realmente que o medicamento não está sendo usado no início tb lá nos EUA? Vc acha q estão morrendo mil pessoas a toa? Deixa de ser paranóico, se o medicamento realmente funcionasse p todos, certamente ninguém esconderia.",5,FALSE
Denise Alexandre,,O Boris Johnson pq não está tomando ? Pq não recebeu ainda?,1,FALSE
Diana Bernardo,Lenivaldo Juliao,mas ele disse que 5000 pacientes estão participando das pesquisas brasileiras compostas por 9 grupos e que os primeiros resultados sairão a partir do dia 20. A questão é que no Brasil o investindo na área científica é mínimo e agora querem resultados em 1 dia.,1,FALSE
Denise Alexandre,Lenivaldo Juliao,vc não citou nenhuma fonte segura.,0,FALSE
Ledir Thadeu J,Denise Alexandre,"Ele sabe muito bem o que está fazendo. Pode ter certeza. E, nós também.",3,FALSE
Denise Alexandre,Lenivaldo Juliao,"na real isso é tão furada, q o medicamento de hiv testado agora apresenta melhores resultados q a clororoquina.",0,FALSE
Lenivaldo Juliao,Diana Bernardo,"O vírus esta aqui desde janeiro,foi omisso com relaçao a esse medicamento ,não e um medicamento que precise de estudos para aprovação ,já é um medicamento existente com sua posologia diagnosticada e seus efeitos ,não tem que estudar mais nada ,e aplicar e pronto,muitos poderiam ser salvos,ou já ter descartado o medicamento , não se deu essa chance pra ninguém que morreu",0,TRUE
Lenivaldo Juliao,Denise Alexandre,"Esse médico ele, é o médico quer enispiro tramp,essa entrevista é bde um canal americano ,Mas você pode procurar Wladimir Zelenco No YouTube tem vários vídeos dele em canais americanos",0,FALSE
Lenivaldo Juliao,Denise Alexandre,"que bom ,tomara que seja verdade",1,FALSE
Lenivaldo Juliao,Denise Alexandre,"Não ,não está ele mesmo já falou que só em casos graves da doença",0,FALSE
Diana Bernardo,Lenivaldo Juliao,"“quem é Vladimir Zelenko, médico que inspira Trump e Bolsonaro” do jornal científico gazeta do povo.",1,FALSE
Lenivaldo Juliao,Diana Bernardo,"Sai fora de gazeta ,Filha ,Globo ,vá para canais americanos CBN ,e outros ,sao menos tendenciosos,esse vídeo que te mandei e do médico que está tendo 100% de acerta nós seus infectados,veja o vídeo e oque ele fala",0,FALSE
Lenivaldo Juliao,Diana Bernardo,https://m.facebook.com/story.php?story_fbid=241150380268699&id=100031212156711,0,FALSE
Denise Alexandre,Lenivaldo Juliao,"esse medicamento não é tão simples assim, eu li q precisa checar o historico p ver se a pessoa nao tem problemas no coração, alem de ser dosado pelo médico, também é feito eletrocardiograma e todo um acompanhamento d médicos . E no final precisa ser autorizado pelo paciente. Não é só tomar como se fosse um analgésico. Tai o motivo do ministério da saúde estar tirando o c.. da reta.",2,TRUE
Lenivaldo Juliao,Denise Alexandre,"Sim isso.mesmo , por causa do vírus não foi liberado ,mas ele era antes do vírus era usado já a 70 anos na cura de malária,vc comprava em qualquer farmácia",0,TRUE
Diana Bernardo,Lenivaldo Juliao,"é um medicamento feito para o combate ao coronavírus? Porque suas palavras só se encaixam se for isso. Como esse coronavírus é uma doença nova, não tem como saber se a dosagem da cloroquina usada para outras doenças tem a mesma eficácia. Até porque um organismo com lúpus, por exemplo, é diferente de um organismo com coronavírus, então qual dosagem seria aplicada com o menor risco de sequelas?",2,TRUE
Lenivaldo Juliao,Diana Bernardo,veja o vídeo que te mandei e tera sua resposta e a dosagem,1,FALSE
Diana Bernardo,Lenivaldo Juliao,quem mandou o link da gazeta foi você  🤷🏻‍♀️,1,FALSE
Lenivaldo Juliao,Diana Bernardo,"So se mandei errado ,perai",0,FALSE
Lenivaldo Juliao,Diana Bernardo,https://youtu.be/xSKcnejJmVw RUDOLPH GIULIANI entrevistou o médico DR. ZELENKO que já tratou cerca de 500 pacientes com covid-19. YOUTUBE.COM RUDOLPH GIULIANI entrevistou o médico DR. ZELENKO que já tratou cerca de 500 pacientes com covid-19. RUDOLPH GIULIANI entrevistou o médico DR. ZELENKO que já tratou cerca de 500 pacientes com covid-19.,1,FALSE
Lenivaldo Juliao,,Esse é o Link dele,0,FALSE
Diana Bernardo,Lenivaldo Juliao,"https://www.nytimes.com/2020/04/02/technology/doctor-zelenko-coronavirus-drugs.html Touting Virus Cure, ‘Simple Country Doctor’ Becomes a Right-Wing Star NYTIMES.COM Touting Virus Cure, ‘Simple Country Doctor’ Becomes a Right-Wing Star Touting Virus Cure, ‘Simple Country Doctor’ Becomes a Right-Wing Star",0,FALSE
Diana Bernardo,Lenivaldo Juliao,ele fala o que fez em uma entrevista toda editada. Mas leia essa matéria do NY Times sobre,0,FALSE
Lenivaldo Juliao,Diana Bernardo,ok vou ler,1,FALSE
Lenivaldo Juliao,Diana Bernardo,"Cara ,nada condena e nem desmente os feitos dele ,acho que a matéria devia ter sido mais conclusiva com relato s de pacientes e tudo mais,o fato é que nós USA estão tendo os mesmos problemas que temos aqui Lá e democratas ,aqui e PT e esquerda ,a propia matéria fala do uso em outros na países ,na minha opinião, se eu tivesse um parente infectado e tivesse 1% de chance de salgado ,eu usaria o medicamento ,veneno só se cura com veneno",0,TRUE
Diana Bernardo,Lenivaldo Juliao,"a matéria foi clara em dizer que não há eficácia comprovada. Ele fez um teste com algumas pessoas e está acompanhando, isso está sendo feito com 5000 pessoas no Brasil. O fato é que não há estudo concluído sobre, todos estão na base dos testes. Ele mesmo disse que seus pacientes que tomaram o coquetel a maioria não foram internados, mas não fala se estão 100% curados. Ou seja, é uma pesquisa sendo feita em um grupo de pacientes com a dosagem que ele falou. Só que com os 3 que foram para a UTI, já se percebe que a eficácia não é 100% já que todos tomaram o coquetel feito por ele. No fim voltamos ao início, ainda se trata de pesquisar e nenhuma comprovação científica de que essa seja a cura.",0,FALSE
Lenivaldo Juliao,Diana Bernardo,"Sou mais otimista kk,se os pacientes que eletratou mesmo não estando em UTI ,não evoluirão para uti, Lembrando que sao todos acima de 60 anos como ele Sita no vídeo "" é sim um bom sinal ,mas aguardemos",1,FALSE
Diana Bernardo,Lenivaldo Juliao,"mas aí é que tá, não é porque você tem mais de 60 anos que você vai direto pra UTI. Aí vem os fatores de risco que aceleram o vírus, mas não significa necessariamente que todos acima de 60 serão internados.",0,FALSE
Claudio Yoshimura,,#mandettagenocida,0,FALSE
Adigemir Paiva Pereira,,Recomendou estados com poucos casos a abrir os comércios. Esse cara arregou e tá enrolando a população. Tá fazendo o q o bozo quer,0,FALSE
Sónia Germano,,https://m.youtube.com/watch?v=ti5Ho5CVS78 PESSOAS QUE DESRESPEITAM QUARENTENA (NO MUNDO INTEIRO)!! YOUTUBE.COM PESSOAS QUE DESRESPEITAM QUARENTENA (NO MUNDO INTEIRO)!! PESSOAS QUE DESRESPEITAM QUARENTENA (NO MUNDO INTEIRO)!!,0,FALSE
Paulo Leitao,,Nenhuma descrição de foto disponível.,1,FALSE
Denise Alexandre,Paulo Leitao,fake,0,FALSE
Daiane Anjos,,Paulo Leitao ele mesmo assinou a prescrição kkkkkkk,0,FALSE
Paula Casellato Pek,,"Se é fake, quero ver ele pedir investigação e processar. Grave usar papel timbrado e crm dele.",0,FALSE
Andréia Gallas Kirch,Paulo Leitao,"Da próxima vez, verifique as informações antes de postar. Tem um podcast da Gaúcha, no qual ele fala sobre essa receita (07/04). De nada! No Spotify",0,FALSE
Jana Fedulo,,Nem aqui nos Estados Unidos  🇺🇸 os médicos estão recomendando ou usando desse medicamento ainda se fosse tão seguro e milagroso com certeza estariam usando em NY pq já foi mencionado pelo governardor de NY mas se fosse tao segura estaria sendo usada  😕,7,TRUE
Flávia Elias,,https://pleno.news/brasil/mandetta-anuncia-liberacao-da-cloroquina-contra-covid-19.html?utm_source=Social&utm_medium=facebook Mandetta anuncia liberação da cloroquina contra Covid-19 PLENO.NEWS Mandetta anuncia liberação da cloroquina contra Covid-19 Mandetta anuncia liberação da cloroquina contra Covid-19,1,FALSE
Suélen FV,Alessandra Amara Araujo,kkkkk,0,FALSE
Estrela Deluz,,Esse remedio pode fazer mal Acho..,5,FALSE
Helen Ville,,"Já estava sendo assim. Está sendo usada faz tempo, com esse protocolo que o ministro falou. Sei pq conheço quem tomou.",1,FALSE
Veridiana Marques Lucher,Helen Ville,EA pessoa melhorou?,0,FALSE
Lidi Alves,,?,0,FALSE
Ivanir Limonges,Helen Ville,eu tenho uma amiga que ficou com sequelas devido está medição,0,FALSE
Katia Basilio Saconi,,Nenhuma descrição de foto disponível.,2,FALSE
Daiane Anjos,Katia Basilio Saconi,ele mesmo assinou a prescrição dele ???,0,FALSE
Andréia Gallas Kirch,Katia Basilio Saconi,"Da próxima vez, verifique as informações antes de postar. Tem um podcast da Gaúcha, no qual ele fala sobre essa receita (07/04). De nada! No Spotify  😉",1,FALSE
Ladma Amaral,,"Eu teria medo de tomar,tenho medo de arritmia.",3,FALSE
Liane Teresinha Silveira Machado,Ladma Amaral,doente faltando ar dar um medicamento que provoca arritmia. Que é cardíaco morre e colocam foi de corona,2,FALSE
Maria Mazarello,Liane Teresinha Silveira Machado,"eu tomei muita cloroquina qd tive 5 fórmulas de malária falciparum,é horrível o efeito colateral e se a pessoa nãotiver fé em Deus ela não resiste.eu até desmaiava.",1,FALSE
Mônica Pereira,Maria Mazarello,tenho uma amiga tem Lúpus e faz o uso da cloroquina todos os dias e não senti arritmia.,2,TRUE
Maria Mazarello,Mônica Pereira,cada caso é um caso.,0,FALSE
Hosana Pedrosa,,Se é o q existe precisa ser usado e colocar outro junto se necessário p controlar o coração,1,FALSE
Vinícius Silva Gonçalves,,A imagem pode conter: texto,3,FALSE
Vinícius Silva Gonçalves,,A imagem pode conter: texto,2,FALSE
Liane Teresinha Silveira Machado,Vinícius Silva Gonçalves,me passa o link do site. Gostaria de ler. Aqui ficou muito miúdo,0,FALSE
Vinícius Silva Gonçalves,,"Mandetta pediu para Governadores decretar Estado de Emergência e cancelarem o Carnaval no dia 03 de Fevereiro, Governadores e o Presidente ignoraram acharam que era uma ""gripizinha"" Os Humilhados serão Exaltados.",4,FALSE
Simone Alves,Vinícius Silva Gonçalves,"A imagem pode conter: texto que diz ""Você sabia que o presidente Jair Bolsonaro decretou estado de emergência na saúde pública em virtude do Coronavírus (Covid-19), 18 dias antes do carnaval. o decreto foi publicado no dia 03 de Fevereiro de 2020 e foi enviado para o Congresso um Projeto de Lei com regras para a quarentena sanitária e foi descartado por Rodrigo Maia.""",3,FALSE
Vinícius Silva Gonçalves,Simone Alves,Não. Bolsonaro nem ligava pra gripezinha. E no documento está no nome do Mandetta.,0,FALSE
Vinícius Silva Gonçalves,Quem é inteligência sabe que o Bolsonaro não tava nem aí até Março,,0,FALSE
Mônica Pereira,Vinícius Silva Gonçalves,"deixa de falar merda, o presidente está trabalhando maravilhosamente bem",2,FALSE
Paula Casellato Pek,"Até parece que os ministros fazem alguma coisa sem o presidente saber, tanto é que o Mandetta só tinha liberado o tratamento para paciente grave e agora liberou desde o início, quando tava quase com o pé na rua.",,0,FALSE
Oscar A. Mello,Simone Alves,Fake News,0,FALSE
Simone Alves,Oscar A. Mello,"https://youtu.be/cvd3lxjTDdc OM.S , Maia, Gilmar e mais YOUTUBE.COM OM.S , Maia, Gilmar e mais OM.S , Maia, Gilmar e mais",0,FALSE
Hădës Mörfhěus,,Infelizmente tarde demais!,0,FALSE
Flavio Monteiro,Hădës Mörfhěus,"pra mim o erro não foi o carnaval, pois foi 2 semanas antes de surgir o primeiro caso. Não faria sentido quarentena tão cedo assim. Agora pra mim 2 erros graves foi não ter comprado antes os respiradores e insumos, e tb demoraram muito para fechar as fronteiras, principalmente de origem da Itália e China",1,FALSE
Jocelene Carpes,,Muito bem!!!  👏  👏  👏  😍  ❤,0,FALSE
Annie Ravasco,,Eu estou usando,2,FALSE
Elisabeth Spinelli de Oliveira,Annie Ravasco,"automedicação é superbom. Dá uma lida na bula, dá.",2,FALSE
Floricio Machado,Annie Ravasco,robô toma remédio? Mais um pago com nosso dinheiro.,2,FALSE
Mônica Pereira,Floricio Machado,"e esquerdopata trabalha? Ou vive nas costa da direita. Se ela tomou,tomou",2,TRUE
Floricio Machado,Mônica Pereira,trabalha sim pra pagar robôs do bolsonaro igual a vc. Tá ganhando quanto?,2,FALSE
José de Paula,Elisabeth Spinelli de Oliveira,"E que o achismo está predominte no gado, triste mais é o quadro atual.",2,FALSE
Elisabeth Spinelli de Oliveira,José de Paula,"sim, e um gado bem grosseiro, não sabem de nada. Resistiremos e ensinaremos porque somos pagos para isso.",1,FALSE
Yanka Mayra,Floricio Machado,se vc trabalha p pagar deveria saber o valor né kkkkk,0,FALSE
Annie Ravasco,Elisabeth Spinelli de Oliveira,eu não estou me automedicando não. Estou em tratamento isolado desse vírus.,1,FALSE
Annie Ravasco,Floricio Machado,eu estou doente.,2,FALSE
Elisabeth Spinelli de Oliveira,Annie Ravasco,"ah, que bom. Está com acompanhamento médico. Ótimo.",0,FALSE
Annie Ravasco,Elisabeth Spinelli de Oliveira,"Sim estou,graças a Deus. Agora é horar pela melhora.",2,TRUE
Elisabeth Spinelli de Oliveira,Annie Ravasco,", força aí, vai dar tudo certo. Abraços.",1,FALSE
