content,stance
"geralmente, mesmo sendo uma mutação o RNA base é o mesmo, então, se a pessoa não tem severos problemas de saúde, os sintomas são ainda mais brandos",Neutro
Esse virus agente tem mil e uma duvidad amiga!!!obrigada,Neutro
"existem casos q reincidência sim. Não se sabe, se contraíram novamente ou o vírus ainda estava no organismo. Por ser um vírus totalmente novo, estão estudando todas as possibilidades possíveis",Neutro
Precisamos muito ums dos outros e se unir pra acabar com a peste,Neutro
🙏🏻 🙏🏻,Positivo
"90% das pessoas nunca ouviram falar desse medicamento, agora várias pessoas são especialistas no assunto? ""SE TOMAR MORRE!"" 😂 ""TA MATANDO , TA MATANDO"" ""AGE DE FORMA DIFERENTE EM CADA ORGANISMO"" Só groselha... Faço uso continuo há anos do medicamento, nunca ouvi falar que ""matou"" alguém 👍 O uso tem que ser feito com acompanhamento médico, a gramagem do remédio é alta, de forma alguma pode se auto medicar com ele. #NãoFaleGroselhaSemSaber Pergunte para quem usa, ou para quem entende da medicação 👍  A imagem pode conter: texto que diz ""Reuquinol® sulfato de hidroxicloroquina 400 mg COMPRIMIDOS REVESTIDOS USO ADULTO PEDIATRICO USO ORAL CONTÉM: 30 COMPRIMIDOS""",Positivo
Deus seja louvado,Positivo
Mentira!!! Esse remédio é proibido e tem efeito colateral ...,Negativo
Não é mentira 👍,Positivo
"É verdade foi anunciado ontem pelo ministerio da saúde, porem Só pode ser usado nos hospitais cm médicos",Positivo
não é mentira,Positivo
Não é mentira!,Positivo
"É verdade, o ministro da saúde falou sobre ontem e hoje foi falado na Record!",Positivo
"não acuse sem provas, isso é crime.",Neutro
"Usado em nível hospitalar, em dosagem certa, ele pode trazer resultado sim. Não é mentira. Ele se tornou controlado, pq, realmente tem efeitos colaterais e pode ser tóxico se tomar errado. E um medicamento para malária, pactes com reumatismo e ludipus. Infelizmente qdo saiu na mídia q ele poderia ""curar"" o covid esses pactes, de uso contínuo, ficaram sem. A Anvisa agiu rápido e colocou ele no controle especial duplado. Mas ele tem efeito positivo sim, sob os pactes graves de COVID-19. É só ler, estudar, se informar. Custa nada não.",Positivo
é médica?,Neutro
"mentira é o que vc está dizendo, minha mãe tomou por 10 anos e não teve nenhum efeito colateral",Positivo
pesquise antes de dizer que é mentira. https://www.uol.com.br/vivabem/noticias/redacao/2020/03/26/quatro-pacientes-de-uti-tiveram-alta-em-sp-com-uso-de-hidroxicloroquina.htm  Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina UOL.COM.BR,Positivo
🙏 🙏 🙏,Positivo
O brasileiro será cobaia para o mundo 🙁,Negativo
Fala que é verdade ❤,Positivo
Tomara,Positivo
Glória a Deus,Positivo
"No jornal nacional comunista,só fala de mortes do corona é nenhum curado",Positivo
"então, mas graças a Deus temos mtos",Positivo
Fonte?,Neutro
basta vc deixar de vê a globo e seus Jornais mequetrefe,Positivo
Fake News,Negativo
não é fake https://www.uol.com.br/vivabem/noticias/redacao/2020/03/26/quatro-pacientes-de-uti-tiveram-alta-em-sp-com-uso-de-hidroxicloroquina.htm  Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina UOL.COM.BR,Positivo
"Não é cloroquina, é a hidroxicloroquina com azitromicina, mesmo assim estou bastante esperançosa...",Positivo
sim e associado com azitromicina. Tbm estou esperançosa 🙏,Positivo
"os próximos dez dias vão nos mostrar... Ainda que não seja a cura, se for um alívio, se impedir os pacientes de morrer ou de evoluir pra algo grave, já nos ajudará a enfrentar esse mal...",Positivo
"vdd, vamos torcer 🙏",Positivo
Esse remédio será nossa esperança ❤ 🙏,Positivo
Passa a fonte p gente,Neutro
https://www.uol.com.br/vivabem/noticias/redacao/2020/03/26/quatro-pacientes-de-uti-tiveram-alta-em-sp-com-uso-de-hidroxicloroquina.htm  Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina UOL.COM.BR,Positivo
Amém,Positivo
Esse é o remédio pra cura do coronavírus e é fabricado no Brasil 🇧🇷 eu conheço esse remédio é pra quem tem lupo,Positivo
Mentira!,Negativo
não,Positivo
https://www.uol.com.br/vivabem/noticias/redacao/2020/03/26/quatro-pacientes-de-uti-tiveram-alta-em-sp-com-uso-de-hidroxicloroquina.htm  Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina UOL.COM.BR,Positivo
Entrevista agora com a paciente na Record. Vdd,Positivo
Todo mundo que comentou nesse post nao vai pegar o virus em nome de jesus,Neutro
Amém,Positivo
nao se preocupa amigo Deus esta com nos durna tranquilo,Neutro
Pra quem não acredita!! Pesquisem!! Isso é fato pois confirmei com profissionais do hospital!! https://www.uol.com.br/vivabem/noticias/redacao/2020/03/26/quatro-pacientes-de-uti-tiveram-alta-em-sp-com-uso-de-hidroxicloroquina.htm  Quatro pacientes de UTI tiveram alta em SP com uso de hidroxicloroquina UOL.COM.BR,Positivo
"Notícias ruins galera aplaude, notícias boas dizem ser mentira.",Positivo
isso acontece muito é inacreditável,Positivo
"eu não pretendo bater palmas e nem parabenizar o governo por nada. No meu ponto de vista, independentemente de quem quer q seja o governante, está fazendo OBRIGAÇÃO e não FAVOR. FEZ ERRADO EU COBRO … Ver mais",Neutro
ninguém tá falando de política. Estamos falando de medicina e cura,Positivo
"negatividade e essa jovem. Estamos falando de cura, a esperança de qualquer profissão e ser humano, foda se política, todo mundo tem que ser grato por qualquer profissão, antes e depois do corona. Dias melhores virao, seja grato!",Positivo
"Tudo coloca política no meio, aff 🤨",Positivo
Gloeia a DEUS,Positivo
https://www.otempo.com.br/interessa/saude-e-ciencia/covid-19-chineses-concluem-que-hidroxicloroquina-nao-e-melhor-que-cuidado-usual-1.2316343  Covid-19: chineses concluem que hidroxicloroquina não é melhor que cuidado usual OTEMPO.COM.BR ,Negativo
"esse estudo foi só com a hidroxicloroquina, sem o antibiótico, na verdade muito paciente deve piorar por conta de infecção secundária bacteriana, além de que a azitromicina tem efeitos anti-inflamatórios que podem ajudar na resposta inflamatória pulmonar... De qualquer forma, saberemos logo do potencial ou não já que o mundo inteiro está usando agora, a partir de ontem basicamente muitos estudos começaram...",Neutro
"o risco dessas noticias com a cloroquina como cura é exatamente esse de fazer as pessoas usarem sem entender como funciona ou sem base e critério, e causar casos como esse: https://oglobo.globo.com/sociedade/coronavirus-homem-morre-mulher-internada-nos-eua-apos-tomarem-cloroquina-24325000  Coronavírus: Homem morre e mulher é internada nos EUA após tomarem cloroquina OGLOBO.GLOBO.COM Coronavírus: Homem morre e mulher é internada nos EUA após tomarem cloroquina Coronavírus: Homem morre e mulher é internada nos EUA após tomarem cloroquina",Negativo
tem que tomar muito cuidado com isso..,Neutro
"Automedicação no geral é algo perigoso, na verdade",Neutro
Já foi liberada nós hospitais ...vocês só bosta pessimistas querem ver as coisas dado errado nem consegui ficar feliz notícias boa,Positivo
"https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/03/25/cloroquina-cuidados-basicos-coronavirus.htm  Cloroquina não supera cuidados básicos contra a covid-19, afirma estudo NOTICIAS.UOL.COM.BR",Negativo
https://gizmodo.uol.com.br/estudo-nao-encontra-evidencias-hidroxicloroquina-coronavirus/  Estudo limitado não encontra evidências de que hidroxicloroquina funciona contra coronavírus - Gizmodo Brasil GIZMODO.UOL.COM.BR,Negativo
https://oglobo.globo.com/sociedade/coronavirus-homem-morre-mulher-internada-nos-eua-apos-tomarem-cloroquina-24325000  Coronavírus: Homem morre e mulher é internada nos EUA após tomarem cloroquina OGLOBO.GLOBO.COM ,Negativo
"cloroquina de tanque de Aquário, por favor, neste momento pode não apoiar mas seja isento... Eu estou esperançosa mas isenta",Positivo
"vc acha q eles cometeram essa imprudencia imbecil porque? Porque a mídia espalhou a cloroquina como cura mágica... tem que ter muito cuidado com essas notícias, por isso, espalhar o nome do remédio nesse estagio da pesquisa ainda, é muito perigoso...",Negativo
"Não sou contra a Cloroquina, só acho que temos que ter responsabilidade...",Positivo
"concordo plenamente com você! As pessoas precisam ser mais responsáveis em divulgar as coisas mas não temos controle, agora a mídia tem que informar de maneira assertiva... Os presidentes sem noção também tem... Eu sou farmacêutica, no meu ciclo eu aconselho a todos a aguardar, ainda não há dados... Mas quero ter esperança... Ao menos por enquanto, depois quero dados científicos, o quanto antes... Dez dias no máximo...",Neutro
tem ver na globo ..essa página.. pessimistas querem ver só lado errado tudo dando errado eu em,Positivo
"fishfull think não ajuda nessas horas... sei que não podemo entrar em pânico, mas é importante entender a dimensão do caso, e ter responsabilidade diante de curas não testadas...",Neutro
