content,stance
"geralmente, mesmo sendo uma mutação o RNA base é o mesmo, então, se a pessoa não tem severos problemas de saúde, os sintomas são ainda mais brandos",Neutro
Esse virus agente tem mil e uma duvidad amiga!!!obrigada,Neutro
"existem casos q reincidência sim. Não se sabe, se contraíram novamente ou o vírus ainda estava no organismo. Por ser um vírus totalmente novo, estão estudando todas as possibilidades possíveis",Neutro
Precisamos muito ums dos outros e se unir pra acabar com a peste,Neutro
🙏🏻 🙏🏻,Positivo
"90% das pessoas nunca ouviram falar desse medicamento, agora várias pessoas são especialistas no assunto? ""SE TOMAR MORRE!"" 😂 ""TA MATANDO , TA MATANDO"" ""AGE DE FORMA DIFERENTE EM CADA ORGANISMO"" Só groselha... Faço uso continuo há anos do medicamento, nunca ouvi falar que ""matou"" alguém 👍 O uso tem que ser feito com acompanhamento médico, a gramagem do remédio é alta, de forma alguma pode se auto medicar com ele. #NãoFaleGroselhaSemSaber Pergunte para quem usa, ou para quem entende da medicação 👍  A imagem pode conter: texto que diz ""Reuquinol® sulfato de hidroxicloroquina 400 mg COMPRIMIDOS REVESTIDOS USO ADULTO PEDIATRICO USO ORAL CONTÉM: 30 COMPRIMIDOS""",Positivo
Deus seja louvado,Positivo
Mentira!!! Esse remédio é proibido e tem efeito colateral ...,Negativo
Não é mentira 👍,Positivo
"É verdade foi anunciado ontem pelo ministerio da saúde, porem Só pode ser usado nos hospitais cm médicos",Positivo
não é mentira,Positivo
Não é mentira!,Positivo
"É verdade, o ministro da saúde falou sobre ontem e hoje foi falado na Record!",Positivo
"não acuse sem provas, isso é crime.",Neutro
"Usado em nível hospitalar, em dosagem certa, ele pode trazer resultado sim. Não é mentira. Ele se tornou controlado, pq, realmente tem efeitos colaterais e pode ser tóxico se tomar errado. E um medicamento para malária, pactes com reumatismo e ludipus. Infelizmente qdo saiu na mídia q ele poderia ""curar"" o covid esses pactes, de uso contínuo, ficaram sem. A Anvisa agiu rápido e colocou ele no controle especial duplado. Mas ele tem efeito positivo sim, sob os pactes graves de COVID-19. É só ler, estudar, se informar. Custa nada não.",Positivo
é médica?,Neutro
