Este é um grupo de médicos ? Eu tomaria cloroquina ou paracetamol ou chá se o meu médico em quem confio prescrevesse.,Positivo
eu também mais só com receita médica!,Positivo
perfeito!!! É cada uma viu...,Neutro
"A imagem pode conter: 1 pessoa, em pé e terno, texto que diz ""Defensor da cloroquina, Trump tem participação em fabricante do medicamento Presidente norte -americano tem tem participação financeira na Sanofi, que produz a cloroquina magem: EA Lamarque/Reuters""",Negativo
Ele é dono da empresa,Negativo
Lysol,Neutro
Minha amiga tomou hidrocloroquina mais com receita médica para o tratamento do covid! Ele tem vários efeitos colaterais sérios,Negativo
Não tomaria preventivamente,Negativo
Não pode!!! Tem q esperar a OMS falar q pode,Negativo
Nem a pau,Negativo
Prevenção de algo que ele já teve?,Negativo
já teve ? Se já teve pega de novo ?,Neutro
"Teve gente nos EUA q ingeriu produto de limpeza, não me admira o povo tomar cloroquina TB por causa dele",Negativo
misericórdia,Neutro
Com certeza,Positivo
"Já tomei pra malária,esse e mais uns 4 e não morri",Positivo
opinião tirada do próprio umbigo,Negativo
"a pergunta foi se EU tomaria. Sim,eu tomaria de novo. Ngm é obrigado toma o que quiser quem quiser",Positivo
"Para malária ele é indicado, para coronavírus não.",Negativo
era para morrer?,Neutro
"Não tem remédio,o que está dando certo é esse medicamento. Agora não vou tomar só porque não tem estudos e blá blá blá.... O que eu puder fazer pra viver eu vou fazer. Quem quiser tomar toma,quem não quiser não toma. E pronto.",Negativo
"Esse aqui também os médicos já estão passando. A imagem pode conter: texto que diz ""GIGA IGAFARMA FARMA G edicamento Genérico IMAGEM NÃO PERMITIDA CONFORME A RESOLUÇÃO DAANVISA Giga Farma IVERMECTINA 6MG 2 COMPRIMIDOS-... Visitar""",Neutro
Nenhuma descrição de foto disponível.,Neutro
A imagem pode conter: texto,Neutro
Nenhuma descrição de foto disponível.,Neutro
Nenhuma descrição de foto disponível.,Neutro
Várias receitas que já foram passadas com ivermectina . Tenho família enfermeiro que falou já estão receitando .,Neutro
Depois de ver um amigo salvo graças a Deus e os médicos que usaram cloroquina,Positivo
Meus vizinhos usaram hidroxicloroquina e os pais de uma amiga. Todos agora estão curados. Os pais da minha amiga eram diabéticos e estão bem.nmasmno início os sintomas neles foram fortes. Agora estão todos bem e curadoa,Positivo
ótima notícia. Temos que divulgar sempre essas curas!!! Obrigada por compartilhar.,Positivo
E quem não quiser que fique à vontade para não tomar  😉  😉  😉,Positivo
amém !,Positivo
"Jamais, e outra parece ter muito médico aqui pra ficar receitando e incentivando o uso",Negativo
super estudiosos em relação ao remédio  😒,Neutro
vai receitar o q ? Se tem várias pessoas que deu certo ? Chá com limão ?,Positivo
"vai receitar o que é comprovado cientificamente o que dá certo. E quem receita é o médico não sou eu, não é você e muito menos o presidente que nem formação acadêmica tem!",Negativo
então se seu médico receitar vc vai tomar né ?,Positivo
"eu não vou receitar nada ! Quem receita os meus remédios são meus médicos de confiança . Eu tenho formação acadêmica sim , quer ver meus diplomas ?",Positivo
"Leia meu comentário de novo e interprete da forma correta por favor, eu não disse em nenhum momento que você não tem formação acadêmica eu disse que o presidente não tem!",Negativo
o Trump? Nunca pesquisei se tem ou não ... mas que não é burro não é ! Burro não ganha dinheiro e ele é um dos maiores empresários dos USA,Positivo
"estou falando do Bolsonaro o Trump é formado em econômia. Trump já voltou atrás após estudos científicos e não recomenda mais para a população, porém ele está tomando. Já Bolsonaro continua recomendando.",Negativo
"😉 eu não sou contra o Bolsonaro , acho ele um cara sem filtro , mas não está roubando .. acho , né ? E pelo meu entendimento ele não está receitando , está querendo que o SUS tenha medicamento para dar para quem tiver com sintomas ( l…Ver mais",Positivo
😊  👍🏻,Negativo
Minha dúvida sobre esse medicamento é: se é tão eficaz pq tem tanta gente da área da saúde morrendo?  🤷🏻‍♀️,Negativo
porque não estão usando na fase inicial... Tem efeitos positivos na fase inicial..,Positivo
exato,Positivo
desculpa mas isso não faz sentido. Se a pessoa é da área da saúde supostamente ela sabe que tem eficiência na fase inicial . Pq ela não tomaria?,Negativo
Se é tão bom pra população na fase inicial os médicos deveriam se auto medicar no início  🤷🏻‍♀️ profissionais da saude que estão na linha de frente sabem perfeitamente o início dos sintomas. Não faz sentido estarem morrendo.,Negativo
"talvez no protocolo do hospital não possuía como não possui ainda... mas só quem pode responder a sua pergunta é a própria pessoa. Sinto muito, mas tem efeitos positivos sim, não disse q é a cura mas está sendo a única opção associada à outras medicações, os quais são chamados de ""protocolo""",Positivo
Já teve médicos q tomaram e qdo questionados não responderam por questões políticas...,Positivo
"estranho Manaus ter tido tantas mortes se lá vivem em tratamento contra malária , fazendo uso dessa medicação!",Negativo
"pelo o q vi falando de Manaus, estavam usando uma dose alta dessa medicação (não sei o protocolo q estavam ou estão utilizando).",Neutro
O grupo tá cheio de médico agora,Neutro
"Esse é aquele que mandou injetar desinfetante para combater o Covid-19? Ah tá, prefiro não dar muito ouvido não.",Negativo
Vai da um efeito colateral. Mas estou achando que é comprimido de amido,Negativo
"Quem não quiser, toma dipirona e paracetamol que passa",Positivo
Nunca! Minha irmã tem Lúpus e toma! Tem muitos efeitos colaterais sérios,Negativo
"minha cidade já foi um polo de malária, todos tomaram e ninguém morreu ou ficou com sequelas... Se for ler a bula de todos os remédios ngm tomaria desde o remédio mais simples.",Positivo
"De forma alguma, todos os estudos que vi demonstram uma pequena eficácia apenas quando associado a Azitromicina...",Negativo
"Já tomei cloroquina por causa do meu joelho, me deu muita aceleração no coração e prejudicou meu rim!",Negativo
Ele quer é impulsionar as vendas da empresa do amigo,Negativo
"Se for por essa lógica então, minha mãe que tem Lúpus e toma diariamente o Reuquinol ( sulfato de hidroxicloroquina) estaria imune ao Covid ?  🤷🏻‍♀️",Negativo
Sera que se ele espirrar t gente emenos de min pra atende-lo? O seu ze que perdeu o cartao do sus?,Neutro
Duvido se esse imbecil está tomando,Negativo
"Donald Trump toma a cloroquina sob estreita supervisão de um médico pessoal, suponho ...",Positivo
"Se entre os médicos não há consenso, nao será eu, você e muito menos um político vai poder dar palpite sobre este tema, afinal quando fica doente procura um médico e não um político.",Negativo
"A toa não. Se tivesse doente, sim.",Positivo
Nunca,Negativo
o Trump tbm disse que deveriam injectar desinfestante em quem estivesse doente  😃,Negativo
Não morre de covid mas morre de infarto,Negativo
"Se eu pegar está doença,não tiver como ir ao hospital eu tomo sim,um mesmo tem de ver os meios que podem tentar salvar sua vida pk agora não dá pra depender de um hospital",Positivo
Um imbecil no hemisfério norte e seu aloprado seguidor versão Tupiniquim da América do Sul...,Negativo
"Preventivo? Mas qual a lógica... É um tratamento, prevenção é vacina.",Negativo
Esse demente toma até furadan  😂  😂  😂  😂  😂,Negativo
So acredito vendo ...acho que tanto ele como o bolso estao recebendo propinas das vendas .,Negativo
Propina de um remédio que custa 6 reais a caixa com 30 comprimidos?,Positivo
de grao em grao a galinha....,Negativo
Não. Sou hipertensa e usaria mediante critério de prescrição do médico para o meu tratamento personalizado.,Positivo
Tomar como prevenção nem em pensamento.,Positivo
Só burro pra acreditar,Negativo
Duvido!,Negativo
"Espero que ele injete desinfetante ""preventivamente"" tbm como sugeriu que fizessem no combate a doença  😃",Negativo
Duvido balela,Negativo
O cachorro louco mimado tio do outro louco sem cérebro daqui está evoluindo. Semana passada ele sugeriu detergente. Os seguidores de Tim Tones (Chico Anysio imitava) devem estar chorando em seus túmulos!  😄  🐂  😄  🐂  🍊  🐂  😄  🙌🏻  😄,Negativo
"https://youtu.be/-wMdqbGYP4Y O mundo vive uma pandemia, o Brasil, um pandemônio. E o vírus foi criado em Wuhan? Entenda e debata! YOUTUBE.COM O mundo vive uma pandemia, o Brasil, um pandemônio. E o vírus foi criado em Wuhan? Entenda e debata! O mundo vive uma pandemia, o Brasil, um pandemônio. E o vírus foi criado em Wuhan? Entenda e debata!",Negativo
"Como diz o Prof. em sua live hoje, isso aqui virou um pandemônio!  👆🏻  😀",Negativo
"Todos os quatro trabalhos foram publicados em revistas renomadas como a The New England Journal of Medicine, JAMA e The BMJ. O primeiro deles (1) foi um estudo observacional que analisou 1446 pacientes de COVID-19 hospitalizados. Os autores concluem qu…Ver mais Observational Study of Hydroxychloroquine in Hospitalized Patients with Covid-19 | NEJM NEJM.ORG Observational Study of Hydroxychloroquine in Hospitalized Patients with Covid-19 | NEJM Observational Study of Hydroxychloroquine in Hospitalized Patients with Covid-19 | NEJM",Negativo
Não,Negativo
"Se estavam receitando ateh remédio pra piolhos como prevenção... tão...vou tomar uma colher de sopa de ""clear""...o shampoo pra caspa...tem nexo",Neutro
"Duvido, e se tiver, quando realmente precisar não vai fazer efeito, além do que essa medicação é pouco eficaz e ele não seria tão idiota de tomar uma medicações sem estar doente, a não ser queeeeee esteja infectado e não queira assumir.",Negativo
Prá não morrer tomaria sim.,Positivo
Não,Negativo
"Eu estou tomando chá de boldo como preventivo, uma delícia, bem doce o chá ..",Neutro
mas chá de boldo não e amargo?,Neutro
"A imagem pode conter: texto que diz ""7. Estimula a circulação sanguínea 21:34 o boldo-do-chile pode ter um efeito estimulante sobre circulação sanguínea essa condição faz que corpo potencialize circulação de respiração. Além disso, ele promove circulação sanguínea em áreas afetadas pelo reumatismo artrite, que são doenças que sofrem com essa obstrução, promovendo alívio e diminuição da dor. Ele atua vesícula biliar, de baço, glândulas endócrinas, hormônios enzimas. 8. Ajuda a acalmar os nervos Os óleos provenientes boldo podem ter efeitos relaxantes, acalma os nervos, reduz estresse tranquiliza. Porém, para essa finalidade ele deve ser""",Neutro
Delicioso não achareis nunca kkk Mas que ajuda ajuda.,Neutro
",.e amargo sim, disse que era doce mas de brincadeira",Neutro
Ele é sócio de um laboratório que fábrica hidro cloroquina . Fonte jornal the New York times.,Negativo
Não,Negativo
Pra n morrer eu tomaria...cloroquina...quirolina....até gasolina kkk,Positivo
vc é eu na vida kkkkkkkkkkk eu sou cagona,Neutro
Jamais ....,Negativo
Até parece que ele Não fala qualquer coisa por politica e economia! Mentira dele!,Negativo
"tomaria com certeza, não tenho comorbidade, uso dele é só em 5 dias, não cega , nem ataca fígado nesse período",Positivo
Tomaria sim!,Positivo
"Lógico, que sim esse remédio já existia pra outras coisas ele não é um remédio inventado, eita povo polêmico",Positivo
seguindo essa lógica vc vai tomar aspirina pra dor e febre na dengue?,Negativo
"Se curar sim, pq não",Positivo
Eu por enquanto estou tomando Quina que aqui na Bahia chama Pau para tudo ele fica em infusão de álcool pinga ok só por precaução,Neutro
"Lógico que não, óbvio. Você toma antibiótico para tuberculose preventivamente ? Você toma antiviral pra HIV preventivamente ? Você toma medicação pra dengue preventivamente? Então é óbvio que não",Negativo
Ele socio empresa,Negativo
Sim,Positivo
da uma lida para ver se você ainda tomaria . https://consultaremedios.com.br/difosfato-de-cloroquina/bula/reacoes-adversas.amp Efeitos colaterais do Difosfato de Cloroquina e reações adversas | CR CONSULTAREMEDIOS.COM.BR Efeitos colaterais do Difosfato de Cloroquina e reações adversas | CR Efeitos colaterais do Difosfato de Cloroquina e reações adversas | CR,Negativo
https://www.portaldeolho.com.br/municipios/medico-diz-ter-esvaziado-uti-de-floriano-apos-tratamento-com-cloraquina/ Médico diz ter esvaziado UTI de Floriano após tratamento com Cloraquina PORTALDEOLHO.COM.BR Médico diz ter esvaziado UTI de Floriano após tratamento com Cloraquina Médico diz ter esvaziado UTI de Floriano após tratamento com Cloraquina,Positivo
"respeito sua opinião de não querer tomar, mas eu com certeza tomaria",Positivo
espero que você tenha lido . Porque você disse que tomaria uma remédio somente para prevenir a não pegar a doença . Eu só quero que você entenda o que um remédio pode causar sem precisar tomar . Mas aí cada um faz o que quer né  🤗,Negativo
Ali são médicos que sabem qual é a dosagem que o paciente tem que tomar . Duvido que um médico de respeito indicaria para uma pessoa saudável um remédio tão forte por prevenção .,Negativo
pra que eu iria tomar se não estiver doente ? E a mesma coisa você ficar tomando remédio para dor de cabeça sem ter .,Negativo
"Vc leu direito a pergunta da postagens ? A imagem pode conter: texto que diz ""Toque Somente alarmes Até que você desative o ""Não perturbe"" DESATIVAR AGORA ""O presidente dos EUA, Donald Trump, afirmou nesta segunda-feira (18/05) que está tomando hidroxicloroquina oquina 'preventivamente"" contra a covid-19."" E você tomaria a hidróxi-cloroquina como prevenção? Curtir Comentar 93 Compartilh.. Ver comentários ant Escreva um comentário...""",Negativo
A gente toma vacina H1N1 para PREVENÇÃO.,Neutro
Como prevenção não. Só se apresentasse sintomas,Positivo
Gosto dos que estão tomando Tônica Schweppes e os que morreram pq injetaram desinfetantes. Esse povo precisa ser estudado.,Negativo
Cadê o coração dele que n faz um favor à humanidade e para?,Negativo
Não.....,Negativo
"Ele deve deve ter pegado e ficou quietinho, agora está dando um migué kkkkk zueira gente",Negativo
Se curou é o que importa.,Positivo
"Mas ele deve ter feito vários exames pra verificar a pré disposição cardíaca , e nos relés mortais do SUS ? ...",Negativo
"duvido que ele esteja tomando , afinal é idoso e ter uma taquicardia é facil",Negativo
Não são todos que irão ter não. Muito idoso usa esse remédio para artrite e outras doenças autoimunes.Não é desse jeito que estão pregando. Grávidas tomaram esse remédio para Zica vírus em 2016. A senhora sabia disso?,Neutro
"eu sei , e são com doses controladas, mas o assunto é o covid e a propaganda do mesmo . Mas, qual era o tema ?",Negativo
"eu comentei sobre o tema e que não existe comprovação científica , caso diferente para malária, artrite reumatóide e lúpus , em que pesquisas e testes comprovaram a eficácia porém como todo remédio tem efeitos colaterais , a medicação é instruída pelo médico em combinação com a história clinica de seu paciente. Então vc passou para outro tema ,abs",Negativo
Estão receitando na rede particular. Só pobre tem que se ferrar na vida.,Positivo
"https://www.google.com/amp/s/veja.abril.com.br/saude/combinacao-de-hidroxicloroquina-e-zinco-se-mostra-eficaz-contra-a-covid-19/amp/ Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo VEJA.ABRIL.COM.BR Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo",Positivo
Essa matéria é de dias atrás. Para vc ver a manipulação da mídia. Daqui a pouco some.,Positivo
a revista quer vender e as pessoas que estão e com razão preocupadas irão ler. Quando uma revista científica de renome escrever a matéria com as devidas confirmações ai é outra história...,Negativo
O que muitos leigos não entende e que tramp tem médicos de primeiro mundo daí b nos vamos na upa e saímos de lá tomando cloroquina sem ser testado e sem eles saber qual doença nos temos tipo hipertensivos diabetes problemas renais tem muita diferença entre nos e tramp né,Negativo
tem é coragem...deixa ele!!!  😂  😂,Negativo
Nem pra morrer? Kkk,Negativo
"Para malária é usado de forma preventiva, antes de viagens com alto índice de incidência. Particularmente, prefiro continuar tomando minhas vitaminas",Negativo
quais vitaminas vc esta tomando desculpe a pergunta ...,Neutro
"vitamina C 1 grama, vitamina D3 10.000 UI, comprei zinco também ainda não estou tomando, não lembro as miligramas",Neutro
hj comprei Nenhuma descrição de foto disponível.,Neutro
"a sua é de 1.000 UI, a minha 10.000 UI, sigo os ensinamentos do Dr Lair Ribeiro e outros, caso tenha interesse pesquise no YouTube, tem muita coisa sobre a vitamina D e outros suplementos.",Neutro
estou tomando tbem e tomou ivermectina,Neutro
"comprei na farmácia hj ,não foi prescrito ,ai me venderam essa.",Neutro
"Ve se o bozo faz o mesmo, vamos esperar, ele imita sempre o tramp  😂  😂  😂",Negativo
Achei q ele tinha injetado desinfetante no fiotó kkk,Negativo
"Eu sou usuária desta droga à alguns anos. Fiquei sem tomar por dois meses. Assim que foi deflagrada a quarentena e ""alguém"" veio dizer que isso é a ""cura"" para covid, limparam as farmácias da minha cidade. Tive que esperar os médicos voltarem a ate…Ver mais",Negativo
Pra n morrer eu tomaria...cloroquina...quirolina....até gasolina kkk,Positivo
"Não, sem necessidade de tratamento se não está enfermo.....",Negativo
Consegue ser mais idiota do que o presidente daqui,Negativo
"Não, o Bolso é mais idiota.",Negativo
A briga é boa,Negativo
Nem f. ... para hipertenso risco de infarto... em doses acima do recomendado...,Negativo
Pois é. Acima. O povo não entende.,Neutro
"Quem ainda está com dúvida se usaria ou não, da uma lida na bula . https://consultaremedios.com.br/difosfato-de-cloroquina/bula/reacoes-adversas.amp Efeitos colaterais do Difosfato de Cloroquina e reações adversas | CR CONSULTAREMEDIOS.COM.BR Efeitos colaterais do Difosfato de Cloroquina e reações adversas | CR Efeitos colaterais do Difosfato de Cloroquina e reações adversas | CR",Negativo
"A dose de profilaxia de hidroxicloroquina e muita baixa, associada a zinco não sei exatamente a dose mas vi um infectologista falando",Positivo
https://m.facebook.com/story.php?story_fbid=1019342698480943&id=636938300054720,Neutro
Como tratamento sim...como prevenção não...,Positivo
"A imagem pode conter: texto que diz ""Hydroxychloroquine Has about 90 Percent Chance of Helping COVID-19 Patients, States Association of American Physicians and Surgeons (AAPS) GlobeNewswire TUSCON, (GLOBE NEWSWIRE)-- letter Gov. Doug. Arizona, the Association American Physicians Surgeons (AAPS) presents table studies ftreating COVID-19 the anti- malaria drugs chloroquine hydroxychloroquine Plaquenil0) the number of reported patients treated with without the widely used antibiotic azithromycin, observational Algeria, improved clinically. France, Korea, Ofthese, 2,137 percent deaths, allbut in Administration where patients severely have been they hinder replication. antiviral properties Particularly into cells and inhibit overreaction by Reactions""",Positivo
"https://www.google.com/amp/s/veja.abril.com.br/saude/combinacao-de-hidroxicloroquina-e-zinco-se-mostra-eficaz-contra-a-covid-19/amp/ Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo VEJA.ABRIL.COM.BR Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo",Positivo
Eu acho que é mentira dele.,Negativo
Estranho se ele não está infectado porque está tomando se até pouco tempo atrás era contra vai entender,Negativo
Isso é prevenção,Positivo
"Jamais. Se não estou infectada, para que iria tirar das farmácias um medicamento que pode ajudar outra pessoa que necessita?",Negativo
"Prevenção é vitamina, chás, vegetais! Cloroquina é medicação!!!!",Neutro
Se fosse preventiva quem tem lúpus não era contaminado .,Negativo
O cara fez a população tomar desinfetante e morrer por ignorância. Não dá pra levar a sério. Acredito na ciência não em político.,Negativo
E aquele salmão lá fala alguma verdade  🤦🏻‍♀️  🤦🏻‍♀️  🤦🏻‍♀️  🤦🏻‍♀️  🤦🏻‍♀️  🤦🏻‍♀️,Negativo
salmão  😂  😂  😂  😂  😂  😂  😂  😂,Negativo
menina e que cor ele é?? Salmão  😂  😂  😂  😂  😂  😂  😂  😂  😂,Negativo
"tá certíssima, melhor definição  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂",Negativo
Não sei quem fala mais asneira se é o salmão americano presidencial ou o asno brasileiro presidencial,Negativo
"salmão é muito bom,!  🤣  🤣  🤣  🤣",Negativo
Quem sabe a gente dá sorte e esse bosta falece?!?!,Negativo
"quanta raiva no coração. Faz mal, não vale a pena!",Negativo
"me desculpe, mas tem muito inocente morrendo por conta dessa gente. P mim não fariam falta alguma.",Negativo
"se cuide com as palavras, tudo que desejares para os outros volta para vc.",Neutro
"O paciente vai a uma consulta e o médico receita Ratazanato de Cocozol 500mg, tomar 1 cp, 6/6h, 30 dias, a pessoa vai na farmácia, compra e começa tomar. Se tivesse receitado Hidroxicloroquina 150mg, tomar 1 cp, 12/12h, 2 dias, a pessoa olha e fala: ai…Ver mais",Neutro
🤣  🤣  🤣  🤣,Neutro
"https://g1.globo.com/bemestar/coronavirus/noticia/2020/05/18/teste-de-vacina-contra-coronavirus-em-humanos-tem-resultados-positivos-preliminares-diz-empresa.ghtml Teste em humanos de vacina contra coronavírus tem resultados positivos preliminares, diz empresa G1.GLOBO.COM Teste em humanos de vacina contra coronavírus tem resultados positivos preliminares, diz empresa Teste em humanos de vacina contra coronavírus tem resultados positivos preliminares, diz empresa",Neutro
"Nunca, não sou maluco",Negativo
"A imagem pode conter: texto que diz """"Brasileiro toma por conta própria, Rivotril, termogênico, analgésicos, Sibutramina, Trembolona, Durateston, Stano, Viagra, remédio para pressão, relaxante muscular, anti- inflamatórios, Fuma igual um FDP, usa drogas, toma CITOTEC, pílulas do dia seguinte,etc Mas acha um absurdo usar cloroquina no tratamento da COVID-19 pois o remédio tem efeitos colaterais. Só pode ser sacanagem mesmo, né ?""",Neutro
"https://www.google.com/amp/s/veja.abril.com.br/saude/combinacao-de-hidroxicloroquina-e-zinco-se-mostra-eficaz-contra-a-covid-19/amp/ Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo VEJA.ABRIL.COM.BR Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo Combinação de hidroxicloroquina e zinco pode ser eficaz, indica estudo",Positivo
"quem quiser tomar , toma . Eu estou comentando sobre o que os cientistas que são profissionais da área dizem e quando a OMS e cientistas aprovarem depois dos devidos estudos que este medicamento serve a covid para reduzir os danos e tempo de internação… Ver mais",Negativo
Mas realmente é isso que vc disse.Só toma quem quiser.,Neutro
"assinou concordando , segue o tratamento porém com a ciência de que pode ter um ataque cardíaco . abs",Neutro
Ou ir parar num respirador entubado com 70% de chance de óbito. Mesmo porque se precisar de um respirador é porque já não tem muito o que fazer. A cloroquina pelo menos quando administrada no início do tratamento impede que o vírus se multiplique. Juntamente com outras drogas ajuda curar antes de entrar em estado crítico. E não tem nada de ataque cardíaco porque a dosagem é bem baixo e só por 3 dias.,Positivo
vc é livre para decidir sobre sua saúde e respeito sua opiniào . Quem quiser e claro se o médico achar por bem usar o medicamento é somente o paciente ou família concordar com os tetmos. É muita postagem para algo que somente o médico e o paciente devem decidir e tem efeitos colaterais que dentro do hospital tem como controlar a taquicardia e em casa não se cuida e a vida segue...,Neutro
"Não tem nada de taquicardia. Muita gente faz uso regular para tratamento do lupus e artrite reumatoide, inclusive com doses mais altas do que a recomendada para o covid. O exército brasileiro que atua na amazônia faz uso contínuo por causa da malária. Você está se opondo só porque é o remédio do Bozo, é isso?",Positivo
não é porque uso a inteligência mesmo e vc esta misturando como se fosse tudo a mesma doença. Quer usar use não precisa do meu aval e nem médica sou.,Neutro
Não sou eu que quero te convencer. É que você mesmo não sendo médica está prestando uma desinformação afirmando que isso causa ataque cardíaco. Seja honesta e fala logo que sua implicância é com o Bozo.,Neutro
Eu tô puta com o presidente e seu desgoverno em muitos pontos e nem por isso deixo de raciocinar kkk,Neutro
"então não causa taquicardia e os médicos que ouço mentem ? Se eu basea-se minha vida ao que o outro faz , não teria vida própria e o Bozo não é meu pai e nem alguem que amo , portanto ele tome o remédio que quiser. Você e cientista , médico ou farmaceutico para falar com tanta propriedade sobre medicamentos?",Negativo
"Eu também tô putasso com ele, porque essa polemica toda é tudo culpa dele. Se não fosse por causa dele eu não precisava ficar aqui passando pano.",Positivo
