content,stance
"pq? Qual o problema com a minha linguagem escrita ? Pelo menos não publico fake news, nem coloco seres humanos em risco com minha idiotice",Negativo
"Trabalho em farmácia e quando saiu a notícia que o reuquinol poderia ser a cura para corona ,foi uma galera querendo comprar CAIXAS E MAIS CAIXAS, tomar reuquinol como se fosse paracetamol é pedir para morrer mesmo, MEDICAMENTO APENAS COM PRESCRIÇÃO MÉDICA ATÉ UMA CRIANÇA SABE ISSO.",Negativo
é óbvio que é fake! Pelo amor de Deus raciocinem!,Negativo
estória Se tá de sacanagem né? ESTÓRIA,Positivo
"na Record né, pq vc acha que só lá há essa divulgação? Nenhuma sociedade médica falou sobre essa cura milagrosa? É fajev",Negativo
teimosa@!,Positivo
meu Deus...de gracas a Deus que algo tá dando certom,Positivo
"Não sabe nem o que tá dizendo! Até um simples paracetamol pode matar alguém sem prescrição médica, por isso desde SEMPRE é orientado quanto a auto medicação!",Positivo
"pq não é verdadeira, se fosse seria história. Não sabe escrever nem interpretar e quer me corrigir..m",Neutro
Não percam o tempo de vocês com uma pessoa negativa afff parece que não quer que encontre a cura!!! Misericórdia .,Positivo
eles acreditam mais na Record do que na OMS  🙄,Negativo
"Esse remédio tá sim tendo resultados positivos, mas ainda estão testando. Nao tem nada de fake. Algumas pessoas que tomaram esse remédio, tiveram a doença em remissão.… Ver mais",Positivo
"na band tbm,é pq foram poucos tratados,logo irão divulgar.. larga de ser teimosa moça, qual a razão disso td? Claro que não podem tomar por conta,eles estão usando em casos graves nos hospitais",Positivo
"falo a que sabe interpretar KKKKKKK sabe o que é ""automedicar""? hUr dur homem morreu com cloroquina, ele morreu porque foi burro e achou que tomasse sem consultar um médico antes tava tudo normal",Positivo
,Neutro
"as outras emissora são todas compradas para omitir fatos e quando falam algo é para ir contra o presidente ,só acho",Positivo
"A imagem pode conter: texto que diz ""QUARENTENA DIA 6 ESTOU ENTRANDO EM TODAS AS TRETAS POSSÍVEIS NA INTERNET PARA SAIR DO TEDIO""",Neutro
"mulher teimosa da porra! rsrs Se falar que morreu mil num dia, aí acredita na hora! Mto negativa vc querida!",Positivo
eu quero que dê. Mas não é verdade.,Negativo
não é mentira não eis vi a entrevista na Record,Positivo
"Deus te ouça quê tudo vai da certo , precisamos dessa curar ..",Positivo
Desinformada,Positivo
verdade em nome de Jesus Deus vai estruir os médicos para o tratamento certo é fé e pensamento positivo todos nós devemos ter,Positivo
??,Neutro
Foi isso que eles falaram veih! Tu é burra As pessoas estão comprando na farmácia e esse remédio tem Contra Indicação! O remédio que deram para a paciente foi uma mistura de Dois Remédios por isso fez efeito.... Quer que eu desenhe pra você ?,Positivo
mas ele autosemedico,Neutro
então pega coronavirus vai para o hospital e descobri a vdd por si próprio,Positivo
", larga de ser negativa...se porventura vc ou alguém da sua família pegar covid-19 vc abre mão do tal medicamento? Duvido!",Positivo
,Neutro
"Os pessoais falando ""não é mentira, eu vi na Record"" Também vi gravida de Taubaté e ET bilu na Record Essa é emissora já é acostumada em propagar várias meias verdade e fake news pra proporcionar o governo que tem relação com o dono da emissora",Negativo
sou verdadeira. Gosto da verdade. Ela geralmente poupa vidas.,Negativo
"é um medicamento que está em testes. Foi utilizado associado ao tratamento convencional. A China disse que não é mais eficiente que nenhuma outra medicação. E ficam dando estas notícias, arriscando a vida das pessoas.",Negativo
"A Espanha tá realizando um estudo com mais de 3 mil paciente, utilizando o método do duplo cego entre três grupos, que é a forma mais correta de fazer uma pesquisa clínica, e a pessoas aqui que não entende como funciona uma pesquisa caindo em uma ladainha de uma emissora Um sujeito falou que acredita mais na Record do que na Globo, e isso só mostra que ele prefere apenas agarrar naquilo que quer que seja, não consegue seguir um raciocínio lógico",Negativo
Dá nióbio vai que funciona  🤦🏼‍♀️,Negativo
Deixa de ser macabra!!!,Positivo
não eu sou realista... O idiota do presidente Manda na Record!,Negativo
"Independentemente disso, mandar dar nióbio! Mais empatia!!!",Positivo
Esse grupo não é sério??,Negativo
não é fake news vi numa entrevista no jornal da record.. E no sbt tbm passou,Positivo
"cê sabe desde quando existe esse remédio e que ele ainda está em fase de testes, além de ter uma quantidade imensa de contra indicações e precisar ser administrado com outros medicamentos no tratamento intensivo pra reduzir (talvez) a … Ver mais",Neutro
não foi inventado agora.,Neutro
"Parem de tentar convencer ela que é verdade. Se acreditar, bem. Senao nao faz diferença",Positivo
Ai gente se a mulher é negativa deixa ela falar sozinha,Positivo
"que tá fazendo aqui então, vaza",Positivo
hahahaha amigo... https://www.google.com/amp/s/noticias.r7.com/saude/falta-de-remedio-que-esta-em-teste-contra-covid-19-prejudica-pacientes-20032020%3famp  Falta de remédio que está em teste contra covid-19 prejudica pacientes NOTICIAS.R7.COM Falta de remédio que está em teste contra covid-19 prejudica pacientes Falta de remédio que está em teste contra covid-19 prejudica pacientes,Negativo
várias pessoas tem o remédio em casa por que ele trata diversas enfermidades,Negativo
"todos torcemos pela cura, ninguém é idiota. A questão é a irresponsabilidade.",Negativo
"reconheço a fala de um adulto quando ele termina um discurso com ""chupa essa manga""",Negativo
"Ele me atacou TB , Pq falei dos riscos de quem não pode tomar a medicação .",Neutro
Por quê só a R7 tá noticiando isso?,Negativo
agora ser verdadeiro é ser negativo?,Negativo
tem mesmo efeitos colaterais.,Negativo
As pessoas prefere seguir na emoção e deixar a racionalidade de lado,Neutro
Ou é apenas uma ladainha política,Neutro
é isso,Negativo
se orienta.,Negativo
https://www.google.com/amp/s/www1.folha.uol.com.br/amp/equilibrioesaude/2020/03/chineses-concluem-que-hidroxicloroquina-nao-e-melhor-que-cuidado-usual-contra-coronavirus.shtml  Estudo chinês aponta que hidroxicloroquina não é melhor que cuidado usual contra coronavírus WWW1.FOLHA.UOL.COM.BR Estudo chinês aponta que hidroxicloroquina não é melhor que cuidado usual contra coronavírus Estudo chinês aponta que hidroxicloroquina não é melhor que cuidado usual contra coronavírus,Negativo
https://www.google.com/amp/s/www1.folha.uol.com.br/amp/equilibrioesaude/2020/03/chineses-concluem-que-hidroxicloroquina-nao-e-melhor-que-cuidado-usual-contra-coronavirus.shtml  Estudo chinês aponta que hidroxicloroquina não é melhor que cuidado usual contra coronavírus WWW1.FOLHA.UOL.COM.BR Estudo chinês aponta que hidroxicloroquina não é melhor que cuidado usual contra coronavírus Estudo chinês aponta que hidroxicloroquina não é melhor que cuidado usual contra coronavírus,Negativo
"folha são Paulo, jornal de esquerda, explicado rsrsrs",Positivo
vc já tomou alguma vacina chinesa?,Neutro
tá certa o correto é acreditar no bolsonews,Negativo
✌️,Neutro
Acabou de passar na Record que essa senhora está curada...,Positivo
eu vi na Record tmbm,Positivo
"Vejam que qualquer noticia boa aparece alguem para falar que nao funciona , é ruim etc, fake etc... Mas postagem da globo ta cheio. esse grupo aqui so existe pra tocar terror.",Positivo
"A Record não é uma emissora que se deve levar confiança, já que se deve levar em conta que ela tem um motivo ideológico por trás de suas ""informações""",Negativo
"kkkkkkk, a ta, entendi, kkkkkk, tem que ser da globo, kkkkkkk",Positivo
"esses são os globistas que adoram notícias ruins, perca de tempo trazer notícias boas em teste que está sendo aprovado e dando certo.",Positivo
"Esquerda fanático, esquece  🤮",Positivo
"Trazer uma ""notícia boa"" com intuito de beneficiar um presidente ignorante é apenas uma burrice",Negativo
A Espanha está fazendo a pesquisa (pesquisas de verdade utilizando uma metologia de verdade e não daquele outro médico que só usou 36 pacientes sem colaborar com a metodologia científica),Negativo
Vocês não sabe como essa notícia prejudicou várias pessoas que precisa desse medicamento,Negativo
Os unicos prejudicados sao os que querem um golpe como vc.,Negativo
"deixa de ser chata, o pessoal tá falando que passou na TV, que é conhecida da pessoa que fez o post, pra que isso? Esse medicamento tem tido bons resultados, seja mais otimista!",Positivo
Só passou na Record. Nenhuma outra mídia tá noticiando isso,Negativo
Isso tá bem estranho,Negativo
"Mulher se você chegar a pegar o vírus é só não utilizar da medicação, Deus queira que não precise, já que você não acredita.",Positivo
Ela tinha malaria ou lupos???,Negativo
vc pode escolher!!!,Positivo
se malária e lupos são tratados cm mesmo medicamento pq não pode ser tratado o corona vírus tmbm?  🤔,Positivo
porq o mundo todo então não ta utilizando este remédio pra curar todos?,Negativo
Acredito que vc precisa expandir os meios de comunicação que vc usa!,Positivo
E vc se atualizar,Negativo
E parar com os fake,Negativo
Qual a fonte desta noticia?,Negativo
https://www.google.com/amp/s/brasil.elpais.com/ciencia/2020-03-20/corrida-mundial-para-testar-dois-medicamentos-contra-o-coronavirus.html%3foutputType=amp  Corrida mundial para testar dois medicamentos contra o coronavírus BRASIL.ELPAIS.COM Corrida mundial para testar dois medicamentos contra o coronavírus Corrida mundial para testar dois medicamentos contra o coronavírus,Positivo
"Como lhe disse, seria bom expandir os meios de comunicação!",Positivo
vc devia ler melhor...estão fazendo TESTES,Negativo
Só a emissora da Record tá anunciando isso,Negativo
Só pelo fato de apenas a Record tá anunciando é motivo de desconfiança,Negativo
"ontem ao ver o cidade alerta me deu nojo, eu ate gostava do apresentador mas depois de ontem. Ele ao transmitir a comunicação dos membros da saude nao deixava ninguem ouvir as perguntas dos jornalistas e mal as respostas, ele fal… Ver mais",Negativo
"Gente quem não acredita ok, só espero não precisar se ficar doente.",Positivo
Pausar GIF Tenor,Neutro
"Aki no USA tbm tratam com esse remédio, mas não vejo tanta euforia em relação a isso. Sabe oq?!? Pq não funciona pra tds e os médicos aki não acreditam q essas pessoas estão sendo curadas pelo remédio, que eh apenas o corpo da própria pessoa lutando co… Ver mais",Negativo
"Esse remédio cura só brasileiro então, aki no usa não tem comprovação kkkk",Negativo
"faz sentido, mais vamos tentar ter esperança, seria bom se funcionasse aqui.",Positivo
Só acho q quem não mora no Brasil não tem q dar opinião cada um com seu presidente,Positivo
"mesmo morando aki eu voto no Brasil, declaro impostos aqui e aí!!! Eh muito triste ver a prepotência da pessoa quando a outra está alertando sobre o que ja estamos passando a 1 mes trancados em casa. O bom é que achar todo mundo acha não… Ver mais",Negativo
cuida da situação ai então querida não vem da opinião,Positivo
"Apenas a Record tá anunciando a ""eficácia"" desse medicamento, e ela a emissora mais próximo do presidente da República, que de forma irresponsável divulgou esse medicamento onde alguns foram intoxicado por causa dessa irresponsabilidade",Negativo
"agora entendi toda sua postura, é contra isso pq é contra tbm o presidente, se situa, a pessoa que tomou a medicação não tomou a certa, morreu por ignorância pura, desde então é proibido tomar em casa para esse tipo, os testes estão… Ver mais",Positivo
Pois é... tenho um conhecido na UTI estão fazendo o uso e o quadro dele vem piorando a cada dia.,Negativo
"Foi verdade vir na Record o remédio que ela foi curada  A imagem pode conter: texto que diz ""23:22 Respostas Stall Respostas seu comentário na publicação de Mauricio Negrao Ernanda Freitas Está dando na Record o remédio que pode ser cura 20 min Curtir Responder Raquel Dias Ernanda Freitas cloroquina associada azitromicina que curou doentes em minha cidade Agora mesmo Curtir Responder Raquel Dias vai faz tudo certo sim amiga tenho fé III""",Positivo
Tem sites dizendo que a OMS não aprova,Negativo
GRAÇAS A DEUS... AMÉEMM...,Positivo
https://www.facebook.com/100003626583094/posts/1814433758687493/,Neutro
Gloria a Deus.,Positivo
"Glória a Deus,vê notícia positiva  😍",Positivo
Eu vi essa reportagem é real  👏🏻  👏🏻  👏🏻  👏🏻,Positivo
"Boa noite, pessoal. Tenho visto muitas pessoas falando sobre a tal Cloroquina. Gostaria de compartilhar com vocês um artigo do Jornal Francês Le Monde. É uma entrevista com a Dra. Françoise Barré-Sinoussi, Médica vencedora do Nobel de medicina. Foi ela… Ver mais  Françoise Barré-Sinoussi : « Ne donnons pas de faux espoirs, c’est une question d’éthique » LEMONDE.FR Françoise Barré-Sinoussi : « Ne donnons pas de faux espoirs, c’est une question d’éthique » Françoise Barré-Sinoussi : « Ne donnons pas de faux espoirs, c’est une question d’éthique »",Negativo
O ruim que tem que assinar para ler mais.  🙁,Neutro
gente passou na Record parece que o remédio tem sido eficiente. o que esta avendo aqui parece que tem gente que não quer que de certo?  🤔,Positivo
Record sabe mais que a OMS Tá certo então  👍,Negativo
"não tem comprovação, se fosse tao eficaz aqui no USA não estariam morrendo tantos. Mas quer acreditar em tv brasileira ok! Mas a verdade é se fosse tao bom o mundo tava usando. Mas deve curar só brasileiro então kkkkk",Negativo
"ela entrevistou uma mulher que apos ter tomado a droga teve uma resposta boa. eu não acreditaria na Globo, mais na Record sim",Positivo
esse virus eh uma incógnita ela poderia ter melhorado sem nada tbm.,Neutro
estamos vendo relatos que pessoas estão tendo melhoras a Droga muda algo na célula fazondo com que o viros nao se multiplique veja a reportagem,Positivo
"a Record, a mesma que apoia o presidente que quer quebrar a quarentena. O mundo estaria usando se fosse 100% eficaz, mas é um remédio que já existe, cheio de efeitos colaterais, e não funciona em todos os casos. A OMS não listou o me… Ver mais",Negativo
entao so nos resta ter Fé,Positivo
tem uma moça que converso que ela e um dos testes da italia com esse remedio ta dando certo,Positivo
"seria maravilhoso neh?!? Olha isso, minha cunhada q eh enfermeira conversando sobre um paciente (ta em inglês)  A imagem pode conter: texto que diz ""Facebook LTE 5:27 PM 19% Ashley Yea he was given that drug Really?!? Is it helping really? Anti-malaria, potential potential coronavirus drug chloroquine canb lethal to children google.com Delivered There was no changes in his chest X-ray and he had difficulty breathing today so idk Oh lord iMessage A 川 Pay Q""",Negativo
o vírus que tá no Brasil é um pouco diferente pois teve mutação vários jornais publicou isso,Positivo
"O medicamento está em testes, e está tendo bons resultados! Pouco se sabe sobre esse novo coronavirus, se está dando certo, pq não ter esperança? Vamos esperar mais estudos sobre. Os veículos de comunicação vão falar sobre, não estão dizendo que estão … Ver mais",Positivo
"sim, é por aí Otimismo, sem perder o realismo.",Positivo
seria maravilhoso!!! Enquanto isso Aqui o exército americano ao invez de construir hospitais estão contruindo necrotérios para os milhares de corpos de pessoas q morrerao. Eles realizaram q não tem como tratar td mundo vai morrer geral.… Ver mais,Negativo
"eu vi no jornal online falando que o presidente quer os americanos que estão no Brasil aí, dá até medo imagina oque tá pra acontecer, se Deus quiser logo descobrem a cura  🙌🏻",Positivo
"Infelizmente o otimismo eh amigo desse virus!!! O medo sera o único q nos salvará, o medo nos mantera em casa!",Negativo
"o Bozo falou q cura covid 19 se ele achou a cura pq os outros Países ainda estao enterrando mais e mais mortos, cientistas do mundo todo procurando a cura e vem um asno sem estudo e diz uma merda dessa, esses gados só podem ter probl… Ver mais",Negativo
", aff quanta gente negativa, né? Parecem que torcem p não dá certo...só Deus !",Positivo
sim a impressão que passa é temos que provar para todos que o remédio nao da certo  🤔,Negativo
Depois se dizem farmacêuticos? Cadê o pensamento científica em vez de se agarrar em uma provável falso esperança?,Negativo
só quem realmente vai contra mesmo e jamais precisará caso fique doente.,Positivo
sim os esquerdas que estão torcendo pra isso,Positivo
"que você mortadela não fique doente e precise implorar por esse remédio, passar bem viu ""gado""",Positivo
A esquerda é inteligente o bastante pra saber que não existe medicamento milagrosa,Negativo
", se for por esse seu pensamento as farmácias vão ter que fechar pq até uma simples dipirona é MILAGROSA quando vc está com dor mas p esquerda é o velho ditado "" quanto pior, melhor""...",Positivo
"Não existe ""medicamento milagrosa"" o que existe é ciência No método científico não foi demsotrado NENHUMA EFICÁCIA desse medicamento Você tá jogando na esquerda dizendo que nós queremos o pior, mas vocês que divulgaram vários medicamento que supostamente se mostrava eficácia fazendo que o estoque esgotar prejudicando várias pessoas",Negativo
"https://www.bloomberg.com/news/articles/2020-03-25/hydroxychloroquine-no-better-than-regular-covid-19-care-in-study  Malaria Drug Chloroquine No Better Than Regular Coronavirus Care, Study Finds BLOOMBERG.COM Malaria Drug Chloroquine No Better Than Regular Coronavirus Care, Study Finds Malaria Drug Chloroquine No Better Than Regular Coronavirus Care, Study Finds",Negativo
"Segundo a Dra. Françoise Barré-Sinoussi, é preciso muita cautela com o estudo que está sendo amplamente divulgado sobre os benefícios da Cloroquina no tratamento do covid-19. Falou que o estudo feito pelo Dr. Didier Raoult (com apenas 24 pacientes) é… Ver mais",Negativo
"Nossa quanta gente chata torcendo pra não da certo, Sai pra lá gente ruim cheia de negatividade. Que toda esta negatividade te acompanhe.",Positivo
Vai dar certo,Positivo
Q Deus nos abençoe sempre amém amém  🙏,Positivo
Mãe Cláudia Mendola Rio de Janeiro,Neutro
era dela que eu estava falando,Neutro
"Esse remédio pelo que sei é para casos de quem está na UTI , em estado grave e no respirador...",Neutro
"Que assim seja todos os dias notícias boas de curas , de vencermos essa batalha",Positivo
Glória Deus eu vi na TV a entrevista dela ela ficou curado c o remédio que bolsonaro falou,Positivo
"Lembrando que tambem teve mortes, entao que seja realizado testes pelos profissionais, nada de ir para as farmacias compra e se auto medicar",Neutro
Qual a fonte dessa informação?,Neutro
"foi relatado em jornais, como Band, Record e SBT. Segundo pessoas disseram ao em cima.",Positivo
Mais a cloroquina é dosado apenas nos hospitais de forma certa o povo sai tomando ai sem necessidade e vai morrer. Se chegar a pegar o vírus depois nao vai fazer efeito,Positivo
. Povo sem noção  😌  🤔,Neutro
Eu só vi na Record,Positivo
Feliz dimaissss!! Assisti a reportagem Deus abençoi que dê certo pra todo mundo  🙏  🙏,Positivo
Eu vi no jornal  🙌  🙌,Positivo
"A imagem pode conter: 1 pessoa, texto que diz ""70% 14:27 m.facebook.com/home home Daniel Filho Ontem às 12:05 Facebook for Android Simples: grupos de risco ficam em casa, os demais saem para trabalhar. No fim do dia, quem saiu para trabalhar traz pão e vírus. 40 2 comentários Curtir compartilhamentos Comentar Compartilhar Franciele Bruckmann aí os recolhidos em casa com mais de 60""",Negativo
exatamente isso...  🤦🏽‍♀️  🤦🏽‍♀️  🤦🏽‍♀️,Neutro
"Aqui no rio o centro tá vazio, zona sul ta vazia, enquanto isso os bairros da zona oeste e norte, nas ruas mais pra dentro dos bairros, festas, pagode, churrasco, ruas lotadas, comércio funcionando, aí eu digo, as pessoas que estão respeitando, vão ter… Ver mais",Neutro
"Melhor abrir os comércios dos centros logo, a economia vai ficar ferrada com o vírus circulando normalmente nos subúrbios lotados, melhor deixar a economia bem, o vírus vai circular da mesma maneira no Brasil, quarentena no Brasil não funciona",Neutro
"Não levem a Cloroquina como ""O remédio para COVID-19"", ele é um quebra galho que vai funcionar em um paciente e em outo não.",Neutro
"Até mesmo pq quem não morrer necessariamente foi curado e com cloroquina ou não muitos são curados, tudo bem que ela dê ajuda mas já é mais do que comprovado que não cura.",Neutro
Amém jesus já deu certo.,Positivo
"Tô confiante nesse medicamento não só aqui como em vários países estão fazendo testes.. inicialmente são só os casos graves que estão usando afinal ainda não se sabe se compensa, muito estudo pra sair ainda mas pelo menos já é uma luz",Positivo
Gente cheia de mimimi a mulher falo que foi curada com o remédio é pq o remédio é bom pensam mais em criticar o bolsonaro do q na saude e recuperação dos outros são capaz de torcer contra,Positivo
verdade  🙏,Positivo
"o Bolsonaro pode não ser o melhor presidente q o Brasil teve mais parece q tudo o que ele fala é motivo pro povo criticar ele pode ta falando a coisa certa mais pro povo ta sempre errado, não é hora de discutir politica e sim de pensa… Ver mais",Positivo
gente o cloroquina nao faz efeito sozinho não tem a dosagem correta e outros dois medicamentos só não irei falar qual é. Porém o povo ta saindo tomando o cloroquina sem prescrição e sem necessidade achando que vai combater o vírus. Quando… Ver mais,Positivo
mais eu não falei em momento algum em auto medicarmos estou falando q graças a Deus a gente tem uma esperança,Positivo
sim concordo plenamente,Positivo
"O Brasil é um país quente então o que pode está acontecendo é que o vírus não está chegando aqui com tanta força quanto está na Itália por exemplo , bem é o que penso e o que espero que seja . Peço a Deus que guarde as vidas de todos ...",Positivo
"Nós primeiros meses o vírus se contaminou duas vezes mais do que a Itália em testes confirmado, e também não existe qualquer correlação entre o clima com o vírus se espalhar",Negativo
Isso é apenas desculpa pra quem é contra a quarentena,Negativo
"esse é só o meu pensamento , não sou contra a quarentena tenho mãe com mais de 65 a os filhos pequenos e estou desempregada . Esse como eu disse é meu pensamento como cada um tem o seu .",Positivo
"e outra quem sabe do certo ou errado a não ser Deus , não sou eu nem você !",Positivo
"Quem sabe do certo e o errado é a ciência, e todas as pesquisas demsotra que se não tiver um isolamento horizontal, terá um colapso dentro da saúde onde muitos irão morrer",Negativo
"Os que querem causar pavor para lucrar com o vírus estão pirando com a cloroquina. Até tirar o datena do ar hoje tiraram. Tem gente poderosa por trás desse ""caus anunciado""",Positivo
"A palavra correta é caos, tá ok",Neutro
"como assim ? Hj eu não vi, tiraram do ar?",Positivo
tiraram a tv do ar apagou tudo.,Positivo
Estranhamente,Positivo
"Eke explicou detalhadamente tudo. Até as dosagens. Quando de uma vez retiraram do ar. Bem estranho. Mas para um bom entendedor meia palavra basta. A cloroquina mata o vírus quando infectado , fazendo tratamento simples no hospital. Só não pode se autom… Ver mais",Positivo
mats o vírus em um tratamento simples de 6 dias. Com baixas dosagens da cloroquina. Rápida e prática,Positivo
"Talvez tiraram pq ele tava dando dosagem, do jeito q o povo é vai se matar tomando isso, até acredito que funcione mas não tomando de qualquer jeito, e deve envolver peso também pra ver dosagem.",Neutro
eu tava assistindo!!!!! E alguém tava infernizando ele nas mensagens enquanto ele lia a entrevista. Quando caiu o sinal eu até pensei q fosse minha antena que tá ruim kkkkk,Positivo
isso mesmo. Ele saiu do ar quando ameaçou falar o nome da pessoa,Positivo
para ter efeitos colaterais tem que tomar por anos. O tratamento do corona vírus é rápido e simples. Entenda. Derruba muitas patentes trilhonarias. Altos volumes de dinheiro mundial.,Positivo
Poxa não contaram pra Espanha nem pra Itália não é mesmo?,Neutro
"ja estão fabricando em massa, todos os países. Mas não peça fontes ou links. Procure se informar. Estou cansado de tentar alertar os inocente e emocionados....paz",Positivo
ÓTIMAS NOTÍCIAS !!!!! ENTREVISTA COMPLETA SOBRE A CLOROQUINA QUE SUBITAMENTE SAIU DO AR NO DATENA COM DR DIDIER RAOULT TRADUZIDA PARS PORTUGUÊS. … Ver mais,Positivo
"disse tdo, a cura para esse vírus custa muito para alguns grandões.",Positivo
Esse médico foi o que publicou o artigo publicando vários erros metodológicos,Negativo
"Ele não provou em nada que cloroquina funciona, o artigo dele não tem qualquer eficácia científica. Não confiem em falsa esperança, isso pode ser ruim pra vocês, espere o resultados dos estudos clínicos",Negativo
apresente uma idéia melhor e pare de criticar. Quem não soma não conta e quem não conta não faz falta. Inocente..... A indústria mundial de medicamentos e vavinas vsi oerder TRILHÕES DE EUROS se a cloroquina funcionar. Vc acredita … Ver mais,Positivo
"Mario, a ""cura"" eficaz é uma vacina, e a melhor ideia atualmente é isolante social, isso já é algo já muito bem estabelecido que só é rejeitado por pessoas egoísta",Negativo
Você não sabe por na cabeça que não existe NENHUMA prova que esse medicamento é eficaz,Negativo
"Vários países estão fazendo teste, mas entrar no modo em pesquisas clínicas desse medicamento não quer dizer que ele tá funcionando A ""taxa de sucesso"" em pessoas não é nada do que relato anedótico",Negativo
"O artigo que esse sujeito publicou é totalmente falho em metodologia científica Ele só usou 36 pacientes e não usou o duplo cego, não teve controle na quantidade de pessoas que foram curadas, não se sabe se foi curada pelo seus sistema imune ou pelo m… Ver mais",Negativo
"Na Espanha estão usando 3 mil paciente dividida em 3 grupos Uma com a cloroquina, um com outro medicamente viral, e outro com algum medicamento falso, onde os que irão aplicar o medicamento não vai saber qual medicamento vai até aplicando, e Obiviame… Ver mais",Negativo
Depois relaiza a pesquisa pra ver se o medicamento pode fazer um efeito colateral pior do que o patogeno Essas pessoas que estão se submetendo com esse medicamento não passam de cobaias de testes,Negativo
fale.para o datena kkkk,Positivo
