content,stance
e uma quem ajuda não precisa colocar em mídia faça de coraçao deixe para vc mesmo sentir a gratidão por ter feito....Deus te abençoe,Neutro
não estou colocando estou pedindo ajuda.,Neutro
Pra pedir ajuda preciso anunciar,Neutro
"sim eu vi mas vc pode fazer isso sem precisar se expor igual fez com a foto ,, parabéns otima atitude de vc ajudar as pessoas...",Neutro
"mas vc colocou só acredito vendo, não entendi foi nada agr mas tudo bem. Boa noite.",Neutro
"Se eu falar o que faço deixa de ser caridade para ser vaidade... pode apostar que faço muito mais que rezar, rezar é achar que faz alguma coisa.",Negativo
"Povo tem a fé tão forte que se doi quando questionam, eu hein. Só to falando que rezar é fingir que faz alguma coisa quando não esta fazendo nada... só isso.",Negativo
"verdade, nos últimos 16 anos deve ter dado uma boa grana, e podemos ter certeza que os governos anteriore nada fizeram.",Neutro
mas foi vc que disse que só acreditava vendo  🙄 vc quer o que afinal de contas ? Sem entender vc!,Neutro
Essa Daiane vive num mundo paralelo ao nosso kkkkkkkkkk Ela fez um baita barraco só porque questionei o obvio. kkkkk,Neutro
ÓTIMAS NOTÍCIAS !!!!! ENTREVISTA COMPLETA SOBRE A CLOROQUINA QUE SUBITAMENTE SAIU DO AR NO DATENA COM DR DIDIER RAOULT TRADUZIDA PARS PORTUGUÊS. … Ver mais,Positivo
"Os estudos realizado por esse médicos é bem razo e fácil de ser refutavel Fazer um teste clinico utilizando apenas 36 pessoas não é um método que de deve escolher, e o pior é que ele não utilizou o duplo cego quê é essêncial pra qualquer teste clinico… Ver mais",Negativo
Alguns estudos demostrando falhas metodológica artigo dele https://pubpeer.com/publications/E09AC9D25125B0AB077971FBA6DD7B#7 PUBPEER.COM PubPeer - Hydroxychloroquine and azithromycin as a treatment of COVID-... PubPeer - Hydroxychloroquine and azithromycin as a treatment of COVID-...,Negativo
https://pubpeer.com/publications/B4044A446F35DF81789F6F20F8E0EE PUBPEER.COM PubPeer - Hydroxychloroquine and Azithromycin as a treatment of COVID-... PubPeer - Hydroxychloroquine and Azithromycin as a treatment of COVID-...,Negativo
Pq vcs só criticam. Meu Deus! Fique bem logo tá!,Positivo
Amem,Positivo
Todo medicamento deve ser usado sob prescrição médica!,Neutro
mesmo porque se alguém quiser comprar terá que ter a receita médica especial,Neutro
"infelizmente alguns doidos compraram o medicamento, por isso agora esse medicamento só poderá ser usado com receita o que acho justo.",Neutro
As pessoas mais jovens vão se curar realmente com ou sem esse remédio..,Neutro
"as pessoas jovens que tem a saudade boa e é saudável, é curado sozinho sem ajuda de remédio.",Neutro
exatamente...até acho que todas ...todas as pessoas do mundo vão ser infectadas...a grande maioria nem vai saber que foi.. o que o jovem vai ganhar com isso? Imunidade,Neutro
"Edna, existe letalidade entre os jovens mesmo sendo saudável, e a letalidade é o mesmo do que o H1N1 dentro da média",Negativo
"menos de 0,1%, e a maioria tinham problemas como asma etc..",Positivo
"Jovens dos 20 anos sobre corona tem letaldiase de 0,2%",Neutro
"mas nós, os velhos  😟  😟  😟",Neutro
Acima dos 60 é em torno dos 14 a 20%,Neutro
"Não tem problema, eu já vivi muito (70 anos) é preciso deixar esse planeta para os mais jovens e saudáveis...e crianças claro...vamos lá seja o que Deus quiser",Neutro
"Todos que usam esse remédio é curado, tem que sair dando pra mais pacientes.",Positivo
Glória a Deus  🙏,Positivo
Que o Senhor Jesus continue abençoando e protegendo nosso povo brasileiro e peço também pelas outras nações  🙏  😢,Positivo
"A imagem pode conter: texto que diz ""01:43 Considerado um dos maiores especialistas em vírus Amilcar não como esperança tratamento casos infecção pelo novo coronavírus. Laboratório de Virologia Molecular Universidade Federal Rio de Janeiro (UFRJ), feitos testes de diagnóstico ele dose da droga necessária bloquear vírus) poderia matar os pacientes. Os dos EUA, Donald Trump, do Brasil, Jair Bolsonaro, referido substância promissora no enfrentamento enfermidade."" ""A de cloroquina bloquear (o vírus) muito alta"", em Estado. ""Não teria como atingir sangue de pacientes eles morreriam intoxicados"" SAUDE ESTADAO 'Dose de que coronavírus mataria paciente', diz especialista Saúde-..""",Negativo
"Com certeza mata o vírus, e o paciente morre também. É a mesma coisa que matar uma vaca para terminar com os carrapatos dela.",Negativo
Vcs falam do que não sabem! Como alguém pode dar certeza ? Trabalha na área medica ou farmacêutica?,Neutro
", só postei uma reportagem do jornal Estadão, tem gente que não precisa e comprou esse remédio , por outro lado as pessoas com lúpus, e outras doenças não conseguem o remédio , por causa de pessoas egoístas.",Negativo
"Bula da cloroquina  A imagem pode conter: texto que diz ""12:54 4 Selecionar Tópicos da Bula usar o Difosfato de Cloroquina? Advertências A cloroquina é um fármaco que apresenta estreita margem de segurança uma dose única de 30 mg/Kg pode fatal. Os pacientes que recebem tratamento com cloroquina em altas doses em longo prazo, devem ser submetidos às avaliações oftalmológicas neurológicas a cada 3 ou 6 meses. A dose pode ser ajustada na insuficiência renal. Não utilize o difosfato de cloroquina se tiver conhecimento de""",Negativo
A idade ajudou nova ela...se tivesse mais idade aí que espero resultados deste remédio em idosos...para os mais novos efeito deste remédio resultados de cura. ...um alívio...amém. ..,Neutro
Ac,Neutro
Isso me lembra da fosfoetanolamina,Negativo
Bem lembrado!,Negativo
Dá certo?,Neutro
"Ainda não se sabe, mas na hora do desespero você reza para todos os santos.",Neutro
"Realmente só com oração as situações difíceis,ficam amenizadas",Neutro
Foi testado em militares com o vírus no mundo todo,Positivo
https://tribunaonline.com.br/medicos-do-samu-de-sao-paulo-terao-que-atestar-mortes-por-coronavirus  Médicos do Samu de São Paulo terão que atestar mortes por coronavírus TRIBUNAONLINE.COM.BR Médicos do Samu de São Paulo terão que atestar mortes por coronavírus Médicos do Samu de São Paulo terão que atestar mortes por coronavírus,Neutro
https://oglobo.globo.com/mundo/china-fechara-fronteiras-estrangeiros-para-evitar-nova-onda-de-contaminacao-do-coronavirus-24329810  China fechará fronteiras a estrangeiros para evitar nova onda de contaminação do coronavírus OGLOBO.GLOBO.COM China fechará fronteiras a estrangeiros para evitar nova onda de contaminação do coronavírus China fechará fronteiras a estrangeiros para evitar nova onda de contaminação do coronavírus,Neutro
"CLOROQUINA NÃO PODE SER UTILIZADA FORA DO AMBIENTE HOSPITALAR EM CARATER DE TESTE, NÃO DIVULGUEM IMPRUDENTEMENTE É UMA SUBSTANCIA QUE TEM CONTRA INDICAÇÕES E JÁ HOUVE CASOS DE MORTE PELO USO IMPRUDENTE!!! DEVEMOS TORCER PARA QUE OS ESTUDOS INDIQUEM COI… Ver mais",Neutro
"não adianta amigo, o pânico está levando autoridades, pesquisadores e a população a medidas extremas. O tempo dirá ....",Neutro
Esse medicamento tem potencial de cura sendo utilizado com cautela .,Positivo
Que benção. Glória a Deus né,Positivo
Glória a Deus,Positivo
Amem jesus,Positivo
M bom,Positivo
Amém,Positivo
DEIXEM DE SER LEVIANOS!,Negativo
POSTAR FAKENEWS É PARA IDIOTAS,Negativo
"prova que é fake, falastrão",Positivo
Eu vi essa matéria na Record ela tem 61 anos.,Positivo
"Sim a Cloroquina é para casos graves associada a azitromicina somente em âmbito hospitalar,casos graves.",Positivo
Amém,Positivo
"Mateus 24:7 . Porquanto se levantará nação contra nação , e reino contra reino , e haverá fomes , e pestes , e terremotos , em vários lugares. 8 Mas todas estas coisas são o princípio de dores. !! Tudo isso é preciso acontecer , pra a palavra de… Ver mais",Positivo
Eu vi a entrevista dela ontem em nome da justiça corona virus,Positivo
https://www.bbc.com/portuguese/brasil-52044400  Coronavírus: testes com cloroquina causam corrida a hospitais e dividem médicos na França BBC.COM Coronavírus: testes com cloroquina causam corrida a hospitais e dividem médicos na França Coronavírus: testes com cloroquina causam corrida a hospitais e dividem médicos na França,Negativo
Esse medicamento foi recolhido das farmácia e só pode ser adquirido com receita,Neutro
"Gente, se a moça estava na UTI, é ÓBVIO que foi o médico que deu o remédio!",Positivo
Glória a Deus,Positivo
GLÓRIA A Deus,Positivo
Se o lula foi curado do câncer com cachaça por ela não pode ser curada. Petistas idiotas.,Positivo
Mas sera q é vdd,Neutro
sim está R7 Record,Positivo
"Não é verdade. Utilizar de caso isolado, de uma pessoa que nem idosa é sobre um vírus que não apresenta muita mortalidade entre esse grupo, é apenas uma falácia",Negativo
O certo não seria deixar ela isolada?,Neutro
"a filha tbm pegou e está junto com s mãe , ambas isoladas",Neutro
Amém vi a reportagem na Record,Positivo
Graças a Deus  👏  👏  👏  👏,Positivo
"Mas não é pra tomar por conta própria, ok? Pois há casos leves, outros graves...",Positivo
Essa postagem só vai causar auto medicação e corrida as farmácias tirando o direito de quem de fato necessita dela.,Negativo
só compra com receita médica com duas vias brancas,Neutro
🙏  🙏  🙏,Positivo
"Essa é uma afirmação muito arriscada. A própria OMS está iniciando os testes dessa droga. Não existe nada conclusivo sobre ela, seja aqui, seja em qualquer outro país.",Negativo
Aos críticos ngm pode sair tomando remédio sem que um médico o indique pq tem dosagem não só esse remédio como todos os tipos de remédio ngm pode se medicar sozinho #ficaadica,Positivo
E você que entra na postagem de uma pessoa antes mesmo de se informar e ler o que tá escrito procura ler e entender não tá escrito que é pra vc sair correndo e comprar remédio até mesmo pq cada caso é diferente então vai procurar o que fazer no post tá… Ver mais,Neutro
É uma pena que esse aviso que você deu vai ser algo inútil,Neutro
Além do remédio ela orou muito pediu muito a Deus por sua cura A fe move montanhas ela.foi guerreira,Positivo
Glorias a Deus,Positivo
"Gente, pelo amor de Deus, a cloroquina é um medicamento que já está em falta para os pacientes que tem lúpus, ela não CURA o covid-19, para de circular essas matérias sensacionalistas pq estamos colocando em risco milhares de pessoas que tem lúpus, ess… Ver mais",Negativo
Mas não dá pra comprar sem RECEITA,Positivo
Sim está em teste nos pacientes com sintomas grave!!E pode matar!!,Positivo
"mas tem lugares que estão vendendo, conheço pessoas que já estão sem o medicamento e tem tb lugares onde tiraram o medicamento das farmácias, conheço pessoas com lúpus e elas estão sofrendo!",Negativo
"por favor gente, vamos pedir ao dono desse post para retirar isso, é sério, é grave!",Negativo
#ADMINISTRADOR,Negativo
#adm,Negativo
já saiu em todo so jornais que os hospitais estão usando a junção deste medicamento com outro e estão obtendo cura....vc não pode lutar contra os fatos.,Positivo
"gente não confiem petistas querem convencer que o remédio não funciona para tentar prejudica o Bolsonaro o remédio e para ser ministrado nos hospitais e não por farmácias e agora so pode ser comprado com receita.  A imagem pode conter: 1 pessoa, close-up, texto que diz ""13:00 13:00 68% #EleNão BRASIL CONTRA BOLSONARO III""",Positivo
"ela é do contra  A imagem pode conter: 1 pessoa, close-up, texto que diz ""13:00 13:00 68% #EleNão BRASIL CONTRA BOLSONARO III""",Positivo
"e daí cara, vc agora quer questionar posição política?? Pelo amor de Deus, aonde esse mundo vai parar, da preguiça de pessoas medíocres e egoistas como vc!",Negativo
"Bolsonaro agora é médico, é cientista??? Ahhh para né?",Negativo
kkkk sabia mostrou as garras né,Positivo
a droga tem dado bom resutado doidona,Positivo
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
"eu não, sou anti Bolsonaro mesmo, mas a questão aqui é que vc está defendendo um medicamento onde nada foi comprovado, vc está prejudicando quem precisa dele, vc está viabilizando uma fake news é algo perigoso pq o uso de um medicame… Ver mais",Negativo
qual o problema das pessoas olharem meu perfil? Nada a esconder colega.,Negativo
nossa nada ave  🤣  😂 viajou legal em,Positivo
"é mesmo, quem te comprovou isso? Deve ser a tia do WhatsApp né? Pq o mundo inteiro está atrás de um medicamento, mas vc o espertalhão da vez encontrou a cura, palmas pra ele gente, o cara do Facebook, o da fila do pão achou a cura par… Ver mais",Negativo
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
ai vcs foram em uma reunião do pt porque ja ouvi esse da fila do pão https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
O Exército irá fazer tbm o remédio,Positivo
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
"querido, o tratamento adequado é realizado em hospital, não realizando o uso na residência. É isso que a moça quer dizer. Vc quer discutir política com isso, na a vê  🤦🏼‍♀️  🙄",Neutro
"sim no hospital que tenho falado. sou contra se auto medicar, mais pedir pra tirar o poste é errado https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0",Neutro
"obrigada Cristiane, torno por um mundo com mais pessoas sensatas como vc!",Neutro
Louvado seja Deus,Positivo
"Pastel, caldo de cana e fé me curaram da AIDS",Neutro
boa,Neutro
https://www.facebook.com/766832426669323/posts/3223933227625885/?substory_index=0,Positivo
https://g1.globo.com/google/amp/ciencia-e-saude/noticia/2019/03/04/cientistas-relatam-segundo-caso-de-cura-do-hiv-apos-transplante.ghtml  Cientistas relatam segundo caso de cura do HIV após transplante G1.GLOBO.COM Cientistas relatam segundo caso de cura do HIV após transplante Cientistas relatam segundo caso de cura do HIV após transplante,Positivo
boa,Neutro
"amoooo o humor do brasileiro, o que seríamos de nós sem isso?  😘  🤣  🤣  🤣  🤣",Neutro
Ninguém compra mais esse remédio sem receita gente,Neutro
"Não mesmo, ainda bem!",Neutro
Lembrando aqui gente não comprem o hospital que vai tratar com a dosagem certa,Neutro
